Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID Number|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Additional Ballot Question|Report Start Date|Report End Date|Field 1|Field 2A|Field 2B|Field 2C|Field 3|Field 4A|Field 4B|Field 5|Field 6|Field 7A|Field 7B|Field 7C|Field 7D|Field 8A|Field 8B|Field 8C|Field 8D|Field 9|Field 10|Field 11|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 23|Field 24|Field 25|Field 26|Field 27|Adjustment|Total Unitemized Bills|Total Unpaid Bills|Total All Bills
GOTHENBURG SCHOOL BUILDERS|2622 AVE G|B|GOTHENBURG|NE|69138|99BQC00062|02/16/2007|nadc03|03/21/2001|03/19/2001|0      |04/03/2001|P|10| |01/01/2001|03/12/2001|0|0|0|3040|0|0|3040|0|3040|0|0|0|0|0|0|2033.96|2033.96|5073.96|5073.96|0|0|0|1636.56|0|1636.56|1636.56|0|0|3040|3040|1636.56|1403.44|350|1753.44|0|1753.44||0|1573.96|1573.96|72
GOTHENBURG SCHOOL BUILDERS|2622 AVE G|B|GOTHENBURG|NE|69138|99BQC00062|02/16/2007|nadc03|04/16/2001|04/12/2001||03/27/2001|P|40| |03/12/2001|04/11/2001|5073.96|0|0|611.2|0|0|611.2|0|611.2|0|0|0|0|0|0|0|0|611.2|5685.16|0|0|1636.56|4398.6|0|4398.6|6035.16|1753.44|2033.96|611.2|4398.6|4398.6|0|0|0|0|0||0|0|0|73
YES! FOR QUALITY SCHOOLS|233 SOUTH 13TH ST, SUITE 800|B|LINCOLN|NE|68508|99BQC00063|02/16/2007|nadc03|03/26/2001|03/26/2001||04/03/2001|P|10| |01/01/2001|03/19/2001|0|0|7650|13400|0|0|21050|0|21050|0|0|444.24|444.24|0|0|0|0|21494.24|21494.24|0|0|0|0|444.24|444.24|444.24|0|0|21050|21050|0|21050|0|21050|0|21050||0|7369.69|7369.69|74
YES! FOR QUALITY SCHOOLS|233 SOUTH 13TH ST, SUITE 800|B|LINCOLN|NE|68508|99BQC00063|02/16/2007|nadc03|05/11/2001|05/11/2001|6170209|04/03/2001|P|40| |03/20/2001|03/08/2001|21494.24|0|5090|9250|0|0|14340|0|14340|0|0|439.44|439.44|0|0|0|0|14779.44|36273.68|0|0|0|35390|439.44|35829.44|35829.44|21050|0|14340|35390|35390|0|0|0|0|0||0|0|0|75
LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)|6300 CORNHUSKER HWY|B|LINCOLN|NE|68507|99BQC00064|02/16/2007|nadc03|04/20/2001|04/20/2001|6160129|05/01/2001|G|10| |03/22/2001|04/16/2001|0|0|0|12350|0|0|12350|0|12350|0|0|0|0|0|0|0|0|12350|12350|0|0|0|0|0|0|0|0|0|12350|12350|0|12350|0|12350|0|12350|||||76
LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)|6300 CORNHUSKER HWY|B|LINCOLN|NE|68507|99BQC00064|02/16/2007|nadc03|05/22/2001|05/22/2001|6180240|05/01/2001|G|70| |04/17/2001|05/22/2001|12350|0|0|3000|0|0|3000|0|3000|0|0|54|54|0|0|0|0|3054|15404|0|0|0|15219.78|54|15273.78|15273.78|12350|0|3000|15350|15219.78|130.22|-130.22|0|0|0||0|0|0|77
LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)|6300 CORNHUSKER HWY|B|LINCOLN|NE|68507|99BQC00064|02/16/2007|nadc03|04/03/2003|04/03/2003|6600104|04/08/2003|P|40| |05/21/2003|04/01/2003|0|0|0|4400|0|0|4400|0|4400|0|0|0|0|0|0|0|0|4400|4400|0|0|0|0|0|0|0|0|0|4400|4400|0|4400|0|4400|0|4400|||||78
LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)|6300 CORNHUSKER HWY|B|LINCOLN|NE|68507|99BQC00064|02/16/2007|nadc03|04/28/2003|04/28/2003|6610094|05/06/2003|G|10| |04/02/2003|04/21/2003|4400|0|0|11000|0|0|11000|0|11000|0|0|0|0|0|0|0|0|11000|15400|0|0|0|0|0|0|0|4400|0|11000|15400|0|15400|0|15400|0|15400|||||79
LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)|6300 CORNHUSKER HWY|B|LINCOLN|NE|68507|99BQC00064|02/16/2007|nadc03|06/11/2003|06/11/2003|6620187|05/06/2003|O|FS| |04/22/2003|06/10/2003|15400|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15400|0|0|0|15268.99|0|15268.99|15268.99|15400|0|0|15400|15268.99|131.01|-131.01|0|0|0||0|0|0|80
RENOVATION & MAINTENANCE OF OUR SCHOOLS|5135 S. 83RD STREET|B|OMAHA|NE|68127|99BQC00065|02/16/2007|nadc03|05/08/2001|05/08/2001|6170207|05/15/2001|G|10| |03/06/2001|04/30/2001|0|0|970|1950|0|0|2920|0|2920|0|252.38|2530|2782.38|0|0|0|0|5702.38|5702.38|0|0|0|1772.53|2782.38|4554.91|4554.91|0|0|2920|2920|1772.53|1147.47|0|1147.47|0|1147.47||0|0|0|81
RENOVATION & MAINTENANCE OF OUR SCHOOLS|5135 S. 83RD STREET|B|OMAHA|NE|68127|99BQC00065|02/16/2007|nadc03|05/31/2001|05/31/2001||05/15/2001|G|70| |05/01/2001|05/27/2001|5702.38|0|200|0|0|0|200|0|200|0|7.78|833.7|841.48|0|0|0|0|1041.48|6743.86|0|0|4554.91|1347.47|841.48|2188.95|6743.86|1147.47|0|200|1347.47|1347.47|0|0|0|0|0||0|0|0|82
CAN-DO COMMITTEE FOR A NEW ZOO|365 N. BROADWELL AVE|B|GRAND ISLAND|NE|68803|99BQC00066|02/16/2007|nadc03|05/30/2001|05/29/2001||06/05/2001|G|10| |01/01/2001|05/29/2001|0|2270|756.48|0|0|0|3026.48|0|3026.48|0|0|1686.78|1686.78|0|0|0|0|4713.26|4713.26|0|0|0|903|1686.78|2589.78|2589.78|0|0|3026.48|3026.48|903|2123.48|0|2123.48|0|2123.48|||||83
CAN-DO COMMITTEE FOR A NEW ZOO|365 N. BROADWELL AVE|B|GRAND ISLAND|NE|68803|99BQC00066|02/16/2007|nadc03|07/06/2001|07/05/2001|6200139|06/05/2001|P|40| |05/30/2001|07/10/2001|4713.26|0|0|18.77|0|0|18.77|0|18.77|0|0|2498.3|2498.3|0|0|0|0|2517.07|7230.33|0|0|2589.78|2142.25|2498.3|4640.55|7230.33|2123.48|0|18.77|2142.25|2142.25|0|0|0|0|0||0|0|0|84
CITIZENS FOR FUTURE SCHOOL INVESTMENT|1017 NORTH HASTING AVE P.O. BOX 942|B|HASTINGS|NE|68902|99BQC00067|03/15/2007|nadc04|09/06/2001|09/05/2001|6210115|10/01/2001|P|30| |08/24/2001|09/04/2001|0|0|644.56|500|0|0|1144.56|0|1144.56|0|0|0|0|0|0|0|0|1144.56|1144.56|0|0|0|0|0|0|0|0|0|1144.56|1144.56|0|1144.56|0|1144.56|0|1144.56||0|294.56|294.56|85
CITIZENS FOR FUTURE SCHOOL INVESTMENT|1017 NORTH HASTING AVE P.O. BOX 942|B|HASTINGS|NE|68902|99BQC00067|08/01/2007|nadc04|09/19/2001|09/18/2001|6210182|10/02/2001|P|10| |09/05/2001|09/17/2001|1144.56|0|1325|5575|0|0|6900|0|6900|0|0|0|0|0|0|0|0|6900|8044.56|0|0|0|4199.56|0|4199.56|4199.56|1144.56|0|6900|8044.56|4199.56|3845|0|3845|0|3845||0|0|0|86
CITIZENS FOR FUTURE SCHOOL INVESTMENT|1017 NORTH HASTING AVE P.O. BOX 942|B|HASTINGS|NE|68902|99BQC00067|04/23/2010|nadc01|11/13/2001|11/12/2001|6220099|10/02/2001|P|40| |09/18/2001|11/12/2001|8044.56|0|1780|4250|0|0|6030|0|6030|0|0|321|321|0|0|0|0|6351|14395.56|0|0|4199.56|8386.22|321|8707.22|12906.78|3845|0|6030|9875|8386.22|1488.78|0|1488.78|0|1488.78||0|404.56|404.56|87
CITIZENS FOR FUTURE SCHOOL INVESTMENT|1017 NORTH HASTING AVE P.O. BOX 942|B|HASTINGS|NE|68902|99BQC00067|10/01/2007|nadc04|02/10/2003|02/09/2003|6510076|05/09/2006|A|||11/12/2001|12/31/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|404.46|0|404.46|404.46|1488.78|0|0|1488.78|404.46|1084.32|0|1084.32|0|1084.32||0|0|0|88
CITIZENS FOR FUTURE SCHOOL INVESTMENT|1017 NORTH HASTING AVE P.O. BOX 942|B|HASTINGS|NE|68902|99BQC00067|10/01/2007|nadc04|01/02/2004|12/31/2003|6640221|05/09/2006|A|||12/31/2002|12/31/2003|||||||||||||||||||||||||||||||||||||||||89
CITIZENS FOR FUTURE SCHOOL INVESTMENT|1017 NORTH HASTING AVE P.O. BOX 942|B|HASTINGS|NE|68902|99BQC00067|10/01/2007|nadc04|01/20/2005|01/19/2005|6910019|05/09/2006|A|||01/01/2004|12/31/2004|0|0|0|0|0|25.31|25.31|0|25.31|0|0|0|0|0|0|0|0|25.31|25.31|0|0|0|0|0|0|0|1084.32|0|25.31|1109.63|0|1109.63|0|1109.63|0|1109.63|||||90
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|01/28/2002|01/28/2002|6260196|11/05/2002|O|  |M|12/26/2001|12/26/2002|0|0|0|60000|20|0|60020|0|60020|0|0|105|105|0|0|0|0|60125|60125|0|0|0|17.95|105|122.95|122.95|0|0|60020|60020|17.95|60002.05|0|60002.05|0|60002.05||0|0|0|93
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|02/26/2002|02/25/2002|6300182|11/05/2002|O|  |M|01/27/2002|02/23/2002|60020|0|0|200|0|80.57|280.57|20|260.57|0|0|0|0|0|0|0|0|260.57|60280.57|0|0|17.95|1874.29|0|1874.29|1892.24|60002.05|0|260.57|60262.62|1874.29|58388.33|0|58388.33|0|58388.33||0|0|0|94
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|03/28/2002|03/26/2002|6360072|11/05/2002|O|  |M|02/24/2002|03/26/2002|60385.57|0|0|0|0|159.34|159.34|0|159.34|0|0|0|0|0|0|0|0|159.34|60544.91|0|0|1997.24|7010.36|0|7010.36|9007.6|58388.33|0|159.34|58547.67|7010.36|51537.31|0|51537.31|0|51537.31|||||95
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|04/29/2002|04/26/2002|6390124|11/05/2002|O|  |M|03/27/2002|04/25/2002|60544.91|0|0|30000|0|153.06|30153.06|0|30153.06|0|0|180|180|0|0|0|0|30333.06|90877.97|0|0|9007.6|26153.37|180|26333.37|35340.97|51537.31|0|30153.06|81690.37|26153.37|55537|0|55537|0|55537||0|0|0|96
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|05/29/2002|05/28/2002|6410050|11/05/2002|O|  |M|04/26/2002|05/27/2002|90877.97|0|0|45000|0|84.12|45084.12|0|45084.12|0|0|0|0|0|0|0|0|45084.12|135962.09|0|0|35340.97|69622.94|0|69622.94|104963.91|55537|0|45084.12|100621.12|69622.94|30998.18|0|30998.18|0|30998.18||0|1330.79|1330.79|97
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|07/01/2002|06/28/2002|6420158|11/05/2002|O|  |M|05/28/2002|06/26/2002|135962.09|0|0|50500|0|101.33|50601.33|0|50601.33|0|306|1002|1308|0|0|0|0|51909.33|187871.42|0|0|104963.91|60876.41|1308|62184.41|167148.32|30998.18|0|50601.33|81599.51|60876.41|20723.1|0|20723.1|0|20723.1||0|1330.79|1330.79|98
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|08/01/2002|07/31/2002|6430044|11/05/2002|O|  |M|06/27/2002|07/27/2002|187871.42|0|10000|101500|0|44.2|111544.2|0|111544.2|0|0|6322.7|6322.7|0|0|0|0|117866.9|305738.32|0|0|167148.32|107760.32|6322.7|114083.02|281231.34|20723.1|0|111544.2|132267.3|107760.32|24506.98|0|24506.98|0|24506.98||0|0|0|99
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|08/29/2002|08/28/2002|6430149|11/05/2002|O|  |M|07/28/2002|08/26/2002|305738.32|0|0|100000|0|92.85|100092.85|0|100092.85|0|400|0|400|0|0|0|0|100492.85|406231.17|0|0|281231.34|69539.61|400|69939.61|351170.95|24506.98|0|100092.85|124599.83|69539.61|55060.22|0|55060.22|0|55060.22||0|0|0|100
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|01/15/2003|01/13/2003||11/05/2002|O||M|08/27/2002|12/31/2002|406231.17|0|-3906.84|113299.69|0|419.6|109812.45|0|109812.45|0|0|0|0|0|0|17437.01|17437.01|127249.46|533480.63|0|0|351170.95|127255.61|0|127255.61|478426.56|55060.22|0|109812.45|164872.67|127255.61|37617.06|-36287.4|1329.66|36287.4|37617.06||0|0|0|101
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|01/06/2004|01/05/2004|6650035|11/02/2004|A|||01/01/2003|12/31/2003|0|0|0|0|0|193.4|193.4|0|193.4|0|0|0|0|0|0|0|0|193.4|193.4|0|0|0|24886.78|0|24886.78|24886.78|1329.66|0|193.4|1523.06|24886.78|-23363.72|25907.01|2543.29|10380.39|12923.68||0|0|0|102
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|09/29/2004|09/28/2004|6840247|11/02/2004|G|30| |01/01/2004|09/28/2004|0|0|0|0|0|34.32|34.32|0|34.32|0|0|0|0|0|0|0|0|34.32|34.32|0|0|0|12206.93|0|12206.93|12206.93|2543.29|0|34.32|2577.61|12206.93|-9629.32|0|-9629.32|10380.39|751.07||0|0|0|103
NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)|635 S 14TH ST STE 315|B|LINCOLN|NE|68508|99BQC00069|02/16/2007|nadc03|10/22/2004|10/21/2004|6860077|11/02/2004|G|10| |09/29/2004|10/23/2004|34.32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|34.32|0|0|12206.93|187.71|0|187.71|12394.64|751.07|0|0|751.07|187.71|563.36|0|563.36|0|563.36|||||104
CITIZENS FOR LOCAL OPTION AND CONTROL COMMITTEE|13704 South 127th Street,|B|SPRINGFIELD|NE|68059|99BQC00003|02/16/2007|nadc03|01/04/2000|01/03/2000|5770211|11/05/1996|A||M|01/01/1999|12/31/1999|||||||||||||||||||||||||||||||||||||||||105
CITIZENS FOR LOCAL OPTION AND CONTROL COMMITTEE|13704 South 127th Street,|B|SPRINGFIELD|NE|68059|99BQC00003|02/16/2007|nadc03|01/22/2001|01/20/2001|6040045|11/07/1998|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-4123.59|0|0|-4123.59|0|-4123.59|0|-4123.59|0|-4123.59|||||106
CITIZENS FOR NEBRASKA'S FUTURE|1140 North 21st Street, P.O. Box 12362|B|LINCOLN|NE|68503|99BQC00004|08/08/2007|nadc04|02/01/2000|01/31/2000|5800212|11/03/1998|A|  | |01/01/1999|12/31/1999|0|0|1265000|349918.78|0|0|1614918.78|1500000|114918.78|0|0|2747.76|2747.76|0|0|0|0|117666.54|117666.54|0|25000|0|133798.78|2747.76|136546.54|136546.54|13880|5000|114918.78|133798.78|133798.78|0|0|0|0|0||0|29495.02|166041.57|107
CITIZENS FOR NEBRASKA'S FUTURE|1140 North 21st Street, P.O. Box 12362|B|LINCOLN|NE|68503|99BQC00004|08/08/2007|nadc04|03/23/2000|03/22/2000|5880028|11/03/1998|O|AS| |01/01/1999|12/31/1999|0|0|1265000|349918.78|0|0|1614918.78|1500000|114918.78|0|0|2747.76|2747.76|0|0|0|0|117666.54|117666.54|0|0|0|133798.78|2747.76|136546.54|136546.54|13880|5000|114918.78|133798.78|133798.78|0|0|0|0|0||0|29495.02|163293.8|108
CITIZENS FOR NEBRASKA'S FUTURE|1140 North 21st Street, P.O. Box 12362|B|LINCOLN|NE|68503|99BQC00004|02/16/2007|nadc03|01/25/2001|12/31/2000|6040046|11/07/1998|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25000|0|3554.78|0|3554.78|3554.78|0|2500|0|2500|3554.78|-1054.78|1054.78|0|0|0||0|25940.24|25940.24|109
CITIZENS FOR NEBRASKA'S FUTURE|1140 North 21st Street, P.O. Box 12362|B|LINCOLN|NE|68503|99BQC00004|08/08/2007|nadc04|12/18/2001|12/17/2001|6220217|11/03/1998|A|  | |01/01/2001|12/31/2001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3554.78|0|0|0|3554.78|0|0|0|0|0|0|0|0|0|0||0|25940.24|25940.24|110
CITIZENS FOR NEBRASKA'S FUTURE|1140 North 21st Street, P.O. Box 12362|B|LINCOLN|NE|68503|99BQC00004|02/16/2007|nadc03|01/31/2003|01/30/2003|6500165|01/01/2001|A|  | |01/01/2002|12/31/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|25940.24|25940.24|111
CITIZENS FOR NEBRASKA'S FUTURE|1140 North 21st Street, P.O. Box 12362|B|LINCOLN|NE|68503|99BQC00004|08/08/2007|nadc04|01/08/2004|01/07/2004|6650034|11/05/2002|A|  | |01/01/2003|12/31/2003|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|25940.24|25940.24|112
CITIZENS FOR NEBRASKA'S FUTURE|1140 North 21st Street, P.O. Box 12362|B|LINCOLN|NE|68503|99BQC00004|02/16/2007|nadc03|01/13/2005|01/11/2005|6900075|01/01/1978|A|  | |01/01/2004|12/31/2004|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|25940.24|25940.24|113
COMMITTEE TO VOTE YES FOR LOWER PHONE BILLS, THE|10011 J Street, P.O. Box 24091|B|OMAHA|NE|68124|99BQC00005|02/16/2007|nadc03|11/06/2000|11/06/2000|6000239|11/10/1998|O|FS| |01/01/1999|12/31/1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9756.38|0|9756.38|9756.38|9756.38|0|0|9756.38|9756.38|0|0|0|0|0||0|0|9756.38|114
COMMITTEE TO VOTE YES FOR LOWER PHONE BILLS, THE|10011 J Street, P.O. Box 24091|B|OMAHA|NE|68124|99BQC00005|02/16/2007|nadc03|01/19/2001|01/18/2001|6030159|11/10/1998|A|  | |01/01/1999|12/31/1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9756.38|0|9756.38|9756.38|9756.38|0|0|9756.38|9756.38|0|0|0|0|0||0|0|0|115
NEBRASKANS FOR TERM LIMITS|P.O. Box 21964,|B|LINCOLN|NE|68542|99BQC00006|02/16/2007|nadc03|06/30/2000|06/29/2000||11/07/1998|O|FS| |07/29/1998|06/28/2000|23970.79|0|83.71|615|0|0|698.71|0|698.71|0|0|95415.36|95415.36|0|0|0|0|96114.07|120084.86|0|0|23376.68|1246.71|95415.36|96662.07|120038.75|594.39|0|698.71|1293.1|1246.71|46.39|-46.39|0|0|0||0|0|183464.4|116
CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|B|LINCOLN|NE|68510|99BQC00008|02/16/2007|nadc03|01/28/2000|01/27/2000|5790205|11/03/1998|A|  | |01/01/1999|12/31/1999|0|0|0|150|0|0|150|200|-50|0|0|0|0|0|0|0|0|-50|-50|0|0|0|0|0|0|0|91.52|0|-50|41.52|0|41.52|5.01|46.53|0|46.53|||||117
CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|B|LINCOLN|NE|68510|99BQC00008|02/16/2007|nadc03|02/08/2000|02/07/2000|5810124|05/09/2000|O|AS| |01/01/1999|12/31/1999|0|0|0|150|0|0|150|200|-50|0|0|0|0|0|0|0|0|-50|-50|0|0|0|0|0|0|0|91.52|0|-50|41.52|0|41.52|5.01|46.53|0|46.53|||||118
CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|B|LINCOLN|NE|68510|99BQC00008|02/16/2007|nadc03|01/31/2001|01/29/2001|6040218|01/01/1999|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|46.53|-46.53|0|0|0|0|0|0|0|0|-46.53|-46.53|0|0|0|0|0|0|0|46.53|0|-46.53|0|0|0|0|0|0|0|||||119
CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|B|LINCOLN|NE|68510|99BQC00008|02/16/2007|nadc03|01/16/2002|01/16/2002|6240176|01/01/2001|A|  | |01/01/2001|12/31/2001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||120
CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|B|LINCOLN|NE|68510|99BQC00008|02/16/2007|nadc03|01/17/2003|01/16/2003|6490154|05/04/2000|A|  | |01/01/2002|12/31/2002|||||||||||||||||||||||||||||||||||||||||121
CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|B|LINCOLN|NE|68510|99BQC00008|02/16/2007|nadc03|01/16/2004|01/15/2004|6650185|11/05/2002|A|  | |01/01/2003|12/31/2003|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||122
CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|B|LINCOLN|NE|68510|99BQC00008|02/16/2007|nadc03|01/24/2005|01/21/2005|7000148|05/04/2006|A|  | |01/01/2004|12/31/2004|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||123
NEBRASKANS TO PROTECT OUR PHONE SERVICE|233 South 13th Street, Suite 800,|B|LINCOLN|NE|68508|99BQC00009|02/16/2007|nadc03|01/31/2000|01/31/2000||05/04/1998|A||L|01/01/1999|12/31/1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17463.89|0|17463.89|17463.89|23746.63|0|0|23746.63|17463.89|6282.74|1237.88|7520.62|0|7520.62||0|0|17463.89|124
NEBRASKANS TO PROTECT OUR PHONE SERVICE|233 South 13th Street, Suite 800,|B|LINCOLN|NE|68508|99BQC00009|02/16/2007|nadc03|01/26/2001|01/26/2001|6040050|01/01/1998|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7520.62|0|7520.62|7520.62|7520.62|0|0|7520.62|7520.62|0|0|0|0|0||0|0|0|125
ELKHORN CITIZENS COMMITTEE FOR EDUCATION (DISSOLVE|17712 LEAVENWORTH STREET|B|OMAHA|NE|68130|99BQC00010|02/16/2007|nadc03|01/24/2000|||01/22/2000|A||L|06/17/1998|12/31/1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1177.73|0|0|1177.73|0|1177.73|0|1177.73|0|1177.73|||||126
ELKHORN CITIZENS COMMITTEE FOR EDUCATION (DISSOLVE|17712 LEAVENWORTH STREET|B|OMAHA|NE|68130|99BQC00010|02/16/2007|nadc03|01/30/2001|01/30/2001|0      |11/07/2000|A|  | |01/01/2000|12/31/2000|0|0|0|3600|0|0|3600|0|3600|0|0|0|0|0|0|0|0|3600|3600|0|0|0|4551.39|0|4551.39|4551.39|1177.73|0|3600|4777.73|4551.39|226.34|0|226.34|0|226.34||0|0|0|127
ELKHORN CITIZENS COMMITTEE FOR EDUCATION (DISSOLVE|17712 LEAVENWORTH STREET|B|OMAHA|NE|68130|99BQC00010|02/16/2007|nadc03|02/26/2002|02/25/2002|6300183|05/12/2002|A|  | |01/01/2001|12/31/2001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|226.34|0|0|226.34|0|226.34|0|226.34|0|226.34|||||128
ELKHORN CITIZENS COMMITTEE FOR EDUCATION (DISSOLVE|17712 LEAVENWORTH STREET|B|OMAHA|NE|68130|99BQC00010|02/16/2007|nadc03|03/21/2002|03/20/2002|6340192|01/31/2002|O|FS| |01/01/2002|03/18/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|226.34|0|226.34|226.34|226.34|0|0|226.34|226.34|0|0|0|0|0||0|0|0|129
FREEDOM FIRST IN NEBRASKA|2509 South 84th Street,|B|OMAHA|NE|68124|99BQC00011|02/16/2007|nadc03|01/04/1999|12/31/1999|5770213|05/04/2000|A||L|01/01/1999|12/31/1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|222.73|0|0|222.73|0|222.73|0|222.73|0|222.73|||||130
FREEDOM FIRST IN NEBRASKA|2509 South 84th Street,|B|OMAHA|NE|68124|99BQC00011|02/16/2007|nadc03|12/29/2000|12/27/2000|6020053|11/07/2000|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|222.73|0|0|222.73|0|222.73|0|222.73|0|222.73|||||131
FREEDOM FIRST IN NEBRASKA|2509 South 84th Street,|B|OMAHA|NE|68124|99BQC00011|02/16/2007|nadc03|01/18/2002|01/17/2002|6240177|01/01/2001|A|  | |01/01/2001|12/31/2001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|222.73|0|0|222.73|0|222.73|0|222.73|0|222.73|||||132
FREEDOM FIRST IN NEBRASKA|2509 South 84th Street,|B|OMAHA|NE|68124|99BQC00011|02/16/2007|nadc03|01/29/2003|01/27/2003|6500166|05/04/2004|A|  | |01/01/2002|12/31/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|222.73|0|0|222.73|0|222.73|0|222.73|0|222.73|||||133
FREEDOM FIRST IN NEBRASKA|2509 South 84th Street,|B|OMAHA|NE|68124|99BQC00011|02/16/2007|nadc03|05/12/2003|05/10/2003|6610214|05/10/2004|O|FS| |01/01/2003|05/02/2003|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|222.73|0|222.73|222.73|222.73|0|0|222.73|222.73|0|0|0|0|0||0|0|0|134
