Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee ID|Date Received|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature Of Filing|Report Start Date|Report End Date|Financial Activity
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|04/12/2004|04/21/2004|CHERYLD   |04/08/2004|6780103|05/11/2004|P|30|12/31/2003|04/06/2004|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|04/29/2004|05/07/2004|CHERYLD   |04/27/2004|6790049|05/11/2004|P|30|04/07/2004|04/26/2004|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|06/14/2004|06/24/2004|CHERYLD   |06/11/2004|6810171|11/05/2004|P|40|04/27/2004|06/15/2004|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/01/2004|10/07/2004|JIMS      |09/29/2004|6840250|11/02/2004|G|30|06/16/2004|09/28/2004|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/21/2004|10/25/2004|CORIEJ    |10/19/2004|6860079|11/02/2004|G|10|09/29/2004|10/18/2004|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/05/2005|01/10/2005|CORIEJ    |01/03/2005|6890120|11/02/2004|G|70|10/19/2004|12/31/2004|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/27/2005|01/31/2005|CORIEJ    |01/25/2005|7000150|05/04/2006|A||01/01/2004|12/31/2004|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/30/2006|01/30/2006|nadc06|01/27/2006||12/31/2005|||01/01/2005|12/31/2005|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|06/19/2006|06/27/2006|nadc06|06/15/2006|7330007|05/09/2006|P|40|04/25/2006|06/13/2006|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/04/2006|10/10/2006|nadc06|10/02/2006|7360012|11/07/2006|G|30|06/14/2006|10/03/2006|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/25/2006|10/25/2006|nadc06|10/23/2006||11/07/2006|G|10|10/06/2006|10/23/2006|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/18/2007|01/22/2007|nadc01|01/16/2007|0|11/07/2006|G|70|10/24/2006|12/31/2006|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/22/2008|01/22/2008|nadc06|01/22/2008||11/07/2007|A||01/01/2007|12/31/2007|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/20/2010|10/25/2010|nadc06|10/18/2010|8290062|11/02/2010|G|10|09/29/2010|10/18/2010|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/23/2012|01/30/2012|nadc01|01/20/2012|8520171|01/01/2011|A||01/01/2011|12/31/2011|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/05/2009|01/05/2009|nadc06|01/05/2009||11/04/2008|G|70|10/21/2008|12/31/2008|
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|04/12/2010|04/21/2010|nadc06|04/09/2010|8210038|05/11/2010|P||01/01/2010|04/06/2010|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|05/03/2010|05/04/2010|nadc01|04/29/2010||05/11/2010|P|10|04/07/2010|04/26/2010|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|06/21/2010|10/20/2010|nadc06|06/19/2010|8250193|05/11/2010|P|40|04/27/2010|06/15/2010|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|05/05/2008|05/06/2008|nadc01|05/03/2008||05/13/2008|P|10|04/09/2008|04/28/2008|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/11/2010|01/19/2010|nadc06|01/09/2010|8070044|05/04/2010|A||01/01/2009|12/31/2009|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|04/11/2008|04/15/2008|nadc06|04/09/2008||05/13/2008|P|30|01/01/2008|04/08/2008|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|06/23/2008|06/30/2008|nadc06|06/19/2008|7790064|05/13/2008|P|40|04/29/2008|06/17/2008|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/06/2008|10/20/2008|nadc06|10/06/2008|7810224|11/04/2008|G|30|06/18/2008|09/30/2008|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/06/2010|12/27/2010|nadc06|10/04/2010||11/02/2010|G|30|06/16/2010|09/28/2010|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/06/2011|01/27/2011|nadc06|01/03/2011|8320117|11/02/2010|G|70|10/25/2010|12/31/2010|
DAWSON COUNTY DEMOCRATS|PO BOX 472|GOTHENBURG|NE|69138|99PPC00018|02/16/2000|02/16/2000|KIMH      |02/14/2000||05/09/2000|A||01/01/1999||1
DAWSON COUNTY DEMOCRATS|PO BOX 472|GOTHENBURG|NE|69138|99PPC00018|04/10/2000|04/14/2000|SERENAD   |04/07/2000||05/09/2000|P|30|01/01/2000|04/10/2000|1
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/14/2000|02/16/2001|KAREN     ||5780112|01/12/2000|A||01/01/1999|12/31/1999|1
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/19/2001|02/16/2001|KAREN     |01/16/2001|6030175|11/07/2000|A||01/01/2000|12/31/2000|0
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/10/2002|01/14/2002|TERII     |12/31/2002|6230200|01/01/2001|A||01/01/2001|12/31/2001|1
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/13/2003|01/13/2003|SERENAD   |01/10/2003||05/04/2004|A||10/10/2002|12/31/2002|1
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/07/2004|01/14/2004|CHERYLD   |01/05/2004|6650042|11/05/2002|A||01/01/2003|12/31/2003|0
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/20/2005|02/23/2005|CORIEJ    |01/18/2005|6910023|05/06/2006|A||01/01/2004|12/31/2004|0
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/05/2006|01/12/2006|nadc01|01/03/2006|7110065|01/01/1900|A||01/01/2005|12/31/2005|
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/18/2007|01/22/2007|nadc01|01/03/2007||01/01/1900|A||01/01/2006|12/31/2006|
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/07/2008|01/07/2008|nadc06|01/03/2008||11/07/2007|A||01/01/2007|12/31/2007|1
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/05/2009|01/06/2009|nadc06|01/02/2009||01/01/2008|A||01/01/2008|12/31/2008|
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/07/2010|01/11/2010|nadc06|01/05/2010|8060062|01/01/2009|A||01/01/2009|12/31/2009|1
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/05/2011|01/27/2011|nadc06|01/03/2011|8320118|01/01/2010|A||01/01/2010|12/31/2010|
PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|99PPC00038|01/05/2012|01/09/2012|nadc01|01/03/2012|8500220|01/01/2011|A||01/01/2011|12/31/2011|
KIMBALL COUNTY REPUBLICAN PARTY|3767 LONGHORN RD|KIMBALL|NE|69145|99PPC00029|01/19/2001|02/16/2001|KAREN     |01/17/2001|6030171|11/07/2000|A||01/01/2000|12/31/2000|0
KIMBALL COUNTY REPUBLICAN PARTY|3767 LONGHORN RD|KIMBALL|NE|69145|99PPC00029|01/16/2002|01/22/2002|TERII     |01/14/2002|6240178|01/01/2001|A||01/01/2001|12/31/2001|0
KIMBALL COUNTY REPUBLICAN PARTY|3767 LONGHORN RD|KIMBALL|NE|69145|99PPC00029|02/18/2003|03/03/2003|JIMS      |02/13/2003|6510149|05/04/2004|A||01/01/2002|12/31/2002|0
KIMBALL COUNTY REPUBLICAN PARTY|3767 LONGHORN RD|KIMBALL|NE|69145|99PPC00029|02/02/2004|02/25/2004|JIMS      |01/29/2004|6670216|01/01/2001|A||01/01/2003|12/31/2003|0
KIMBALL COUNTY REPUBLICAN PARTY|3767 LONGHORN RD|KIMBALL|NE|69145|99PPC00029|01/26/2005|01/31/2005|CORIEJ    |01/24/2005|7000151|05/04/2006|A||01/01/2004|12/31/2004|0
CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|99PPC00013|02/07/2000|02/09/2000|KIMH      |02/03/2000||05/09/2000|A||01/01/1999|12/31/1999|1
CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|99PPC00013|02/15/2000|02/15/2000|KIMH      |02/14/2000||05/09/2000|A||01/01/1998|12/31/1998|1
CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|99PPC00013|04/25/2000|04/25/2000|KIMH      |04/24/2000||05/09/2000|P|10|04/10/2000|04/24/2000|1
CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|99PPC00013|06/14/2000|06/14/2000|SERENAD   |06/13/2000||05/09/2000|P|40|04/25/2000|06/13/2000|1
CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|99PPC00013|10/05/2000|10/17/2000|KAREN     ||5980056|11/07/2000|G|30|01/01/2000|12/31/2000|1
CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|99PPC00013|10/30/2000|12/27/2000|KAREN     |10/27/2000|6000039|11/07/2000|G|10|10/03/2000|10/23/2000|1
CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|99PPC00013|01/25/2001|02/16/2001|KAREN     |01/24/2001|6040053|11/07/2000|G|70|10/01/2000|12/31/2000|0
CHERRY COUNTY DEMOCRATIC COMMITTEE|PO BOX 150|VALENTINE|NE|69201|99PPC00012|02/01/2000|03/06/2001|KAREN     |02/01/2000|5800216|11/03/1998|A||01/01/1999|12/31/1999|1
CHERRY COUNTY DEMOCRATIC COMMITTEE|PO BOX 150|VALENTINE|NE|69201|99PPC00012|01/29/2001|03/06/2001|KAREN     |01/25/2001|6040223|11/07/2000|A||01/01/2000|12/31/2000|0
CHERRY COUNTY DEMOCRATIC COMMITTEE|PO BOX 150|VALENTINE|NE|69201|99PPC00012|12/26/2001|12/31/2001|TERII     |12/20/2001|6220233|11/11/2000|A||12/30/2000|12/30/2001|1
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|01/28/2000|03/06/2001|KAREN     |01/27/2000|5790211|11/03/1998|A||01/01/1999|01/01/2000|1
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|01/31/2001|03/06/2001|KAREN     |01/29/2001|6040226|01/01/1999|A||01/01/2000|12/31/2000|0
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|01/30/2002|02/04/2002|TERII     |01/29/2002|6260203|01/01/2001|A||01/01/2001|12/31/2001|1
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|03/06/2003|03/18/2003|JIMS      ||6530041|03/04/2003|A||01/01/2002|12/31/2002|0
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|01/07/2004|01/14/2004|CHERYLD   |01/05/2004|6650041|11/05/2002|A||01/01/2003|12/31/2003|0
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|02/02/2005|02/09/2005|CORIEJ    |01/31/2005|7010080|05/04/2006|A||01/01/2004|12/31/2004|0
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|03/30/2006|04/06/2006|nadc02|03/28/2006|7240047|05/09/2006|A||01/01/2005|12/31/2005|1
MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|99PPC00035|06/05/2007|06/05/2007|nadc06|06/04/2007||05/01/2007|A|FS|01/01/2006|12/31/2007|
SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|99PPC00046|01/31/2000|02/24/2003|JIMS      |01/28/2000|5800224|05/04/2000|A||01/01/1999|12/31/1999|0
SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|99PPC00046|10/10/2000|10/20/2000|KAREN     |10/05/2000|5980205|11/07/2000|G|30|01/01/2000|10/04/2000|0
SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|99PPC00046|01/17/2001|02/16/2001|KAREN     |01/16/2001|6030177|11/07/2000|G|70|10/04/2000|12/31/2000|0
SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|99PPC00046|01/22/2002|01/28/2002|TERII     |01/17/2002|6250122|01/01/2001|A||12/31/2000|12/31/2001|0
SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|99PPC00046|02/03/2003|02/24/2003|JIMS      |01/30/2003|6510023|01/01/2001|A||01/01/2002|12/31/2002|0
SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|99PPC00046|03/03/2004|03/11/2004|PATTIEV   |03/03/2004|6700177|11/02/2004|A||01/01/2003|12/31/2003|1
SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|99PPC00046|12/27/2004|01/05/2005|JIMS      |12/22/2004|6890045|11/02/2004|G|70|10/19/2004|12/31/2004|0
SAUNDERS COUNTY REPUBLICAN CENTRAL COMMITTEE|2134 County Road 7,|YUTAN|NE|68073|99PPC00045|01/04/2000|01/04/2000|KIMH      |01/03/1999|0000000|05/04/2000|A||02/01/1999|01/03/2000|1
SAUNDERS COUNTY REPUBLICAN CENTRAL COMMITTEE|2134 County Road 7,|YUTAN|NE|68073|99PPC00045|04/10/2000|04/14/2000|SERENAD   |04/10/2000||05/09/2000|P|30|01/01/2000|04/07/2000|1
SAUNDERS COUNTY REPUBLICAN CENTRAL COMMITTEE|2134 County Road 7,|YUTAN|NE|68073|99PPC00045|01/17/2001|02/16/2001|KAREN     |01/16/2001|6030176|11/07/2000|G|70|01/14/1999|01/14/2001|0
COLFAX COUNTY REPUBLICAN CENTRAL COMMITTEE|811 Road 7,|SCHUYLER|NE|68661|99PPC00014|02/14/2000|03/06/2001|KAREN     |02/11/2000|5820063|05/09/2000|A||01/01/1999|12/31/1999|1
COLFAX COUNTY REPUBLICAN CENTRAL COMMITTEE|811 Road 7,|SCHUYLER|NE|68661|99PPC00014|02/12/2001|03/06/2001|KAREN     |02/10/2001|6050115|01/01/1999|A||01/01/2000|12/31/2000|0
