Committee Name|Committee ID|Date Received|Transaction Date|Amount|Nature of Transaction|Description|Expense Category
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|01/29/1999|.75|P|PRINTING EXPENSE                        |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|01/29/1999|4.11|P|COPIES                                  |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|02/25/1999|130.2|P|UNION BANK-1120 POL                     |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|03/08/1999|50|P|NE REPUB. PARTY- AWARDS DINNER          |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|03/16/1999|20|P|STATE OF NEBRASKA-LATE FILING FEE       |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|03/16/1999|.5|P|POSTAGE                                 |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|07/26/1999|182.4|P|IRS                                     |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|09/30/1999|2.41|P|POSTAGE                                 |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/28/2000|09/30/1999|1.32|P|COPIES                                  |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/07/2000|04/03/2000|2.06|P|NE FARM BUREAU FEDERATION POSTAGE       |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/07/2000|04/03/2000|1.72|P|NE FARM BUREAU INSURANCE COPIES         |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/27/2000|04/24/2000|100|R|RETURN QUANDAHL FOR LEGISLATURE         |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/27/2000|04/07/2000|24.5|P|NE FARM BUREAU FEDERATION POSTAGE       |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/27/2000|04/11/2000|195.33|P|INTERNAL REVENUE SERVICE                |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/11/2000|09/28/2000|128.15|I|BROCHURE FOR BOB DICKEY                 |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|01/11/2001|43.76|P|NE FARM BUREAU - POSTAGE & PRINTING     |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|01/25/2001|86.56|P|NE FARM BUREAU - POSTAGE & PRINTING     |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|02/28/2001|2.53|P|NE FARM BUREAU - POSTAGE                |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|03/14/2001|387.1|P|WELLS FARGO BANK - 1120 POL             |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|03/30/2001|4.08|P|NE FARM BUREAU - POSTAGE                |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|07/31/2001|16.86|P|NE FARM BUREAU - POSTAGE                |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|09/27/2001|.66|P|NE FARM BUREAU - POSTAGE                |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|01/30/2002|12/18/2001|52.83|P|RUTH & MUELLER                          |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/04/2002|08/23/2002|100|C|KRUSE FOR LEGISLATURE                   |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/04/2002|08/30/2002|200|C|DOUG CUNNINGHAM FOR LEGISLATURE         |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/04/2002|08/30/2002|300|C|CONNEALLY FOR LEGISLATURE               |025
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/28/2002|10/16/2002|6|R|SCOTT NICHOLS WAS REFUNDED CONTRIBUTION |025
NE FEDERATION OF YOUNG REPUBLICANS|99PAC00056|01/31/2001|07/05/2000|2000|A|BELLINO FIREWORKS PAYMENT               |025
NE FEDERATION OF YOUNG REPUBLICANS|99PAC00056|02/04/2002|10/11/2001|2070|A|BELLINO FIREWORKS - FUNDRAISER          |025
NE MANUFACTURED HOUSING PAC|99PAC00057|01/12/2000|09/04/1998|100| |JON BRUNING FOR LEGISLATURE             |025
NE MANUFACTURED HOUSING PAC|99PAC00057|01/12/2000|09/04/1998|250| |KERMIT BRASHEAR FOR LEGISLATURE         |025
NE MEDICAL PAC|99PAC00058|01/24/2000|01/31/1998|200| |ISSUED LOST CHECK TO SEN BEUTLER        |025
NE MEDICAL PAC|99PAC00058|06/19/2000|04/28/2000|200|C|BRUNING FOR LEGISLATURE                 |025
NE MEDICAL PAC|99PAC00058|06/19/2000|04/28/2000|300|C|QUANDAHL FOR LEGISLATURE                |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/20/2000|500|C|RETURNED - DAN LYNCH FOR LEGISLATURE    |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/09/2000|250|C|RETURNED - BRUNING FOR LEGISLATURE      |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/11/2000|500|C|RETURNED - PEOPLE FOR PREISTER          |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/10/2000|250|C|RETURNED- SOUTH OMAHANS FOR HILGERT     |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/23/2000|250|C|RETURNED - RAMON JANSSEN FOR LEGISLATURE|025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/10/2000|500|C|RETURNED - SCHIMEK 2000.COM             |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/09/2000|500|C|RETURNED - HEWITT FOR LEGISLATURE       |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/19/2000|250|C|RETURNED - QUANDAHL FOR LEGISLATURE     |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/23/2000|500|C|RETURNED - RAY AGUILAR FOR LEGISLATURE  |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/20/2000|400|C|RETURNED - HARTNETT FOR LEGISLATURE     |025
NE MEDICAL PAC|99PAC00058|10/30/2000|10/10/2000|500|C|RETURNED - BOB WICKERSHAM FOR LEGISLATUR|025
NE MEDICAL PAC|99PAC00058|01/17/2001|11/13/2000|400|C|PEDERSEN FOR LEGIS COMMITTEE            |025
NE MEDICAL PAC|99PAC00058|01/24/2002|06/01/2001|300|A|HARTNETT FOR LEGISLATURE LOST           |025
NE MEDICAL PAC|99PAC00058|04/10/2002|01/23/2002|100|R|CONNEALY FOR LEGISLATURE                |025
NE MEDICAL PAC|99PAC00058|05/06/2002|04/11/2002|131.2|I|SEN. DEB SUTTLE                         |025
NE MEDICAL PAC|99PAC00058|05/06/2002|04/22/2002|131.2|I|SEN. MARIAN PRICE                       |025
NE MEDICAL PAC|99PAC00058|02/10/2004|12/31/2003|-22138.16|A|TO REMOVE UNRELATED ACCOUNTS PREV. INCLU|025
NE MEDICAL PAC|99PAC00058|06/18/2004|04/27/2004|129.44|A|DISBURSEMENT WHICH WILL BE REIMBURSED...|025
NE MEDICAL PAC|99PAC00058|10/01/2004|07/23/2004|198|R|REFUNDED CONTRIBS. TO ARISPE & NELSON   |025
NE MEDICAL PAC|99PAC00058|10/01/2004|09/28/2004|99|A|TRANSFER OF FUNDS TO FEDERAL PAC ACCOUNT|025
NE MEDICAL PAC|99PAC00058|01/12/2005|12/31/2004|129.44|A|REIMBURSMENT FOR DISALLOWED LOBBYIST EXP|025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2000|09/28/1999|100| |VOIDED CHECKS 1052                      |025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2000|09/28/2000|200| |VOIDED CHECKS 1070                      |025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|04/06/2000|01/15/2000|412.16|A|REIMBURSEMENT TO THE PAC                |025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|05/01/2000|04/05/2000|412.16|A|MONEY FOR NE STATEHOUSE CAFETERIA LEGISL|025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/10/2000|10/03/2000|150|R|RAMON JANSSEN FOR LEGISLATURE           |025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|02/13/2001|12/01/2000|250|C|DIANNA SCHIMEK CK# 1314 RETURNED TO PAC |025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|02/13/2001|12/01/2000|250|C|JOHN HILGERT CK#1304 RETURNED TO PAC    |025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|02/13/2001|12/01/2000|250|C|JAMES HEWITT CK # 1315 RETURNED TO PAC  |025
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/07/2003|12/31/2002|100|C|VOIDED DON PREISTER CONTRIBUTION        |025
NE NURSES ASSOCIATION PAC|99PAC00060|11/01/2000|10/20/2000|500|C|DAN LYNCH                               |025
NE NURSES ASSOCIATION PAC|99PAC00060|11/01/2000|10/20/2000|500|C|DWITE PEDERSON                          |025
NE NURSES ASSOCIATION PAC|99PAC00060|11/01/2000|10/20/2000|500|C|D. PAUL HARTNETT                        |025
NE NURSES ASSOCIATION PAC|99PAC00060|01/17/2001|12/31/2000|500|C|PEOPLE FOR PREISTER - REFUNDED          |025
NE NURSES ASSOCIATION PAC|99PAC00060|01/30/2004|12/31/2003|4.93|A|RECONCILIATION CORRECTION               |025
NE NURSES ASSOCIATION PAC|99PAC00060|01/10/2005|10/10/2004|500|C|CHECK RETURNED FROM ANGELIKA BYORTH     |025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|02/01/2000|12/31/1999|5884.72|A|AMERICAN OPTOMETRIC ASSOCIATION RECEIPTS|025
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|04/07/2000|03/02/2000|98.32|F|FOR ST PATRICKS PARTY                   |025
GREAT PLAINS RURAL/METRO PAC|99PAC00004|01/30/2001|01/30/2001|1680|R|GREAT PLAINS IS DISSOLVING-DESCRIP BELOW|025
LINCOLN CHAMBER OF COMMERCE PAC|99PAC00005|06/15/1999|04/26/1999|10|P|STATE OF NE FOR A&D FINE FOR LATE FILING|025
LINCOLN CHAMBER OF COMMERCE PAC|99PAC00005|03/06/2001|01/04/2001|753.74|C|REF OF INKIND CONTRIB FROM HEWITT FOR LE|025
LINCOLN CHAMBER OF COMMERCE PAC|99PAC00005|03/27/2001|01/04/2001|753.74|R|HEWIT FOR LEGISLATURE - REFUND          |025
LINCOLN CHAMBER OF COMMERCE PAC|99PAC00005|03/14/2003|02/14/2003|325|A|PAID BY LCC, LATER REIMBURSED BY PAC    |025
LINCOLN CHAMBER OF COMMERCE PAC|99PAC00005|04/09/2004|07/23/2004|325|A|REIMBURSED LCC FOR PREVIOUS REPORTING ER|025
LINCOLN FIREFIGHTERS ASSOCIATION PAC|99PAC00006|01/15/2003|12/31/2002|750|C|CITIZENS FOR FIRE SAFETY - LOAN PAYOFF  |025
LINCOLN FIREFIGHTERS ASSOCIATION PAC|99PAC00006|04/29/2003|04/01/2003|87.27|C|REFUND FROM CITIZENS FOR FIRE SAFETY    |025
NE PROFESSIONAL FIREFIGHTERS PAC|99PAC00008|10/29/2002|10/01/2002|1000|C|COMMITTEE TO ELECT DEB SUTTLE - RETURNED|025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|03/09/1999|01/29/1999|300|R|ROGER WEHRBEIN FOR LEGISLATURE          |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|03/09/1999|01/29/1999|500|R|LANDIS FOR LEGISLATURE                  |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|03/09/1999|01/29/1999|250|R|COORDSEN FOR LEGISLATURE                |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|03/09/1999|01/29/1999|250|R|THOMPSON FOR LEGISLATURE                |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|03/09/1999|01/29/1999|250|R|JENSEN FOR LEGISLATURE                  |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|04/12/2000|01/06/2000|104.39|I|SENATOR TIM JOHNSON FUNDRAISER          |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|04/12/2000|02/25/2000|1000| |BARRETT COMMITTEE                       |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|06/19/2000|05/05/2000|2000| |REFUND OF CONTRIBUTION KERREY FOR SENATE|025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|10/31/2000|10/09/2000|100|C|QUANDAHL FOR LEGISLATURE RETURNED       |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/17/2001|10/27/2000|500|C|CK TO MATZKE RTD 10-25-00               |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/17/2001|10/27/2000|500|C|CK TO WICKERSHAM RTD 10-27-00           |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/17/2001|10/27/2000|250|C|CK TO AGUILAR RTD 10-27-00              |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/17/2001|10/27/2000|200|C|CK TO DICKEY RTD 10-27-00               |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/17/2001|10/31/2000|5000|C|CK TO BUSH FOR PRES RTD 10-31-00        |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/17/2001|12/11/2000|500|C|CK TO BRESLOW RTD 12-11-00              |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|02/01/2002|06/20/2001|975|C|LIZ KARNES FOR REGENT- RETURNED         |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|10/28/2002|10/15/2002|540|R|CONTRIBUTION FROM MICHAEL RIECK REFUNDED|025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/05/2004|02/11/2003|500|C|STOP PAYMENT PLACED ON CK #790          |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/05/2004|02/11/2003|200|C|STOP PAYMENT PLACED ON CK #778          |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/05/2004|02/11/2003|200|C|STOP PAYMENT PLACED ON CK #881          |025
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|10/20/2004|10/01/2004|100|C|COMMITTEE TO ELECT GREGG RIPPY/ VOID CHE|025
HOME PAC|99PAC00010|03/04/1999|01/03/1999|3.04|A|BANK CHARGE                             |025
HOME PAC|99PAC00010|03/25/1999|03/02/1999|6.59|A|BANK CHARGES                            |025
HOME PAC|99PAC00010|04/27/1999|03/31/1999|3.21|A|SERVICE CHARGE, BANK                    |025
HOME PAC|99PAC00010|01/26/2000|06/25/1999|-9.72|A|SERVICE CHARGE                          |025
HOME PAC|99PAC00010|01/26/2000|06/23/1999|2.58|A|INTEREST ACCURED                        |025
HOME PAC|99PAC00010|01/26/2000|07/21/1999|1.56|A|INTEREST ACCURED                        |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|01/31/2000|12/11/1998|250| |VOID CK RETURNED FROM SEN. RAIKES       |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|01/31/2000|12/09/1998|-14.95|A|MISC. EXPENDITURES NOT REPORTED         |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|10/30/2000|10/20/2000|1000|U|SENATOR HARTNETT                        |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|10/30/2000|10/20/2000|500|U|SENATOR PEDERSEN                        |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|10/30/2000|10/20/2000|500|C|SENATOR MATZKE                          |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|10/30/2000|10/20/2000|500|U|SENATOR QUANDAHL                        |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|10/30/2000|10/20/2000|500|U|SENATOR SCHIMEK                         |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|10/30/2000|10/20/2000|500|U|SENATOR WICKERSHAM                      |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|01/29/2002|12/31/2001|12.27|A|MISC                                    |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|01/28/2004|12/31/2003|88.94|A|SEE INFORMATION BELOW                   |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|04/09/2004|01/09/2004|13674.32|A|HOME AND MOBA PAC, RECEIPTS ON BEHALF OF|025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|04/26/2004|04/13/2004|8437.32|A|REDISTRIBUTION TO HOME PAC              |025
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|04/26/2004|04/13/2004|5237|A|REDISTRIBUTION TO MOBA PAC              |025
CARE PAC|99PAC00016|01/24/2000|03/30/1999|100|P|STATE CHAMBER PAC 99 CONTRIBUTION       |025
CARE PAC|99PAC00016|01/24/2000|02/28/1999|15|P|SERVICE CHARGE FROM BANK                |025
CARE PAC|99PAC00016|10/30/2000|10/18/2000|500|C|SENATOR DAN LYNCH-RETURN CHECK          |025
CARE PAC|99PAC00016|01/25/2001|11/13/2000|500|C|REFUND RAY AGUILAR                      |025
CARE PAC|99PAC00016|01/25/2001|12/27/2000|500|C|REFUND NANCY THOMPSON                   |025
CARE PAC|99PAC00016|01/25/2002|04/04/2001|30|P|NE FEDERATION OF BUSINESS MEMBERS DINNER|025
CARE PAC|99PAC00016|04/10/2002|02/28/2002|2.5|A|SVC CHARGE ON NSF CHECK                 |025
CARE PAC|99PAC00016|04/10/2002|03/31/2002|35|A|INTEREST EARNED                         |025
CARE PAC|99PAC00016|04/10/2002|02/04/2002|30|F|ERROR IN 2001 ANNUAL RPT                |025
CARE PAC|99PAC00016|10/23/2002|09/30/2002|36.43|A|INTEREST EARNED                         |025
CARE PAC|99PAC00016|10/23/2002|10/09/2002|250|C|CONNEALLY FOR LEGISLATURE               |025
CARE PAC|99PAC00016|01/13/2003|12/31/2002|31.1|A|INTEREST EARNED                         |025
CARE PAC|99PAC00016|01/13/2003|11/18/2002|-500|R|PRICE IS RIGHT FOR LEGISLATURE          |025
CARE PAC|99PAC00016|01/22/2004|12/31/2003|82.73|P|INTEREST EARNED ALL FOR QUARTERS OF '03 |025
CARE PAC|99PAC00016|01/22/2004|12/30/2003|69.75|P|CHECK PRINTING/DEPOSIT SLIPS            |025
CARE PAC|99PAC00016|04/08/2004|02/20/2004|8|A|SERVICE CHARGE FOR DEPOSIT BOOK TICKETS |025
CARE PAC|99PAC00016|04/08/2004|03/31/2004|15.74|A|INTEREST EARNED FOR FIRST QUARTER       |025
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|04/10/2000|01/06/2000|6|A|BANK CHARGE                             |025
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|04/15/2002|02/07/2002|450|A|SEN PAT ENGEL                           |025
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|04/12/2004|02/18/2004|100|C|STATE PAC CONTRIBUTION WAS RETURNED     |025
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|01/11/2005|09/09/2004|500|C|CHECK REPLACEMENT ON 10-19-2004         |025
COMMERCIAL FEDERAL PAC|99PAC00019|06/18/2003|04/29/2003|-1250|A|MONIES RETURNED TO FEDERAL ELECTION COMM|025
COMMERCIAL FEDERAL PAC|99PAC00019|06/18/2003|04/29/2003|1250|A|SOURCES OF REPAYMENT TO FEC             |025
DEALER PAC|99PAC00020|01/18/2000|02/01/1999|44.9|A|CHECK ORDER CHARGE                      |025
DEALER PAC|99PAC00020|01/18/2000|11/01/1999|91.72|A|CHECK ORDER CHARGE                      |025
DEALER PAC|99PAC00020|01/18/2000|12/01/1999|18|A|SAFEKEEPING FEE                         |025
DEALER PAC|99PAC00020|04/10/2000|01/18/2000|4.5|A|SAFEKEEPING FEE                         |025
DEALER PAC|99PAC00020|06/16/2000|04/25/2000|4.5|A|BANK CHARGE FEE                         |025
DEALER PAC|99PAC00020|06/16/2000|06/13/2000|100| |LANDIS FOR PSC $100 RETURNED            |025
DEALER PAC|99PAC00020|10/10/2000|07/17/2000|4.5|A|BANK CHARGE FEE                         |025
DEALER PAC|99PAC00020|01/22/2002|12/31/2001|18|A|BANK SAFEKEEPING FEES                   |025
DEALER PAC|99PAC00020|04/11/2002|01/30/2002|4.5|A|BANK SAFEKEEPING                        |025
DEALER PAC|99PAC00020|10/03/2002|07/01/2002|18|A|BANK FEE FOR SAFEKEEPING                |025
DEALER PAC|99PAC00020|01/06/2003|12/31/2002|85|A|BANK FEE FOR SAFEKEEPING                |025
ELEPHANT CLUB PAC, THE|99PAC00022|01/23/2002|12/31/2001|2215|A|CASH BROUGHT IN LACEY/WAGNER FUNDRAISER |025
ELEPHANT CLUB PAC, THE|99PAC00022|01/23/2002|11/02/2001|-1173.71|A|EXPENSES:FLATWATER BANQUETS LACEY/WAGNER|025
ELEPHANT CLUB PAC, THE|99PAC00022|01/23/2002|11/13/2002|-520.61|A|LACEY FOR COUNTY ATTORNEY               |025
ELEPHANT CLUB PAC, THE|99PAC00022|01/23/2002|12/28/2001|-520.64|A|WAGNER FOR SHERIFF                      |025
ELEPHANT CLUB PAC, THE|99PAC00022|10/01/2002|09/24/2002|90.53|P|EXPENSES FOR WEBSITE                    |025
ELEPHANT CLUB PAC, THE|99PAC00022|03/20/2003|02/24/2003|150.15|P|PAYMENT TO VILLAGER FOR RENTAL FOR EVENT|025
ELEPHANT CLUB PAC, THE|99PAC00022|03/20/2003|02/24/2003|250|P|PAYMENT TO SCOTTISH RIGHT TEMPLE FOR REN|025
ELEPHANT CLUB PAC, THE|99PAC00022|03/20/2003|01/31/2003|1.21|A|INTEREST IN CHECKING ACCOUNT            |025
ELEPHANT CLUB PAC, THE|99PAC00022|03/20/2003|02/28/2003|.97|A|INTERSET IN CHECKING ACCOUNT            |025
ELEPHANT CLUB PAC, THE|99PAC00022|04/28/2003|03/31/2003|.7|A|INTEREST ON ACCOUNT                     |025
ELEPHANT CLUB PAC, THE|99PAC00022|04/28/2003|04/08/2003|88.57|E|REMBUSEMENT FOR POSTAGE FOR MAILINGS    |025
ELEPHANT CLUB PAC, THE|99PAC00022|06/16/2003|04/30/2003|.21|A|INTEREST ON ACCOUNT                     |025
ELEPHANT CLUB PAC, THE|99PAC00022|06/16/2003|05/31/2003|.09|A|INTEREST ON ACCOUNT                     |025
ELEPHANT CLUB PAC, THE|99PAC00022|06/16/2003|04/25/2003|37|E|DARLENE STARMAN - POSTAGE OF 4/17 EVENT |025
ELEPHANT CLUB PAC, THE|99PAC00022|06/16/2003|05/31/2003|18.25|E|CHECKING ACCOUNT CHARGE                 |025
ELEPHANT CLUB PAC, THE|99PAC00022|04/06/2004|01/21/2004|7.5|E|FEE ON ACCOUNT                          |025
ELEPHANT CLUB PAC, THE|99PAC00022|04/06/2004|02/19/2004|7.5|E|FEE ON ACCOUNT                          |025
ELEPHANT CLUB PAC, THE|99PAC00022|04/06/2004|03/17/2004|7.5|E|FEE ON ACCOUNT                          |025
ELEPHANT CLUB PAC, THE|99PAC00022|05/03/2004|04/19/2004|7.5|E|FEE ON ACCOUNT                          |025
ELEPHANT CLUB PAC, THE|99PAC00022|06/21/2004|05/19/2004|7.5|P|FEE ON ACCOUNT                          |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/27/2000|09/17/1999|475.2|R|PAC CONTRIBUTIONS REFUNDED 43.20 X 11   |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/27/2000|11/23/1999|13.27|P|1 BOX OF OLD CHECKS                     |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|06/19/2000|04/25/2000|1000| |RETURNED FROM MARK QUANDAHL             |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|10/10/2000|09/19/2000|45.72|R|20 MEMBERS REQUESTED CON. REFUND        |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/16/2001|10/01/2000|150|C|4-3-00 WE GAVE BOB KELLY FOR SEN $1,000.|025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|06/22/2001|06/14/2001|60|P|PAID TO IRS FOR 1120 POL FED TAX        |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/29/2002|09/18/2001|235.2|R|FIVE MEMBERS @ $47.04 EA. MONEY RETURNED|025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|10/07/2002|09/19/2002|141.12|R|$47.04 REFUNDED TO (3) MEMBERS          |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|10/28/2002|10/10/2002|1250|I|BRANDT FOR MAYOR                        |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/29/2004|09/23/2003|151.52|R|REIMBURSEMENT TO 3 MEMBERS              |025
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|10/26/2004|10/04/2004|101.52|R|MEMBER REIMBURSED FOR PAC PAYMENT       |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|01/31/1999|15.93|A|JANUARY INTEREST                        |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|02/28/1999|15.48|A|FEB INTEREST                            |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|03/31/1999|14.71|A|MARCH INTEREST                          |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|04/30/1999|13.95|A|APRIL INTEREST                          |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|05/28/1999|13.64|A|MAY INTEREST                            |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|06/30/1999|15.6|A|JUNE INTEREST                           |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|07/30/1999|11.43|A|JULY INTEREST                           |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|08/31/1999|12.08|A|AUGUST INTEREST                         |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|09/30/1999|10.77|A|SEP INTEREST                            |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|10/31/1999|9.39|A|OCTOMBER INTEREST                       |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|11/30/1999|6.42|A|NOV INTEREST                            |025
FRIENDS OF HIGHWAYS|99PAC00024|01/20/2000|12/31/1999|5.24|A|DECEMBER INTEREST                       |025
FRIENDS OF HIGHWAYS|99PAC00024|04/10/2000|05/12/1999|100| |$100 D. PEDERSON FOR LEG. #39, VOIDED   |025
FRIENDS OF HIGHWAYS|99PAC00024|06/19/2000|04/30/2000|.68|A|INTEREST EARNED                         |025
FRIENDS OF HIGHWAYS|99PAC00024|08/25/2000|08/09/2000|16.34|A|CLSG WITHDRAWAL MVD TO TRUCKERS PAC     |025
GOVERNOR'S COUNCIL|99PAC00025|01/30/2001|12/31/2000|233.81|A|FED WITHHOLDING 2000 DEDUCTED BY UNION  |025
GOVERNOR'S COUNCIL|99PAC00025|02/04/2002|08/23/2001|50500|A|DONATION TO THE NELSON INSTITUTE        |025
GOVERNOR'S COUNCIL|99PAC00025|09/04/2002|08/28/2002|693.66|N|NELSON INSTITUE -NE COMMUNITY FOUNDATION|025
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|01/27/2000|12/31/1998|47.8|A|DEC 98 INTEREST INCOME                  |025
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|01/28/2000|12/31/1998|47.8|A|DEC 98 INTEREST INCOME                  |025
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|05/01/2000|04/21/2000|1000| |SEN QUANDAHL RETURNED $1000 CHECK - MAX |025
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/10/2000|07/17/2000|500|C|DWITE PEDERSEN RETURNED $500 CHECK.     |025
