ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
98|Atokad Agriculture & Racing Association|April|05/10/1996|05/30/1996|$200.00|PAID||||
99|Auto Body Supply|October|11/12/1996|11/14/1996|$20.00|PAID||||
100|Avant Architects, Inc.|January|02/10/1997|04/22/1997|$300.00|REDUCED|$0.00|05/08/1997||
101|Awards Unlimited, Inc.|February|03/10/1998|03/17/1998|$70.00|REDUCED|$0.00|04/14/1998||
102|Ayars & Ayars, Inc.|May|06/10/1997|07/18/1997|$300.00|REDUCED|$0.00|08/01/1997||
103|Alyward Farms, Inc.|September|10/10/1996|10/28/1996|$180.00|REDUCED|$0.00|12/01/1996||
104|Ash Grove Cement Company|May|06/10/1998|07/09/1998|$290.00|PAID||07/17/1998||
105|B Street Body, Inc.|October|11/12/1996|11/18/1996|$60.00|PAID|$0.00|||
106|B & W Co., Inc.|March|04/10/1997|06/11/1997|$300.00|REDUCED|$10.00|07/03/1997||
107|B & W Co., Inc.|October|11/12/1996|04/10/1997|$300.00|REDUCED|$0.00|04/24/1997||
108|B & W Co., Inc.|February|03/10/1997|04/10/1997|$300.00|REDUCED|$0.00|04/24/1997||
109|B H I Development Company|April|05/10/1996|07/19/1996|$300.00|REDUCED|$0.00|08/06/1996||
110|Alan Baer & Associates|September|10/10/1997|04/23/1998|$300.00|REDUCED|$0.00|05/05/1998||
111|Baker Corporation|April|05/11/1998|06/08/1998|$280.00|PAID|$10.00|06/30/1998||
112|Baker Corporation|February|03/10/1998|04/14/1998|$300.00|REDUCED|$0.00|05/20/1998||
113|Bank of Norfolk|November|12/10/1997|01/23/1997|$300.00|REDUCED|$0.00|02/07/1997||
114|Bank of St. Edward|September|10/10/1996|11/14/1996|$300.00|REDUCED|$0.00|01/09/1997||
115|Barnhart Press|November|12/10/1997|02/17/1998|$300.00|REDUCED|$0.00|03/06/1998||
116|Barnhart Press|February|03/10/1997|02/11/1998|$300.00|REDUCED|$0.00|02/26/1998||
117|Barnhart Press|December|01/12/1997|02/11/1998|$300.00|REDUCED|$0.00|02/26/1998||
118|Barnhart Press|October|11/12/1996|03/13/1997|$300.00|REDUCED|$0.00|04/02/1997||
119|Bass & Associates, Inc.|October|11/12/1996|02/25/1997|$300.00|REDUCED|$0.00|04/04/1997||
120|Baxter Chrysler Plymouth|September|10/10/1996|11/01/1996|$220.00|REDUCED|$0.00|11/26/1996||
121|Beardmore Chevrolet, Inc.|September|10/10/1996|10/21/1996|$110.00|PAID||||
122|Beatrice Education Association|April|05/10/1996|10/09/1996|$300.00|REDUCED|$0.00|10/23/1996||
123|Beatrice Safe Deposit Co.|October|11/10/1997|11/17/1997|$70.00|PAID||||
124|Beckenhauer Construction, Inc.|April|05/10/1996|05/16/1996|$60.00|REDUCED|$0.00|06/17/1996||
125|Behlen Manufacturing Co.|September|10/10/1996|04/16/1997|$300.00|REDUCED|$0.00|05/09/1997||
126|Bekins Van & Storage Company|October|11/12/1996|11/20/1996|$80.00|REDUCED|$0.00|01/09/1997||
127|Bellaire Oil Company|December|01/12/1998|03/02/1998|$300.00|REDUCED|$0.00|03/24/1998||
128|Benchmark Homes|March|04/10/1998|06/17/1998|$300.00|PAID|$10.00|07/02/1998||
129|The Benefit Group, Inc.|December|01/12/1998|02/03/1998|$220.00|REDUCED|$0.00|02/24/1998||
130|Benchmark Homes, Inc.|January|02/10/1997|02/18/1997|$80.00|REDUCED|$0.00|04/03/1997||
131|Benefit Professionals, Inc.|October|11/12/1996|12/23/1996|$300.00|REDUCED|$0.00|01/23/1997||
132|Benson Chiropractic Clinic, PC|November|12/10/1997|12/12/1997|$20.00|REDUCED|$0.00|12/22/1997||
133|Benson Tranfer & Storage Co.|March|04/10/1997|04/24/1997|$140.00|REDUCED|$0.00|05/08/1997||
134|Better Business Equipment Company|January|02/10/1998|06/12/1998|$300.00|REDUCED|$0.00|07/01/1998||
135|Biegert, Inc.|October|11/10/1997|02/13/1998|$300.00|PAID||||
136|Biegert, Inc.|December|01/12/1998|02/13/1998|$300.00|REDUCED|$0.00|03/06/1998||
137|Birchwood Homes|April|05/10/1996|07/19/1996|$300.00|REDUCED|$0.00|08/06/1996||
138|Vince Bird Construction Co., Inc.|May|06/10/1997|08/18/1997|$300.00|PAID|$10.00|09/04/1997||
139|Vince Bird Construction Co., Inc.|April|05/12/1997|06/16/1997|$300.00|REDUCED|$0.00|06/27/1997||
140|Blue Cross & Blue Shield of NE|January|07/10/1996|10/18/1996|$300.00|PAID|$0.00|||
141|Blue Cross & Blue Shield of NE|January|05/10/1996|09/26/1996|$300.00|REDUCED|$0.00|10/04/1996||
142|Blum's Auto Repair, Inc.|October|11/10/1997|03/04/1998|$300.00|REDUCED|$0.00|03/16/1998||
143|Blum's Auto Repair, Inc.|November|12/10/1997|03/04/1998|$300.00|REDUCED|$0.00|03/16/1998||
144|Bob's Kwik Shop Foods Co. d/b/a Bob's Super Store|August|09/10/1996|10/23/1996|$300.00|REDUCED|$0.00|11/08/1996||
145|Bonn's Inc d/b/a Ashley Lynn's|April|05/10/1996|02/27/1997|$300.00|REDUCED|$0.00|03/13/1997||
146|Bonn's Inc. d/b/a Ashley Lynn's|May|06/10/1996|02/27/1997|$300.00|REDUCED|$0.00|03/13/1997||
147|Boyle & Associates, PC|February|03/10/1998|03/23/1998|$130.00|PAID|$10.00|04/21/1998||
148|Boyle & Associates, PC|October|11/10/1997|03/03/1998|$300.00|REDUCED|$0.00|03/24/1998||
149|Boyle Hess & Elliot, CPA's, PC|April|05/10/1996|04/22/1997|$300.00|REDUCED|$0.00|05/30/1997||
150|Bozell Worldwide|April|05/11/1998|06/02/1998|$220.00|PAID||||
151|Bozell Worldwide|September|10/10/1996|10/22/1996|$120.00|PAID||||
152|Max Brager Company, Inc.|January|02/10/1997|02/12/1997|$20.00|REDUCED|$0.00|03/19/1997||
153|Brass Lantern, Inc.|October|11/12/1996|01/16/1997|$300.00|REDUCED|$0.00|01/28/1997||
154|Brehm Group, Inc. d/b/a Russwood Chrylser Plymouth|October|11/12/1996|04/07/1997|$300.00|REDUCED|$0.00|04/29/1997||
155|Brenmar Marketing Co., Inc.|June|07/10/1997|08/15/1997|$300.00|REDUCED|$0.00|08/26/1997||
156|Brester Construction, Inc.|February|03/10/1997|05/08/1997|$300.00|REDUCED|$0.00|06/03/1997||
157|Brighton Construction Co., Inc.|March|04/10/1998|04/22/1998|$120.00|REDUCED|$0.00|05/05/1998||
158|Briwax Nebraska|October|11/12/1996|11/22/1996|$100.00|PAID||||
159|Bronco's Holding Company|December|01/12/1998|01/22/1998|$100.00|REDUCED|$0.00|02/04/1998||
160|Bronco's Holding Company|June|05/10/1996|06/05/1996|$260.00|REDUCED|$0.00|08/05/1996||
161|Brown Transfer Company|October|11/12/1996|11/18/1996|$60.00|REDUCED|$0.00|12/09/1996||
162|The Broyhill Manufacturing Company|August|09/10/1996|10/28/1996|$300.00|REDUCED|$0.00|12/01/1996||
163|The Bruckner/Ballew Law Firm|October|11/12/1996|11/14/1996|$20.00|PAID||||
164|Buckley Steel, Inc.|April|05/11/1998|05/13/1998|$20.00|PAID||||
165|Buffalo County Farm Bureau|October|11/12/1996|11/27/1996|$150.00|REDUCED|$0.00|01/23/1997||
166|Bunker Hill Farms, Inc.|February|03/10/1998|05/04/1998|$300.00|REDUCED|$0.00|05/19/1998||
167|Bunker Hill Farms, Inc.|March|04/10/1998|05/04/1998|$240.00|REDUCED|$0.00|05/19/1998||
168|Burt County State Bank|October|11/12/1996|11/15/1996|$30.00|REDUCED|$0.00|01/09/1997||
169|Butler Holdings, Inc.|December|01/12/1998|01/22/1998|$100.00|PAID||||
170|Butler Holdings, Inc.|May|06/10/1997|08/25/1997|$300.00|PAID||||
171|Butler Holdings, Inc.|December|01/10/1997|09/04/1997|$300.00|PAID||||
172|Butler Holdings, Inc.|February|03/10/1997|09/04/1997|$300.00|PAID||||
173|Butler Holdings, Inc.|January|02/10/1997|09/07/1997|$300.00|PAID||||
174|Butler Holdings, Inc.|April|05/10/1996|04/23/1997|$300.00|REDUCED|$0.00|06/23/1997||
175|Butler Holdings, Inc.|June|07/10/1996|04/23/1997|$300.00|REDUCED|$0.00|06/23/1997||
176|Butler Holdings, Inc.|July|08/12/1996|04/23/1997|$300.00|REDUCED|$0.00|06/23/1997||
177|Butler Holdings, Inc.|September|10/10/1996|04/23/1997|$300.00|REDUCED|$0.00|06/23/1997||
178|Butler Holdings, Inc.|October|11/11/1996|04/23/1997|$300.00|PAID|$40.00|06/23/1997||
179|Butler Holdings, Inc.|November|12/10/1996|02/14/1997|$300.00|REDUCED|$0.00|03/14/1997||
180|Butler Holdings, Inc.|September|10/10/1996|02/27/1997|$300.00|REDUCED|$0.00|03/14/1997||
181|CalEnergy Company|December|01/16/1996|04/23/1996|$300.00|PAID||||
182|CalEnergy Company, Inc.|September|10/10/1996|11/18/1996|$300.00|REDUCED|$0.00|04/08/1997||
183|CalEnergy Company, Inc.|October|11/12/1996|11/18/1996|$60.00|REDUCED|$0.00|02/26/1997||
184|Campbell's Nurseries & Garden Centers, Inc.|January|02/10/1998|04/08/1998|$300.00|REDUCED|$0.00|04/27/1998||
185|Cannon Brothers Ford Company|October|11/12/1996|11/20/1996|$80.00|REDUCED|$0.00|02/10/1997||
186|Bryce Carlson Insurance Agency, Inc.|February|03/10/1998|04/02/1998|$230.00|REDUCED|$0.00|04/14/1998||
187|CBS Real Estate Company|November|11/12/1996|03/20/1997|$300.00|REDUCED|$0.00|04/08/1997||
188|Can Cor, Inc.|February|03/10/1997|04/16/1997|$300.00|REDUCED|$0.00|05/09/1997||
189|Cedar Valley Feeding Co.|March|04/10/1998|04/22/1998|$120.00|REDUCED|$0.00|05/05/1998||
190|Celebrity Homes, Inc.|February|03/10/1997|05/19/1997|$300.00|PAID|$10.00|06/17/1997||
191|Celebrity Homes, Inc.|January|02/10/1997|04/14/1997|$40.00|REDUCED|$0.00|03/21/1997||
192|Center for Rural Affairs|May|06/10/1998|06/18/1998|$80.00|PAID||||
193|Center for Rural Affairs|October|11/12/1996|11/18/1996|$60.00|PAID||||
194|Center for Rural Affairs|April|05/10/1996|05/31/1996|$210.00|REDUCED|$0.00|06/19/1996||
195|Central Operating Inc.|December|01/12/1998|03/02/1998|$300.00|REDUCED|$0.00|03/30/1998||
196|Centurion International|December|01/12/1998|02/13/1998|$300.00|REDUCED|$0.00|03/02/1998||
197|Chatham Park Bldg. d/b/a Southmanor Apartments|September|10/10/1997|10/31/1997|$210.00|REDUCED|$0.00|12/02/1997||
198|Larry Chilese Architects, Inc.|July|08/11/1997|02/10/1998|$300.00|REDUCED|$0.00|03/02/1998||
199|Larry Chilese Architects, Inc.|October|11/10/1997|02/10/1998|$300.00|REDUCED|$0.00|03/02/1998||
200|Choice Enterprises|March|04/10/1997|08/11/1997|$300.00|REDUCED|$0.00|08/26/1997||
201|Christensen Associates, PC|October|11/12/1996|01/27/1997|$300.00|REDUCED|$0.00|03/17/1997||
202|Christiansen Construction Co.|November|12/10/1997|01/30/1998|$300.00|REDUCED|$0.00|02/18/1998||
203|Cibola Energy Services Corporation|October|11/12/1996|02/18/1997|$300.00|PAID||||
204|Cizek Homes, Inc.|January|02/10/1997|02/18/1997|$80.00|REDUCED|$0.00|03/25/1997||
205|Clarendon National Insurance Company|June|07/10/1996|10/11/1996|$300.00|PAID||||
206|Cleary & Associates|April|05/10/1996|04/22/1997|$300.00|REDUCED|$0.00|05/08/1997||
207|Cleary & Associates|August|09/10/1996|04/22/1997|$300.00|REDUCED|$0.00|05/08/1997||
208|Cody Keno|April|05/10/1996|05/16/1996|$60.00|PAID||||
209|The Commercial Bank|October|11/12/1996|02/14/1997|$300.00|REDUCED|$0.00|03/12/1997||
210|Commercial Federal Corporation|May|06/10/1996|06/17/1996|$70.00|PAID||||
211|Commercial Flooring Systems, Inc.|March|04/10/1997|05/01/1997|$210.00|REDUCED|$0.00|05/14/1997||
212|Commonwealth Electrice Co. of the Midwest|February|03/10/1997|02/17/1998|$300.00|REDUCED|$0.00|03/02/1998||
213|Complete Floors, Inc.|October|11/12/1996|01/15/1997|$300.00|REDUCED|$0.00|01/28/1997||
214|Consolidated Business Systems, Inc.|July|08/11/1997|09/19/1997|$300.00|REDUCED|$0.00|10/14/1997||
215|Consolidated Sign Services|March|04/10/1997|04/24/1997|$140.00|REDUCED|$0.00|05/08/1997||
216|Continental Elevator Co., Inc.|April|05/12/1997|05/20/1997|$80.00|REDUCED|$0.00|06/09/1997||
217|Contractors Electrical, Inc.|March|04/10/1997|05/15/1997|$300.00|REDUCED|$0.00|06/03/1997||
218|Carol Copple Design, Inc.|March|04/10/1998|04/22/1998|$120.00|REDUCED|$0.00|06/09/1998||
219|Coral Production Corp.|December|01/12/1998|03/02/1998|$300.00|REDUCED|$0.00|03/27/1998||
220|Cornhusker Bank|April|04/10/1998|04/22/1998|$120.00|REDUCED|$0.00|05/05/1998||
221|Cos, Inc. d/b/a Pat & Mike's Bar & Grill|March|04/10/1997|05/22/1997|$300.00|REDUCED|$0.00|06/03/1997||
222|Courtesy Ford Lincoln Mercury Sales, Inc.|November|12/10/1996|02/07/1997|$300.00|REDUCED|$0.00|02/24/1997||
223|Crafts, Inc.|October|11/10/1997|11/19/1997|$90.00|REDUCED|$0.00|12/09/1997||
224|Credit Bureau of North Platte|April|05/12/1997|05/27/1997|$150.00|PAID||||
225|Croker, Huck, Kasher, Dewitt, Anderson & Gonderinger|November|12/10/1997|12/12/1997|$20.00|PAID||||
226|Croker, Huck, Kasher, Dewitt, Anderson & Gonderinger|April|05/10/1996|06/07/1996|$280.00|REDUCED|$0.00|07/12/1996||
227|Crookston Grain & Fertilizer|February|03/10/1998|04/03/1998|$240.00|REDUCED|$0.00|04/14/1998||
228|Crossroads Ford, Inc.|September|10/10/1996|02/18/1997|$300.00|REDUCED|$0.00|02/19/1997||
229|Cubby, Inc.|February|03/10/1997|05/05/1997|$300.00|REDUCED|$0.00|06/11/1997||
230|Cubby, Inc.|March|04/10/1997|05/05/1997|$250.00|REDUCED|$0.00|06/11/1997||
231|DLLV, Inc. d/b/a Vollers & Son|October|11/12/1996|11/21/1996|$90.00|REDUCED|$0.00|01/03/1997||
232|DLR Group Services|March|04/10/1998|04/27/1998|$170.00|PAID||||
233|D M Cox, Inc.|February|03/10/1998|04/13/1998|$300.00|REDUCED|$0.00|05/20/1998||
234|The Daily Record|May|06/10/1998|06/23/1998|$130.00|PAID||||
235|The Daily Record|March|04/10/1997|08/14/1997|$300.00|REDUCED|$0.00|08/26/1997||
236|The Daily Record|May|06/10/1997|08/14/1997|$300.00|REDUCED|$0.00|08/26/1997||
237|Dakota Title & Escrow Co|May|06/10/1997|03/30/1998|$300.00|REDUCED|$0.00|04/14/1999||
238|Dale Electronics, Inc.|October|11/12/1996|11/19/1996|$70.00|PAID||||
239|Leo A. Daly Company|March|04/10/1997|04/30/1997|$300.00|REDUCED|$0.00|05/21/1997||
240|Dana Larson Roubal and Associates|January|02/10/1997|02/24/1997|$140.00|PAID||||
241|Data Security, Inc.|March|04/10/1997|02/20/1998|$300.00|REDUCED|$0.00|03/02/1998||
242|Data Security, Inc.|May|06/10/1997|02/20/1998|$300.00|REDUCED|$0.00|03/02/1998||
243|Data Security, Inc.|June|07/10/1997|02/20/1998|$300.00|REDUCED|$0.00|03/02/1998||
244|Ann W. Davis, PC|November|12/10/1997|02/04/1998|$300.00|REDUCED|$0.00|02/25/1998||
245|Ann W. Davis, PC|October|11/10/1997|02/04/1998|$300.00|REDUCED|$0.00|02/25/1998||
246|Davis Design, Inc.|October|11/10/1997|02/23/1998|$300.00|PAID|$10.00|03/16/1998||
247|Davis Design, Inc.|April|05/12/1997|06/16/1997|$300.00|REDUCED|$0.00|06/27/1997||
248|Davis Design, Inc.|May|06/10/1997|06/16/1997|$60.00|REDUCED|$0.00|06/27/1997||
249|Dawson County Farm Bureau|October|11/12/1996|11/18/1996|$60.00|REDUCED|$0.00|01/09/1997||
250|The Day Companies, Inc.|October|11/12/1996|01/09/1997|$300.00|REDUCED|$0.00|01/20/1997||
251|Dayton Hudson Corporation|November|12/10/1996|01/21/1997|$300.00|REDUCED|$0.00|02/07/1997||
252|Delta Uniform|March|04/10/1998|04/13/1998|$30.00|REDUCED|$0.00|05/20/1998||
253|Dental Professionals PC|February|03/10/1997|05/08/1997|$300.00|REDUCED|$0.00|06/03/1997||
254|Denton Daily Double Keno|April|05/10/1996|05/16/1996|$60.00|PAID||||
255|Detector Dogs International, Inc.|March|04/10/1997|06/20/1997|$300.00|REDUCED|$0.00|06/27/1997||
256|Diamond D Sales, Inc.|March|04/10/1997|08/01/1997|$300.00|REDUCED|$0.00|||
257|Dimatic Die and Tool Co.|May|06/10/1996|07/25/1996|$300.00|REDUCED|$0.00|08/05/1996||
258|Richard J. Dinsmore, PC|April|05/10/1996|10/24/1996|$300.00|REDUCED|$0.00|11/06/1996||
259|Richard J. Dinsmore, PC|May|06/10/1996|10/24/1996|$300.00|REDUCED|$0.00|11/06/1996||
260|Distilled Spirits Council of the U.S.|October|11/12/1996|11/26/1996|$140.00|PAID||||
261|N P Dodge Company|March|04/10/1997|07/10/1997|$300.00|PAID||||
262|N P Dodge Company|August|09/10/1996|10/23/1996|$300.00|REDUCED|$0.00|11/25/1996||
859|Sherman County Bank|September|10/10/1996|10/22/1996|$120.00|REDUCED|$0.00|11/25/1996||
860|Sherwood Homes, Inc.|March|04/10/1997|06/26/1997|$300.00|REDUCED|$0.00|08/01/1997||
861|E. Terry Sibbernsen|September|10/10/1997|02/18/1998|$300.00|PAID|$10.00|03/06/1998||
862|E. Terry Sibbernsen|October|11/12/1996|01/13/1997|$300.00|REDUCED|$0.00|01/28/1997||
863|Siebert Cattle Company|April|05/10/1996|06/18/1996|$300.00|REDUCED|$0.00|06/19/1996||
864|Siegler's Catering Service|March|04/10/1998|04/27/1998|$170.00|REDUCED|$0.00|05/17/1998||
865|Sigerson Insurance Agency|June|07/10/1997|08/08/1997|$290.00|REDUCED|$0.00|08/15/1997||
866|Silverhawk Aviation, Inc.|November|12/10/1997|04/07/1998|$300.00|REDUCED|$0.00|04/27/1998||
867|Silverhawk Investigations|December|01/10/1997|10/31/1997|$300.00|REDUCED|$0.00|11/13/1997||
868|Silverhawk Investigations|August|09/10/1997|11/03/2019|$300.00|REDUCED|$0.00|11/13/1997||
869|Simmonds Restaurant Management|July|08/12/1996|04/28/1997|$300.00|REDUCED|$0.00|05/09/1997||
870|Simmonds Restaurant Management|October|11/12/1996|04/14/1997|$300.00|REDUCED|$0.00|05/09/1997||
871|Sixth Street Food Stores, Inc.|March|04/10/1997|07/21/1997|$300.00|REDUCED|$0.00|08/08/1997||
872|Slosburg Company|April|05/12/1997|08/06/1997|$300.00|REDUCED|$0.00|08/19/1997||
873|Slosburg Company|June|07/10/1997|08/06/1997|$270.00|REDUCED|$0.00|08/19/1997||
874|Small Enterprises, Inc.|May|06/10/1997|07/18/1997|$300.00|REDUCED|$0.00|08/01/1997||
875|Small Enterprises, Inc.|June|07/10/1997|07/18/1997|$80.00|REDUCED|$0.00|08/01/1997||
876|Smeal Fire Aparatus Co.|October|11/12/1996|11/20/1996|$80.00|PAID||||
877|HP Smith Motors, Inc.|January|02/10/1997|06/09/1997|$300.00|PAID||||
878|Smith Barney, Inc.|May|06/10/1997|06/19/1997|$90.00|REDUCED|$0.00|07/28/1997||
879|Snell Services, Inc.|April|05/12/1997|07/24/1997|$300.00|REDUCED|$0.00|08/08/1997||
880|Sodoro, Daly & Sodoro, PC|May|06/10/1996|09/04/1996|$300.00|REDUCED|$0.00|09/13/1996||
881|Southroad Toyota|September|10/10/1996|10/22/1996|$120.00|REDUCED|$0.00|11/26/1996||
882|Spady-Runcie Chevrolet, Olds, Cadalliac, Inc.|November|12/10/1996|02/18/1997|$300.00|REDUCED|$0.00|03/13/1997||
883|Speedway Motors, Inc.|June|07/10/1997|02/11/1998|$300.00|REDUCED|$0.00|03/02/1998||
884|Speedway Motors, Inc.|December|01/12/1997|02/11/1998|$300.00|REDUCED|$0.00|03/02/1998||
885|Speece-Lewis, Inc.|April|05/11/1998|05/13/1998|$20.00|PAID||||
886|Spelts Lumber Co. of Burwell|April|05/11/1998|06/10/1998|$300.00|REDUCED|$0.00|06/23/1998||
887|Spence Title Services, Inc.|January|02/10/1998|02/26/1998|$160.00|REDUCED|$0.00|03/10/1998||
888|Snyder & Dortch, Inc.|September|10/10/1997|10/21/1997|$110.00|REDUCED|$0.00|11/19/1997||
889|Standard Beauty Supply, Inc.|March|04/10/1997|04/16/1997|$60.00|REDUCED|$0.00|05/21/1997||
890|State Title Services, Inc.|March|04/10/1997|06/18/1997|$300.00|REDUCED|$0.00|08/08/1997||
891|State Title Services, Inc.|April|05/12/1997|06/18/1997|$300.00|REDUCED|$0.00|08/08/1997||
892|Stanton Telecom, Inc.|March|04/10/1998|07/16/1998|$300.00|REDUCED|$0.00|07/28/1998||
893|Steamfitters Local Union 464 COPE Fund|May|06/10/1997|06/24/1997|$140.00|PAID||||
894|Steamfitters Local Union 464 COPE Fund|April|05/10/1996|05/22/1996|$120.00|REDUCED|$0.00|06/20/1996||
895|Steier Pharmacy, Inc.|August|09/10/1996|12/03/1996|$300.00|REDUCED|$0.00|01/13/1997||
896|Gene Steffy Chrysler|October|11/12/1996|02/19/1997|$300.00|REDUCED|$0.00|03/12/1997||
897|Stonybrook Dental, PC|December|01/12/1998|04/02/1998|$300.00|REDUCED|$0.00|04/10/1998||
898|Sup's Feed Service, Inc.|April|05/10/1996|05/16/1996|$60.00|REDUCED|$0.00|06/18/1996||
899|Swain Construction, Inc.|February|03/10/1997|04/15/1997|$300.00|REDUCED|$0.00|05/09/1997||
900|Swain Construction, Inc.|March|04/10/1997|04/15/1997|$50.00|REDUCED|$0.00|05/09/1997||
901|Sweet-Holland, PC|April|05/10/1996|06/10/1996|$300.00|REDUCED|$0.00|07/16/1996||
902|TMCO, Inc.|October|11/10/1997|02/10/1998|$300.00|REDUCED|$0.00|03/02/1998||
903|TMS Design Services, Inc.|February|03/10/1997|04/21/1997|$300.00|REDUCED|$0.00|05/21/1997||
904|Tackett Homes|April|05/11/1998|06/17/1998|$300.00|REDUCED|$0.00|07/01/1998||
905|Talmar Enterprises d/b/a Lexus of Omaha|September|10/10/1996|10/22/1996|$120.00|REDUCED|$0.00|11/08/1996||
906|Tax Credits, Inc. d/b/a CFO Services|October|11/12/1996|11/20/1996|$80.00|REDUCED|$0.00|01/22/1997||
907|Tekamah Motors|October|11/12/1996|01/15/1997|$300.00|REDUCED|$0.00|01/28/1997||
908|Telephone Management Services, Co.|December|01/12/1998|03/03/1998|$300.00|REDUCED|$0.00|05/05/1998||
909|Tenaska, Inc.|May|06/10/1997|08/08/1997|$300.00|REDUCED|$0.00|08/19/1997||
910|Tenaska, Inc.|June|07/10/1997|07/15/1997|$50.00|REDUCED|$0.00|08/01/1997||
911|Thermo King Corporation|October|11/12/1996|03/07/1997|$300.00|REDUCED|$0.00|04/04/1997||
912|Thiele Geotech, Inc.|January|11/12/1996|03/13/1997|$300.00|REDUCED|$0.00|04/20/1997||
913|Thomas, Watts and Hershberger, PC|June|07/10/1997|02/23/1998|$300.00|REDUCED|$0.00|03/11/1998||
914|Thomas, Watts and Hershberger, PC|September|10/10/1997|02/23/1998|$300.00|REDUCED|$0.00|03/11/1998||
915|Thompson, Dreesen & Dorner, Inc.|October|11/10/1997|04/07/1998|$300.00|REDUCED|$0.00|04/27/1998||
916|Thompson, Dreessen & Dorner, Inc.|February|03/10/1998|04/07/1998|$280.00|REDUCED|$0.00|04/27/1998||
917|Thompson Plumbing Co., Inc.|October|11/12/1996|12/02/1996|$200.00|PAID||||
918|Thoroughbred Racing Association of Nebraska|June|07/10/1996|08/12/1996|$300.00|PAID||||
919|Thorpe's Body Shop|April|05/10/1996|07/25/1996|$300.00|REDUCED|$0.00|08/05/1996||
920|Thorpe's Body Shop|May|06/10/1996|07/25/1996|$300.00|REDUCED|$0.00|08/05/1996||
921|Tincher Chevrolet Oldsmobile|October|11/12/1996|02/21/1997|$300.00|REDUCED|$0.00|03/12/1997||
922|Tires, Inc.|May|06/10/1998|07/15/1998|$300.00|REDUCED|$0.00|07/28/1998||
923|Tobacco Hut, Inc.|February|03/10/1997|06/11/1997|$300.00|REDUCED|$0.00|06/26/1997||
924|Tomlinson Advertising|September|10/10/1996|12/10/1996|$300.00|REDUCED|$0.00|12/17/1996||
925|Town & Country Auto|March|05/10/1998|05/01/1998|$210.00|REDUCED|$0.00|05/12/1998||
926|The Training and Consulting Connection|April|05/12/1997|08/18/1997|$300.00|REDUCED|$0.00|08/28/1997||
927|Transwood, Inc.|October|11/10/1997|03/05/1998|$300.00|REDUCED|$0.00|03/17/1998||
