ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
97|Committee to Elect David \"Pete\" Catlin|96 1st General Campaign Statement|10/07/1996|12/02/1996|$300.00|REDUCED|$0.00|01/09/1997||Catlin|David \"Pete\"|
98|Committee to Elect David \"Pete\" Catlin|96 2nd General Campaign Statement|10/28/1996|12/02/1996|$300.00|REDUCED|$20.00|01/09/1997||Catlin|David \"Pete\"|
99|Tom Cavanaugh for County Clerk Committee|96 1st General Campaign Statement|10/07/1996|10/15/1996|$80.00|REDUCED|$0.00|01/04/1997||Cavanaugh|Tom|
100|Senator Ernie Chambers Re-Election Committee|95 Annual Campaign Statement|01/31/1996|02/07/1996|$70.00|REDUCED|$0.00|04/16/1996||Chambers|Ernie|
101|Senator Ernie Chambers Re-Election Committee|96 1st Primary Campaign Statement|04/15/1996|04/16/1996|$10.00|REDUCED|$0.00|06/25/1996||Chambers|Ernie|
102|Senator Ernie Chambers Re-Election Committee|96 2nd Primary Campaign Statement|05/06/1996|05/10/1996|$40.00|REDUCED|$0.00|06/25/1996||Chambers|Ernie|
103|Senator Ernie Chambers Re-Election Committee|96 2nd General Campaign Statement|10/28/1996|11/01/1996|$40.00|REDUCED|$0.00|01/23/1997||Chambers|Ernie|
104|Senator Ernie Chambers Re-Election Committee|97 Annual Campaign Statemnet|02/02/1998|02/03/1998|$10.00|REDUCED|$0.00|03/26/1998||Chambers|Ernie|
105|Friends to Elect Craig Christiansen|95 Annual Campaign Statement|01/31/1996|03/01/1996|$300.00|REDUCED|$0.00|03/29/1996||Christiansen|Craig|
106|Accountable City Today (Pete Goodman for Mayor)|Statement of Organization|07/12/1996|07/16/1996|$40.00|REDUCED|$0.00|08/19/1996||Goodman|Pete|
107|Citizens for Conway|95 Annual Campaign Statement|01/31/1996|02/05/1996|$50.00|PAID||||Conway|Gerald|
108|Citizens for Conway|94 Post Primary Campaign Statement|06/20/1994||$30.00|PAID||||Conway|Gerald|
109|Jonathan Cook for City Council|97 Post Primary Campaign Statement|05/19/1997|06/05/1997|$170.00|PAID||||Cook|Jonathan|
110|A Lot of Folks for Brenda Council for Mayor|97 Post General Campaign Statement|06/23/1997|07/07/1997|$140.00|PAID||||Council|Brenda|
111|A Lot of Folks for Brenda Council for Mayor|95 Annual Campaign Statement|01/31/1996|02/06/1996|$60.00|PAID||||Council|Brenda|
112|A Lot of Folks for Brenda Council for Mayor|94 1st Primary Campaign Statement|10/11/1994|10/12/1994|$10.00|PAID||||Council|Brenda|
113|A Lot of Folks for Brenda Council for Mayor|94 1st General Campaign Statement|11/14/1994|11/15/1994|$10.00|PAID||||Council|Brenda|
114|Jim D. Cudaback for Legislature|94 2nd Primary Campaign Statement|05/02/1994|05/03/1994|$10.00|REDUCED|$0.00|06/10/1994||Cudaback|Jim|
115|Committee to Re-Elect Wm. (Bill) Cavanaugh|93 Annual Campaign Statement|01/31/1994|02/02/1994|$20.00|REDUCED|$0.00|05/17/1994||Cavanaugh|Wm. Bill|
116|Connie Dawson for Airport Authority|96 Annual Campaign Statement|01/31/1997|03/12/1997|$300.00|REDUCED|$0.00|03/19/1997||Dawson|Connie|
117|DeWitt for Sheriff|93 Annual Campaign Statement|01/31/1994|02/09/1994|$90.00|REDUCED|$0.00|03/22/1994||DeWitt|Jerry|
118|Dierks for Legislature|98 1st Primary Campaign Statement|04/13/1998|04/14/1998|$10.00|PAID||||Dierks|Merton|
120|Committee to Elect Ernie Dobesh|93 Annual Campaign Statement|01/31/1994|02/08/1994|$80.00|REDUCED|$10.00|02/24/1994|02/24/1994|Dobesh|Ernie|
121|Committee to Elect Thomas Dowd|96 1st General Campaign Statement|10/07/1996|10/15/1996|$80.00|PAID||||Dowd|Thomas|
122|Committee to Elect Thomas Dowd|96 2nd Primary Campaign Statement|05/06/1996|05/08/1996|$20.00|PAID|||06/24/1996|Dowd|Thomas|
123|Doyle for M.U.D. Committee|93 Annual Campaign Statement|01/31/1994|02/16/1994|$160.00|REDUCED|$10.00|04/22/1994|04/22/1994|Doyle|Mark|
124|Committee to Elect Tom Doyle|94 Post General Campaign Statement|01/09/1995|01/12/1995|$30.00|PAID||||Doyle|Tom|
125|Committee to Elect Tom Doyle|94 1st General Campaign Statement|10/13/1994|10/11/1994|$20.00|PAID||||Doyle|Tom|
126|Committee to Elect Tom Doyle|93 Annual Campaign Statement|01/31/1994|02/03/1994|$30.00|PAID||||Doyle|Tom|
127|Duda for County Board|97 Annual Campaign Statement|02/02/1998|03/09/1998|$300.00|REDUCED|$10.00|04/15/1998||Duda|Clare|
128|Duda for County Board|96 2nd Primary Campaign Statement|05/06/1996|05/13/1996|$70.00|REDUCED|$0.00|07/03/1996||Duda|Clare|
130|Duren for NPPD Director|Statement of Organization|10/21/1996|10/28/1996|$70.00|REDUCED|$0.00|||Duren|David|
131|Sonny Eatmon for County Commissioner|Statement of Organization|10/24/1994|02/13/1995|$300.00|REDUCED|$0.00|03/14/1995||Eatmon|Sonny|
132|Sonny Eatmon for County Commissioner|94 Post General Campaign Statement|01/09/1995|02/13/1995|$300.00|REDUCED|$0.00|03/14/1995||Eatmon|Sonny|
133|Sonny Eatmon for County Commissioner|95 Annual Campaign Statement||02/12/1996|$120.00|REDUCED|$0.00|04/16/1996||Eatmon|Sonny|
134|Elliott for Legislature|96 2nd General Campaign Statement|10/28/1996|10/31/1996|$30.00|PAID||||Elliott|Ronald|
135|Owen Elmer Campaign|94 Post General Campaign Statement|01/09/1995|01/23/1995|$140.00|PAID||||Elmer|Owen|
136|Endacott for State Board of Education|Statement of Organization|05/09/1994|05/11/1994|$20.00|PAID||||Endacott|Katherine|
137|Endacott for State Board of Education|94 Post Primary Campaign Statement|06/20/1994|06/21/1994|$10.00|PAID||||Endacott|Katherine|
138|Endacott for State Board of Education|94 Post General Campaign Statement|01/09/1995|01/18/1995|$90.00|PAID||||Endacott|Katherine|
139|Committee to Elect Pat Engel|94 2nd Primary Campaign Statement|05/02/1994|05/09/1994|$70.00|REDUCED|$0.00|05/19/1994||Engel|Pat|
140|Hap Engelkamp for Mayor|94 Annual Campaign Statement|01/09/1995|02/24/1995|$300.00|PAID||||Engelkamp|Hap|
141|Evans for Education|93 Annual Campaign Statement|01/31/1994|03/23/1994|$300.00|REDUCED|$0.00|06/17/1994||Evans|Doug|
142|Evans for Education|95 2nd Primary Campaign Statement|03/27/1995|03/29/1995|$20.00|PAID||||Evans|Doug|
143|Jeff Farnham for District 66|96 2nd Primary Campaign Statement|05/06/1996|05/14/1996|$80.00|PAID||||Farnham|Jeff|
146|Committee to Elect Paul Anderson|98 Post Primary Campaign Statement|06/22/1998|06/25/1998|$30.00|REDUCED|$0.00|07/20/1998||Anderson|Paul|
147|Robert P. DeLay Committee|98 1st Primary Campaign Statement|04/13/1998|04/27/1998|$140.00|REDUCED|$0.00|07/13/1998||DeLay|Robert|
148|Kolasa for School Board|98 1st Primary Campaign Statement|04/13/1998|06/29/1998|$300.00|REDUCED|$0.00|07/15/1998||Kolasa|Bernard|
149|Kolasa for School Board|98 2nd Primary Campaign Statement|05/04/1998|06/29/1998|$300.00|REDUCED|$0.00|07/15/1998||Kolasa|Bernard|
150|Kolasa for School Board|98 Post Primary Campaign Statement|06/22/1998|06/29/1998|$70.00|REDUCED|$0.00|07/15/1998||Kolasa|Bernard|
151|Mehring for Mayor|98 Post Primary Campaign Statement|06/22/1998|07/07/1998|$150.00|REDUCED|$0.00|07/20/1998||Mehring|Don|
152|Lonnie Michael for School Board|Statement of Organization|04/20/1998|05/14/1998|$300.00|REDUCED|$0.00|07/14/1998||Michael|Lonnie|
153|Lonnie Michael for School Board|98 2nd Primary Campaign Statement|05/04/1998|06/22/1998|$300.00|REDUCED|$0.00|07/14/1998||Michael|Lonnie|
154|Committee to Elect Steve Svoboda|98 1st Primary Campaign Statement|04/13/1998|04/14/1998|$10.00|REDUCED|$0.00|07/20/1998||Svoboda|Steve|
155|Committee to Elect Steve Svoboda|98 Post Primary Campaign Statement|06/22/1998|07/06/1998|$140.00|REDUCED|$0.00|07/20/1998||Svoboda|Steve|
156|Agena for Assessor|98 2nd Primary Campaign Statement|05/04/1998|05/13/1998|$90.00|REDUCED|$0.00|08/18/1998||Agena|Norman|
157|Agena for Assessor|98 Post Primary Campaign Statement|06/22/1998|07/06/1998|$140.00|REDUCED|$0.00|08/18/1998||Agena|Norman|
158|Citizens to Elect Blankenship for Clerk of District Court|98 Post Primary Campaign Statement|06/22/1998|06/29/1998|$70.00|PAID|$10.00|08/05/1998|08/05/1998|Blankenship|Jason|
159|Citizens to Elect Ronald Meredith|98 Post Primary Campaign Statement|06/22/1998|07/09/1998|$170.00|PAID|||08/11/1998|Meredith|Ron|
160|P. Stephen Potter Campaign|98 Post Primary Campaign Statement|06/22/1998|07/08/1998|$160.00|PAID||||Potter|P. Stephen|
161|Jacquelyn Stewart|98 Post Primary Campaign Statement|06/22/1998|07/06/1998|$140.00|REDUCED|$0.00|08/14/1998||Stewart|Jacquelyn|
162|Jean Stothert for Millard School Board|98 Post Primary Campaign Statement|06/22/1998|06/30/1998|$80.00|REDUCED|$0.00|07/30/1998||Stothert|Jean|
163|Citizens to Elect Ron Meredith|Report of Late Contribution|05/11/1998|07/09/1998|$1500.00|PAID|||08/24/1998|Meredith|Ron|
165|Steve Wacker for State Auditor|Report of Late Contribution|05/18/1998|06/22/1998|$1500.00|REDUCED|$0.00|08/14/1998||Wacker|Steve|
166|Committee to Elect Dennis Zager for State Senator|Report of Late Contribution|05/06/1998|06/23/1998|$1500.00|RED/PAID|$110.00|09/03/1998||Zager|Dennis|
167|Fauver for County Treasurer|98 2nd Primary Campaign Statement|05/04/1998|05/12/1998|$80.00|REDUCED|$0.00|06/01/1998||Fauver|James|
168|Garver for School Board|97 2nd General Campaign Statement|04/28/1997|04/29/1997|$10.00|REDUCED|$0.00|06/24/1997||Garver|James|
169|Tim Gay for Sarpy County Commissioner|95 Annual Campaign Statement|01/31/1996|02/03/1997|$30.00|PAID||||Gay|Tim|
170|Tim Gay for Sarpy County Commissioner|94 1st Primary Campaign Statement|04/11/1994|04/14/1994|$30.00|REDUCED|$0.00|06/29/1994||Gay|Tim|
171|Committee to Elect Carol Givens Register of Deeds|95 Annual Campaign Statement|01/31/1996|02/13/1996|$130.00|REDUCED|$10.00|07/30/1996|07/30/1996|Givens|Carol|
172|Committee to Elect Carol Givens Register of Deeds|94 1st General Campaign Statement|10/11/1994|10/19/1994|$80.00|REDUCED|$0.00|12/27/1994||Givens|Carol|
173|Citizens for Helen Griffin|96 2nd General Campaign Statement|10/28/1996|10/29/1996|$10.00|PAID||||Griffin|Helen|
174|Citizens for Helen Griffin|94 Annual Campaign Statement|01/31/1995|02/07/1995|$70.00|PAID||||Griffin|Helen|
175|Citizens for Helen Griffin|93 Annual Campaign Statement|01/31/1994|02/09/1994|$90.00|REDUCED|$10.00|02/22/1994|02/22/1994|Griffin|Helen|
176|Groesser for Mayor|Statement of Organization|07/15/1996|10/28/1996|$300.00|REDUCED|$0.00|01/10/1997||Groesser|Don|
177|Groesser for Mayor|96 1st General Campaign Statement|10/07/1996|10/28/1996|$210.00|REDUCED|$0.00|01/10/1997||Groesser|Don|
178|Gutgsell for City Council|95 Annual Campaign Statement|01/31/1996|02/12/1996|$120.00|PAID||||Gutgsell|Jo|
179|Gutgsell for City Council|93 Annual Campaign Statement|01/31/1994|08/23/1994|$300.00|PAID||||Gutgsell|Jo|
180|Kandra Hahn for County Clerk|95 Annual Campaign Statement|01/31/1996|02/13/1996|$130.00|REDUCED|$0.00|04/08/1995||Hahn|Kandra|
181|John Hansen for School Board|94 Annual Campaign Statement|01/31/1995|02/13/1995|$130.00|REDUCED|$0.00|04/13/1995||Hansen|John|
182|Committee to Elect Paul Hartnett|95 Annual Campaign Statement|01/31/1996|02/07/1996|$70.00|PAID||||Hartnett|Paul|
183|Committee to Elect Paul Hartnett|96 1st Primary Campaign Statement|04/15/1996|04/17/1996|$20.00|PAID||||Hartnett|Paul|
184|Committee to Elect Paul Hartnett|96 2nd General Campaign Statement|05/06/1996|05/09/1996|$30.00|PAID||||Hartnett|Paul|
185|Friends & Neighbors of Joyce Hillman for State Senator|94 1st Primary Campaign Statement|04/11/1994|04/20/1994|$90.00|PAID||||Hillman|Joyce|
186|Committee to Retain Debra Houghtaling Sarpy County Clerk|94 Post General Campaign Statement|01/09/1995|01/11/1995|$20.00|PAID||||Houghtaling|Debra|
187|Horner for Sheriff|98 1st Primary Campaign Statement|04/13/1998|04/17/1998|$40.00|REDUCED|$0.00|05/12/1998||Horner|Terry|
188|Huggins for Brown County Clerk|94 2nd Primary Campaign Statement|05/02/1994|06/08/1994|$300.00|REDUCED|$0.00|07/18/1994||Huggins|Janet|
189|Nancy Huston for School Board|96 1st General Campaign Statement|10/07/1996|10/15/1996|$80.00|REDUCED|$0.00|03/13/1997||Huston|Nancy|
190|Nancy Huston for School Board|96 2nd General Campaign Statement|10/28/1996|11/04/1996|$70.00|REDUCED|$0.00|03/13/1997||Huston|Nancy|
191|Nancy Huston for School Board|96 Post General Campaign Statement|01/06/1997|01/21/1997|$150.00|REDUCED|$10.00|03/13/1997|03/13/1997|Huston|Nancy|
192|To Elect Lowell Iske|96 Post General Campaign Statement|01/09/1997|01/10/1997|$10.00|PAID||||Iske|Lowell|
193|Jansen for County Attorney|94 Post General Campaign Statement|01/09/1995|01/11/1995|$20.00|PAID||||Jansen|James|
820|Committee to Elect Fred Denker County Commissioner|Report of Late Contribution|11/02/1998|01/04/1999|$1500.00|REDUCED|$0.00|04/27/1999||Denker|Fred|
821|Groesser for Mayor|98 Annual Campaign Statement|02/01/1999|02/16/1999|$150.00|REDUCED|$0.00|04/13/1999||Groesser|Don|
623|Buschkoetter for City Council|98 2nd General Campaign Statement|10/26/1998|11/02/1998|$70.00|REDUCED|$0.00|12/16/1998||Buschkoetter|Randy|
624|James Carson for State Board of Education|98 2nd General Campaign Statement|10/26/1998|11/02/1998|$70.00|PAID|||11/25/1998|Carson|James|
625|The Facilities Improvement Committee|Statement of Organization|11/02/1998|11/06/1998|$40.00|REDUCED|$0.00|12/07/1998||||
626|Scot Ford for Sheriff|98 2nd General Campaign Statement|10/26/1998|11/09/1998|$140.00|REDUCED|$0.00|01/14/1999||Ford|Scot|
627|Langan for School Board|98 2nd General Campaign Statement|10/26/1998|11/06/1998|$110.00|RED/PAID|$10.00|01/05/1999|12/31/1998|Langan|John|
628|Committee to Elect Tim Loewenstein|98 1st General Campaign Statement|10/05/1998|10/09/1998|$40.00|PAID|||01/26/1999|Lowenstein|Tim|
629|Committee to Elect Tim Loewenstein|98 2nd General Campaign Statement|10/26/1998|11/06/1998|$110.00|PAID|||01/26/1999|Loewenstein|Tim|
631|UNO Faculty PAC|Statement of Organization|11/09/1998|11/12/1998|$30.00|PAID|||12/29/1998|||
633|Sarpy Citizens for Tim Schram|98 2nd General Campaign Statement|10/26/1998|11/04/1998|$80.00|PAID|||12/10/1998|Schram|Tim|
634|Sheri Rogers for School Board|98 1st General Campaign Statement|10/05/1998|10/23/1998|$180.00|REDUCED|$0.00|03/15/1999||Rogers|Sheri|
635|Sheri Rogers for School Board|98 2nd General Campaign Statement|10/26/1998|11/03/1998|$80.00|RED/PAID|$30.00|03/15/1999|03/15/1999|Rogers|Sheri|
636|Committee to Elect Derek L. Mitchell|98 2nd General Campaign Statement|10/26/1998|11/10/1998|$150.00|PAID|||02/01/1999|Mitchell|Derek|
637|Hoeger for State Board of Education|98 1st General Campaign Statement|10/05/1998|10/07/1998|$20.00|PAID|||05/28/1999|Hoeger|Mark|
638|Hoeger for State Board of Education|98 2nd General Election Campaign Statement|10/26/1998|11/03/1998|$80.00|PAID|||05/28/1999|Hoeger|Mark|
639|Hoeger for State Board of Education|Report of Late Contribution|10/27/1998|11/03/1998|$350.00|REDUCED|$0.00|05/18/1999||Hoeger|Mark|
640|Elwell for the 24th Legislative District|98 2nd General Campaign Statement|10/26/1998|11/10/1998|$150.00|REDUCED|$0.00|11/24/1998||Elwell|Robert|
641|Elwell for the 24th Legislative District|Report of Late Contribution|10/27/1998|10/29/1998|$100.00|REDUCED|$0.00|11/24/1998||Elwell|Robert|
642|Jacquelyn Stewart Committee|98 2nd General Campaign Statement|10/26/1998|11/12/1998|$170.00|REDUCED|$0.00|11/23/1998||Stewart|Jacquelyn|
643|Committee to Elect Dennis Zager|1998 2nd General Campaign Statement|10/26/1998|11/04/1998|$90.00|PAID|$0.00||12/11/1998|Zager|Dennis|
644|Nebraskans for Peace PAC|1998 2nd General Campaign Statement|10/26/1998|11/24/1998|$290.00|PAID|$0.00||12/16/1998|Nebraskans for Peace PAC||
647|Committee to Re-Elect Lloyd J. Dowding|1998 1st General Campaign Statement|10/05/1998|10/15/1998|$100.00|REDUCED|$0.00|12/09/1998||Dowding|Lloyd J.|
648|Bernbeck for Secretary of State|1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|PAID|||02/12/1999|Bernbeck|Kent|
649|Bernbeck for Secretary of State|1998 2nd General Campaign Statement|10/26/1998|11/18/1998|$230.00|PAID|||02/12/1999|Bernbeck|Kent|
650|James Carson for State Board of Education|Statement of Organization|08/03/1998|08/24/1998|$210.00|REDUCED|$0.00|01/20/1999||Carson|James|
651|Committee to Elect Lonnie|1998 1st General Campaign Statement|10/05/1998|10/08/1998|$30.00|REDUCED|$0.00|02/22/1999|12/28/1998|Logan|Lonnie|
652|Committee to Elect Lonnie|1998 2nd General Campaign Statement|10/26/1998|10/28/1998|$20.00|REDUCED|$0.00|02/22/1999|12/28/1998|Logan|Lonnie|
653|Otoe County Democratic Central Committee|1998 2nd General Campaign Statement|10/26/1998|10/28/1998|$20.00|PAID|||12/29/1998|||
654|Committee to Elect Ann Rosenberry|1998 1st General Campaign Statement|10/05/1998|10/08/1998|$30.00|PAID|||01/06/1999|Rosenberry|Ann|
655|Steven Smith for Legislature|1998 2nd General Campaign Statement|10/26/1998|11/04/1998|$90.00|PAID|||02/04/1999|Smith|Steven|
656|Urwiller for Public Office|1998 1st General (Campaign Statement)|10/05/1998|11/09/1998|$300.00|PAID|||01/20/1999|Urwiller|Daniel|
657|Urwiller for Public Office|1998 2nd General Campaign Statement|10/26/1998|11/09/1998|$140.00|PAID|||09/20/1999|Urwiller|Daniel|
658|Washington County Democrats|1998 1st General (Campaign Statement)|10/05/1998|10/15/1998|$100.00|REDUCED|$0.00|02/01/1999||||
659|Washington County Democrats|1998 2nd General (Campaign Statement)|10/26/1998|11/06/1998|$110.00|PAID|$10.00|02/01/1999|02/01/1999|Svoboda|Norman|
660|Washington County Republican Party|1998 1st General (B-2)|10/05/1998|10/13/1998|$80.00|REDUCED|$0.00|12/22/1998||Heinssen|Deborah|
661|Washington County Republican Party|1998 2nd General (B-2)|10/26/1998|11/10/1998|$150.00|REDUCED|$0.00|12/22/1998||Heinssen|Deborah|
662|Watson Committee, The|1998 2nd General (Campaign Statement)|10/26/1998|10/28/1998|$20.00|REDUCED|$0.00|01/14/1999||Watson|Jerry|
663|Thurston County Farm Bureau|B-7|11/10/1998|11/23/1998|$130.00|REDUCED|$0.00|12/17/1998||||
666|Custer County Republicans|1998 2nd General Campaign Statement|10/26/1998|11/06/1998|$110.00|PAID|||02/05/1999|||
669|Committee to Elect Monica McManigal|98 1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|REDUCED|$0.00|04/26/1999||McManigal|Monica|
670|Sharon Wood for Dawson County Treasurer|Statement of Organization|10/10/1998|12/10/1998|$300.00|REDUCED|$0.00|04/12/1999||Wood|Sharon|
671|Sharon Wood for Dawson County Treasurer|1st General Campaign Statement|10/05/1998|12/10/1998|$300.00|REDUCED|$0.00|04/12/1999||Wood|Sharon|
672|Sharon Wood for Dawson County Treasurer|2nd General Campaign Statement|10/26/1998|12/10/1998|$300.00|REDUCED|$0.00|04/12/1999||Wood|Sharon|
673|Cass County Republican Central Committee|Post Primary Campaign Statement|06/22/1998|10/08/1998|$300.00|REDUCED|$0.00|03/01/1999||||
674|Cass County Republican Central Committee|1998 First General Campaign Statement|10/05/1998|10/08/1998|$30.00|REDUCED|$0.00|03/01/1999||||
675|Cass County Republican Central Committee|1998 2nd General Campaign Statement|10/26/1998|10/28/1998|$20.00|REDUCED|$0.00|03/01/1999||||
676|Jim Reed for Hall County Board|1998 Post Primary Campaign Statement|06/22/1998|10/28/1998|$300.00|REDUCED|$0.00|01/20/1999||Reed|Jim|
677|Kathryn Piller Campaign|Statement of Organization A-1|11/09/1998|11/13/1998|$40.00|REDUCED|$0.00|01/14/1999||Piller|Kathryn|
678|Kent Gnadt for Mayor Committee|1998 1st General Campaign Statement|10/05/1998|10/08/1998|$30.00|REDUCED|$0.00|01/20/1999||Gnadt|Ken|
679|Committee to Elect Reginald Young|1998 2nd General Campaign Statement|10/26/1998|10/29/1998|$30.00|REDUCED|$0.00|04/16/1999||Young|Reginald|
680|Sheri Rogers for School Board|Statement o Organization A-1|10/15/1998|12/22/1998|$300.00|REDUCED|$0.00|01/07/1999||Rogers|Sheri|
681|Jones for Legislature|CFLA-1|01/04/1999|01/11/1999|$70.00|REDUCED|$0.00|01/11/1999||Jones|Jim|
682|Senator Chambers Re-Election Committee|CFLA-1|01/04/1999|01/11/1999|$70.00|REDUCED|$0.00|01/11/1999||Chambers|Ernie|
683|Carol Hudkins Legislative Committee|CFLA-1|01/04/1999|01/10/1999|$60.00|REDUCED|$0.00|01/11/1999||Hudkins|Carol|
756|Baker for Legislature|98 Post General Campaign Statement|01/04/1999|01/07/1999|$30.00|PAID|||02/22/1999|Baker|Thomas|
757|Nebraskans for Peace PAC|98 Post General Campaign Statement|01/04/1999|01/11/1999|$70.00|PAID|||03/22/1999|||
758|The Committee to Vote Yes for Lower Phone Bills|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|PAID|||03/08/1999|||
