Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
11CAC01596|BOLZ FOR LEGISLATURE|2816 JAMESON N #1|LINCOLN|NE|68516|C|10/24/2011|10/19/2011|I||||01/01/1900||||||||||05/12/2012|||
06CAC00801|BOND FOR LEGISLATURE|12181 \'A\' STREET, PO BOX 707|AVOCA|NE|68307|C|03/09/2006|03/08/2006|I||||03/07/2006|||||||||12/31/2006|05/09/2006|P||
99CAC00023|BONNIE ARNOLD FOR CLERK OF DISTRICT COURT|1612 Windsor Place,|GRAND ISLAND|NE|68801|C|03/13/1998|03/13/1998|I||0| |03/13/1998|       |          |||||||10/13/1998|05/04/1998|P|0|0
10CAC01451|BOSSHARDT FOR LEGISLATURE (NOT REGISTERED)|26485 COUNTY ROAD 28|ARLINGTON|NE|68002|C|01/01/1999|01/01/1999|||||01/01/1999||||||||||05/11/2010|||
09CAC01372|BOSWELL BOARD OF EDUCATION |5000 SOUTH 63RD STREET|LINCOLN|NE|68516|C|04/15/2009|04/14/2009|I||||04/13/2009|||||||||01/25/2012|05/05/2009|G||
09CAC01385|BOUCHER FOR COUNTY ATTORNEY|5555 S. 27TH, SUITE A|LINCOLN|NE|68512|C|10/08/2009|10/07/2009|I||||10/10/2009||||||||||05/11/2010|P||
99CAC00033|BOURNE FOR LEGISLATURE|15656 JACKSON DRIVE|OMAHA|NE|68118|C|03/27/1998|03/27/1998|I||0|I|03/27/1998|||||||||02/02/2007|11/05/2002|G|1|1
08CAC01139|BOWMAN FOR LEGISLATURE|305 W. 17TH STREET|South Sioux City |NE|68776|C|05/12/2008|05/09/2008|I||||05/10/2008|||||||||06/23/2008|05/13/2008|P||
99PPC00005|BOX BUTTE COUNTY DEMOCRATS|1232 West 14th Street, #12,|ALLIANCE|NE|69301|T|10/16/1986|10/16/1986|I||0|I|10/16/1986|       |          |||||||11/08/1999|05/08/1999|P|0|0
99PPC00006|BOYD COUNTY DEMOCRATIC COMMITTEE|RR 2, Box 37,|SPENCER|NE|68777|T|07/07/1978|07/07/1978|I||0|I|07/07/1978|       |          |||||||12/06/1999|05/04/1998|P|0|0
99PPC00007|BOYD COUNTY REPUBLICAN PARTY|RR 2, Box 83,|SPENCER|NE|68777|T|09/02/1977|09/02/1977|I||0|I|09/02/1977|       |          |||||||05/15/2002|05/04/2000|P|0|0
10CAC01401|BRAD BURWELL FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|Omaha|NE|68117|C|01/01/0001||||||12/31/9999|||||||||||||
99CAC00564|BRAD KUIPER FOR STATE TREASURER|405 DEVONSHIRE DR|GRETNA|NE|68028|C|09/25/2001|09/25/2001|I||0|I|09/25/2001||99IRC00244||||||R|04/17/2003|05/14/2002|P|0|0
10CAC01540|BRAD RENTER FOR BENNINGTON BOARD OF ED (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
10CAC01397|BRADLEY FOR NEBRASKA LEGISLATURE|6068 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|01/14/2010|01/14/2010|I||||01/06/2010|||||||||09/10/2010|05/11/2010|P||
08CAC01218|BRANDON CLARK FOR LEARNING COUNCIL (NR)|6620 NORTH 77TH STREET|OMAHA|NE|68122|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|G||
10CAC01452|BRANDON HUNNICUTT FOR LEGISLATURE|609 S. G RD|Giltner|NE|68841|C|05/10/2010|05/10/2010|||||05/07/2010|||||||||09/20/2011|05/11/2010|P||1
10CAC01458|BRANDT FOR COUNTY COMMISSIONER|1023 TEKAMAH LANE|PAPILLION|NE|68046|C|05/07/2010|05/06/2010|I||||04/15/2010|||||||||01/04/2011|05/11/2010|P||
99CAC00034|BRANDT FOR MAYOR|1023 TEKAMAH LN|PAPILLION|NE|68046|C|04/13/1998|04/13/1998|I||0|I|04/13/1998|||||||||02/09/2006|11/05/2002|G||1
12CAC01640|BRENDA CARLISLE FOR COUNTY COMMISSIONER|7332 LA VISTA DRIVE|LA VISTA|NE|68128|C|04/02/2012|04/02/2012|I||||03/22/2012||||||||||05/15/2012|P||
08CAC01252|BRENDA CARLISLE FOR MAYOR OF LA VISTA (NR)|NOT A REGISTERED COMMITTEE|LA VISTA|NE|68128|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/01/2008|G||
08CAC01309|BRENDA SHERMAN FOR SOUTH SARPY SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68504|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
08CAC01123|BRENT SMOYER FOR LEGISLATURE||LINCOLN|NE|68502|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||05/13/2008|P||
99CAC00240|BRESLOW COMMITTEE, THE|2900 S. 70TH STREET|LINCOLN|NE|68502|C|07/11/1989|07/11/1989|I||0|I|07/11/1989|       |          |||||||06/12/2003|05/04/2002|P|0|0
99CAC00468|BRESLOW FOR REGENT COMMITTEE|804 LEXINGTON LANE|PAPILLION|NE|68046|C|04/17/2000|04/17/2000|I||0|I|04/12/2000||99IRC00113||||||R|01/11/2002|11/07/2000|G|0|1
06CAC00994|BRETT BULLOCK FOR URNRD (NOT REGISTERED)||MADRID|NE|69150|C|01/01/1900|01/01/1900|||||01/01/1900||||||||||11/07/2006|||
08CAC01290|BRIAN LIESVELD FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68523|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00617|BRICE SULLIVAN FOR LEGISLATURE (DIST #26)|841 SANTA MONICA AVE|LINCOLN|NE|68504|C|08/29/2002|08/29/2002|I||0|I|09/10/2002||99IRC00304||||||R|08/06/2003|11/05/2002|G|0|1
99CAC00541|BRIGGS FOR CITY COUNCIL|1421 S. 26TH STREET|LINCOLN|NE|68502|C|01/25/2001|01/25/2001|I||0|I|02/05/2001||99IRC00214||||||R|05/15/2001|04/23/2001|P|0|0
99CAC00536|BROTHER LOVE FOR LEGISLATURE|123 ANYWHERE|LINCOLN|NE|68510|C|01/01/2001|12/21/2000|I||0|I|12/30/2000||99IRC00206||||||R|01/01/1978|04/01/1998|P|0|0
06BQC00134|BROWN COUNTY HOSPITAL IMPROVEMENT FUND|PO BOX 93|AINSWORTH|NE|69210|B|05/10/2006|05/09/2006|I|COUNTY BROWN Hospital Tax Levy|0|O|05/08/2006|||||||||05/24/2006|05/09/2006|P||
06CAC00765|BROWN FOR LEGISLATURE|2201 ELBA CIRCLE|LINCOLN|NE|68521|C|01/03/2006|12/31/2005|I||||04/24/2006|||||||||02/21/2008|05/09/2006|P||
99CAC00706|BRUCE LEAR FOR CITY COUNCIL|4803 AVE L PLACE|KEARNEY|NE|68847|C|10/22/2004|10/21/2004|I||0|I|10/19/2004||99IRC00429||||||R|01/01/1900|11/02/2004|G|0|0
99CAC00037|BRUEGGEMANN FOR SHERIFF|809 1st Avenue,|PLATTSMOUTH|NE|68048|C|12/10/1993|12/10/1993|I||0|I|12/10/1993|       |          |||||||01/01/1900|11/05/2002|G|0|1
99CAC00658|BRUMBAUGH FOR LEGISLATURE|8712 W DODGE RD|OMAHA|NE|68114|C|02/23/2004|02/20/2004|I||0|I|02/16/2004||99IRC00368||||||R|01/12/2005|05/04/2004|G|0|1
99CAC00562|BRUNING FOR ATTORNEY GENERAL|P O BOX 83527|Lincoln|NE|68501|C|06/12/2001|06/12/2001|I||0|I|06/12/2001||||||||||11/09/2010|G||1
99CAC00152|BRUNING FOR LEGISLATURE|17501 Riviera Drive,|OMAHA|NE|68136|C|05/10/1995|05/10/1995|I||0|I|05/10/1995|       |          |||||||06/12/2001|11/07/2000|G|1|1
10CAC01538|BRYON UECKERT FOR VALLEY CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|VALLEY |NE|68064|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99PPC00008|BUFFALO COUNTY REPUBLICAN PARTY|2111 West 37th Street,|KEARNEY|NE|68847|T|06/15/1978|06/15/1978|I||0|I|06/15/1978|       |          |||||||12/29/1999|05/09/2000|P|0|0
11CAC01566|BUFFINGTON FOR MAYOR 2011 |3112 S. 13TH STREET|LINCOLN|NE|68502|C|02/18/2011|02/17/2011|I||||02/09/2011||||||||||05/03/2011|||
99BQC00038|BUILD IT OMAHA COMMITTEE|5122 NICHOLAS STREET|OMAHA|NE|68132|B|01/07/2000|01/06/2000|I|CITY OF OMAHA BOND ISSUE FOR CONVENTION CENTER    |0|F|12/30/1999||99IRC00058||||||R|04/03/2002|05/09/2000|P|0|0
99BQC00038|BUILD IT OMAHA COMMITTEE|5122 NICHOLAS STREET|OMAHA|NE|68132|B|02/01/2000|01/31/2000|A|CITY OF OMAHA BOND ISSUE FOR CONVENTION CENTER    |0|I|12/30/1999||99IRC00058||||||R|01/01/1900|05/09/2000|P|0|0
99BQC00038|BUILD IT OMAHA COMMITTEE|5122 NICHOLAS STREET|OMAHA|NE|68132|B|03/06/2000|03/02/2000|A|CITY OF OMAHA BOND ISSUE FOR CONVENTION CENTER    |0|I|12/30/1999||99IRC00058||||||R|01/01/1900|05/09/2000|P|0|0
06BQC00143|BUILDING A BETTER NEBRASKA WITH AMENDMENT 1 COMMIT|233 SOUTH 13TH ST STE 800-F|LINCOLN|NE|68508|B|09/27/2006|09/27/2006|I|PROPOSED CONSTITUTIONAL AMENDEMENT #1|0|C|09/22/2006|||||||||10/18/2007|11/07/2006|G||
99BQC00001|BUILDING BETTER SCHOOLS COMMITTEE|1313 Meadow Lane, P.O. Box 373|WAYNE|NE|68787|B|07/08/1996|07/08/1996|I|WAYNE PUBLIC SCHOOLS BOND ISSUE                   |0|I|07/08/1996|       |          |||||||11/05/1999|05/04/1996|P|0|0
10CAC01392|BURKE HARR FOR LEGISLATURE |1414 HARNEY #408  |OMAHA|NE|68102|C|01/08/2010|01/08/2010|I||||01/01/2010||||||||||11/02/2010|G|1|1
99CAC00434|BURLING FOR LEGISLATURE COMMITTEE|4120 S SHILOH AVE.|KENESAW|NE|68956|C|03/14/2000|03/13/2000|I||0|I|03/10/2000|||||||||12/19/2008|11/02/2004|G|1|1
99PPC00009|BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|T|07/31/1977|07/31/1977|I||0|I|07/31/1977|       |          |||||||01/01/1900|05/04/2000|P|0|0
10BQC00283|BURWELL CITIZENS FOR PROGRESS|417 VALLEY VISTA; PO BOX 897|BURWELL|NE|68823|B|10/15/2010|10/14/2010|I|Campaigning to keep them in office, recall|0|R|10/14/2010||||||||||11/02/2010|G||
99CAC00239|BUSCHKOETTER FOR COUNCIL|1110 13th Avenue,|KEARNEY|NE|68847|C|07/24/1998|07/24/1998|I||0|I|07/24/1998|       |          |||||||11/01/1999|05/04/1998|P|0|0
99PAC00102|BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|1335 H STREET, SUITE 100|||685082882|S|03/12/1986|03/11/1986|I||0|I|03/02/1986||||||||||11/02/2010|G||
99CAC00039|BUTLER FOR LT. GOVERNOR|8805 Indian Hills Drive #200,|OMAHA|NE|68114|C|07/17/1997|07/17/1997|I||0|I|07/17/1997|       |          |||||||12/11/1998|05/04/1998|P|0|0
99CAC00580|BYRD FOR STATE TREASURER|8237 COUNTY RD 13|||68002-0000|C|02/15/2002|02/15/2002|I||0|I|02/22/2002||99IRC00263||||||R|01/01/1900|11/05/2002|G|1|1
06BQC00141|C-CARE|1604 N 40TH RD |AVOCA|NE|68307|B|08/02/2006|08/01/2006|I|COUNTY OTOE School District Bond Issue & Tax Levy|0|O|07/31/2006||||||||||11/07/2006|G||
08IRC00485|CA TRUCKING ASSOCIATION (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68138|R|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/2007|P||
99CAC00633|CAL ALLYN CAMPAIGN COMMITTEE|1105 ANGUS DR|Norfolk|NE|68701|C|11/14/2002|11/13/2002|I||0|I|10/31/2002||99IRC00329||||||R|01/02/2003|11/05/2002|G|0|1
99CAC00612|CAMPAIGN FOR GROLLMES|4809 S 47TH|Omaha|NE|68117|C|07/02/2002|07/01/2002|I||0|I|07/01/2002||99IRC00298||||||R|05/20/2003|11/05/2002|G|0|1
08IRC00484|CAMPAIGN FOR NEBRASKAS FUTURE|1345 B STREET #1|LINCOLN|NE|68502|I|01/08/2008|01/08/2008|I||||01/24/2008|||||||||04/26/2010|11/04/2008|G||
12BQC00304|CAMPAIGN FOR SAFE, WARM, AND DRY SCHOOLS|PO BOX 505|CHADRON|NE|69337|B|01/20/2012|01/18/2012|I|Dawes County School District #2 11.9 million bond issue|0|O|02/17/2012||||||||||03/13/2012|||
99CAC00596|CAMPAIGN TO ELECT DR ROBERT J WICHT GOVERNOR|470 FRIEND RD.|ST. LIBORY|NE|68872|C|04/16/2002|04/12/2002|I||0|I|04/10/2002|||||||||01/09/2006|05/14/2002|P||
99CAC00214|CAMPAIGN TO ELECT JACK FROST|917 NORTH 131 PLAZA|OMAHA|NE|68154|C|05/13/1986|05/13/1986|I||0|I|05/13/1986|       |          |||||||01/01/1900|11/02/2004|G|1|1
99CAC00041|CAMPBELL FOR LANCASTER COUNTY COMMISSIONER|6201 PINE LAKE RD PO 82535|LINCOLN|NE|68516|C|04/09/1986|04/09/1986|I||0|I|04/09/1986|       |          |||||||02/21/2003|05/04/2002|P|0|0
99BQC00066|CAN-DO COMMITTEE FOR A NEW ZOO|365 N. BROADWELL AVE|GRAND ISLAND|NE|68803|B|05/30/2001|05/29/2001|I|MUNICIPAL ZOO NOT TO EXCEED $5,000,000            |0|O|06/05/2001||99IRC00239||||||R|07/06/2001|06/05/2001|P|0|0
08BQC00191|CARE 25  |80104 ROAD 444|BROKEN BOW|NE|68822|B|07/23/2010|07/22/2010|I|School District 25 (NE) Construction Bond Issue|1|O|07/20/2010|||||||||09/09/2010|08/10/2010|G||
09BQC00250|CARE COMMITTEE|PO BOX 1038|HOLDREGE|NE|68949|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
99PAC00016|CARE PAC|3900 NW 12TH ST. SUITE 100|LINCOLN|NE|68521|S|08/03/1982|08/03/1982|I||0|I|08/03/1982||||||||||11/02/2010|G||
08CAC01159|CARL HUMPHREY FOR SCC BOARD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68508|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||05/13/2008|||
10CAC01411|CARL LORENZEN FOR LEGISLATURE |953 WESTRIDGE DRIVE|BLAIR|NE|68008|C|03/30/2010|03/29/2010|||||03/26/2010|||||||||01/31/2011|11/02/2010|G||1
99CAC00241|CARMAN FOR SHERIFF COMMITTEE|701 South Maloney Drive,|NORTH PLATTE|NE|69101|C|03/16/1998|03/16/1998|I||0|I|03/16/1998|       |          |||||||03/22/2004|11/05/2002|P|0|0
06CAC00783|CAROL CASEY FOR LEGISLATURE |2506 S. 105 AVE|OMAHA|NE|68124|C|01/30/2006|01/30/2006|I||||01/20/2006|||||||||04/11/2007|05/09/2006|P||
99CAC00318|CAROL HUDKINS LEGISLATURE COMMITTEE|8600 NW 112|MALCOLM|NE|68402|C|01/16/1992|01/16/1992|I||0|I|01/16/1992|||||||||08/05/2009|11/02/2004|G|1|1
99CAC00175|CAROL MCBRIDE PIRSCH FOR DOUGLAS COUNTY BOARD|4223 Aurora Drive,|OMAHA|NE|68134|C|02/28/1996|02/28/1996|I||0|I|02/28/1996|||||||||01/31/2006|11/07/2000|G|1|1
99CAC00283|CAROL MCSHANE FOR CITY COUNCIL|4731 N 25TH ST|LINCOLN|NE|68521|C|03/02/1994|03/02/1994|I||0|I|03/02/1994|       |          |||||||02/01/2002|04/03/2003|G|0|0
06CAC00850|CAROL RUSSELL FOR REGENT|8010 HICKORY ST|OMAHA|NE|68124|C|04/10/2006|04/10/2006|I||||04/10/2006|||||||||04/23/2008|05/09/2006|P||
99CAC00627|CAROLYN T. GREEN CAMPAIGN|5401 LARIMORE AVE|OMAHA|NE|68104|C|10/21/2002|10/21/2002|I||0|I|10/10/2002||99IRC00319||||||R|12/11/2002|11/05/2002|G|0|1
99PAC00017|CARPENTERS #444 COPE (PAC)|1821 CALIFORNIA,|OMAHA|NE|68102|S|01/23/1997|01/23/1997|I||0|I|01/23/1997|       |          |||||||10/05/1998|05/04/2000|P|0|0
99CAC00475|CARROLL FOR COMMISSIONER|245 ANTHONY LANE|LINCOLN|NE|68520|C|04/26/2000|04/25/2000|I||0|I|04/20/2000||99IRC00120||||||R|02/12/2001|05/09/2000|G|0|1
10CAC01533|CARROLL SMITH FOR VALLEY MAYOR (NR)|NOT A REGISTERED COMMITTEE|VALLEY |NE|68064|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
08CAC01199|CARTER MCCANN COMMITTEE (NOT REGISTERED)|NOT A REGISTERED COMMITEE|OMAHA|NE|68104|C|01/01/1900|01/01/1900|I||||09/30/2008||||||||||11/04/2008|G||
10CAC01461|CASEY COLLINS FOR SUPERVISOR (NR)|NOT A REGISTERED COMMITTEE|BEATRICE|NE|68310|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
12CAC01611|CASH FOR THE 43RD|1605 390TH TRAIL|GORDON|NE|69343|C|01/20/2012|01/20/2012|I||||01/18/2012||||||||||05/15/2012|P||
99PPC00010|CASS COUNTY DEMOCRATS|9103 Hwy #66,|LOUISVILLE |NE|68037|T|07/30/1977|07/30/1977|I||0|I|07/30/1977|       |          |||||||02/27/2002|05/04/2000|P|0|0
99PPC00011|CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|T|10/12/1978|10/12/1978|I||0|I|10/12/1978|       |          |||||||01/01/1900|01/05/2002|G|1|0
08BQC00198|CENTRAL CITY PUBLIC SCHOOLS BOND (NOT REGISTERED)|NOT REGISTERED|CENTRAL CITY|NE|68826|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||05/13/2008|P||
99CAC00055|CENTRAL NEBRASKANS FOR LOSCHEN|2101 Stagecoach Road,|GRAND ISLAND|NE|68801|C|01/23/1995|01/23/1995|I||0|I|01/23/1995|       |          |||||||07/02/1999|05/04/1998|P|0|0
10BQC00265|CENTSIBLE CITIZENS SAY NO |720 EAST 4TH STREET|FREMONT|NE|68025|B|06/14/2010|06/14/2010|I|Fremont Ordinance 5165 Illegal Immigration|1||06/09/2010|||||||||09/03/2010|06/21/2010|P||
10BQC00273|CENTURA PRIDE (NR)|NOT A REGISTERED COMMITTEE|GRAND ISLAND|NE|68803|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99PAC00087|CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|OMAHA|NE|68102|S|11/29/1979|11/29/1979|I||0|I|11/29/1979||||||||||11/04/2008|G||
99CAC00242|CHAMBERS FOR AIRPORT AUTHORITY|7821 Sycamore Drive,|LINCOLN|NE|68506|C|04/17/1995|04/17/1995|I||0|I|04/17/1995|       |          |||||||06/15/1999|11/04/1995|G|0|0
08CAC01131|CHANG FOR LEARNING COMMUNITY COMMITTEE|650 NORTH 56TH STREET|OMAHA|NE|68132|C|04/16/2008|04/14/2008|I||||03/24/2008||||||||||11/04/2008|G||
99CAC00551|CHANGE AND HAPPINESS TIME FOR LINCOLN CITY COUNCIL|6415 BENTON STREET|LINCOLN|NE|68507|C|02/27/2001|02/27/2001|I||0|I|02/27/2001||99IRC00224||||||R|05/14/2001|04/03/2001|P|0|0
06CAC00788|CHARLES S CRIVELLARO FOR CITY COUNCIL (NR)|N/A|ARLINGTON|NE|68002|C|02/08/2006|02/07/2006|I||||01/01/1978|||||||||||||
99CAC00130|CHARLIE WITEK FOR COUNTY BOARD|5179 South 147th Street,|OMAHA|NE|68137|C|03/13/1998|03/13/1998|I||0|I|03/13/1998|       |          |||||||11/17/1998|05/04/1998|P|0|0
99PPC00012|CHERRY COUNTY DEMOCRATIC COMMITTEE|PO BOX 150|VALENTINE|NE|69201|T|07/31/1977|07/31/1977|I||0|I|07/31/1977|       |          |||||||05/20/2002|05/04/2000|P|0|0
99PPC00013|CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 206|VALENTINE|NE|69201|T|08/24/1977|08/24/1977|I||0|I|08/24/1977|       |          |||||||01/25/2001|05/04/2000|P|0|0
99CAC00358|CHERYL MCDUFFIE FOR BOX BUTTE COUNTY CLERK|1407 Black Hills,|ALLIANCE|NE|69301|C|09/17/1998|09/17/1998|I||0|I|09/17/1998|       |          |||||||01/03/2000|05/04/1998|P|0|0
08BQC00212|CHILDREN FIRST COMMITTEE|1510 AVENUE O|SCOTTSBLUFF|NE|69361|B|10/16/2008|10/14/2008|I||||10/13/2008|||||||||01/14/2009|11/04/2008|G||
09CAC01359|CHIP VOLCEK MAYOR (NR)|NOT REGISTERED COMMITTEE|FREMONT|NE|68025|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
99PAC00018|CHIROPRACTORS OF NEBRASKA STATE PAC|13215 BIRCH DRIVE SUITE 200|OMAHA|NE|68164|S|10/19/1989|10/19/1989|I||0|I|10/19/1989||||||||||11/02/2010|G||
08CAC01171|CHRIS GREEN FOR LEGISLATURE (NOT REGISTERED|NOT A REGISTERED COMMITEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
07IRC00477|CHRIS HOVE  (NOT A REGISTERED COMMITTEE)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|R|04/24/2007|04/22/2007|I||||04/15/2006|||||||||||||
99CAC00206|CHRIS JERRAM FOR NRD|7134 Pacific Street,|OMAHA|NE|68106|C|01/12/1998|01/12/1998|I||0|I|01/12/1998|       |          |||||||03/24/1999|05/04/1998|P|0|0
99CAC00172|CHRIS PETERSON FOR STATE LEGISLATURE|1314 South Harrison,|GRAND ISLAND|NE|68803|C|01/10/1996|01/10/1996|I||0|I|01/10/1996|       |          |||||||12/24/1999|05/04/1998|G|0|0
08CAC01263|CHRIS TRIBULATO FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|Omaha|NE|68131|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00567|CHRISTIANSEN FOR SHERIFF|2232 N 127TH CR|OMAHA|NE|68164|C|10/24/2001|10/23/2001|I||0|I|10/16/2001||99IRC00247||||||R|09/03/2004|11/05/2002|G|0|1
09CAC01373|CHRISTOPHER N. GEARY FOR GOVERNOR 2010|1913 FARNAM STREET #508|OMAHA|NE|68102|C|04/07/2009|04/06/2009|I||||03/31/2009|||||||||06/22/2010|05/11/2010|P||
08CAC01185|CHRISTOPHER N. GEARY FOR LCC (NOT REGISTERED|NOT A REGISTERED COMMITTEE|OMAHA|NE|68130|C|01/01/1900|01/01/1900|I||||09/10/2008||||||||||11/04/2008|G||
08CAC01068|CHRISTOPHER N. GEARY FOR LEGISLATURE(NOT REGISTERE|NOT A REGISTERED COMMITTEE|OMAHA|NE|68130|C|01/07/2008|01/04/2008|I||||01/15/2008||||||||||05/13/2008|P||
08CAC01274|CHUCK FREDERICK FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00312|CHUCK HASSEBROOK FOR REGENT|250 N. 3RD STREET|LYONS|NE|68038-0000|C|03/07/1994|03/07/1994|I||0|I|03/07/1994||||||||||11/07/2006|G|1|
08CAC01101|CHUCK SHOEMAKER FOR LEGISLATURE|515 UNIVERSITY STREET|HASTINGS|NE|68901|C|03/11/2008|03/10/2008|I||||03/10/2008|||||||||01/08/2009|11/07/2008|G||1
08CAC01176|CHUCK STEPANEK FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
08CAC01200|CINDY COPICH FOR SCHOOL BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68132|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|G||
99CAC00507|CINDY JOHNSON FOR CITY COUNCIL|5440 NW 3RD STREET|LINCOLN|NE|68521|C|02/01/1993|01/31/1993|I||0|I|02/01/1993||99IRC00162||||||R|01/20/1999|11/07/1997|G|1|1
05IRC00456|CITIZEN ADVOCATES FOR SCHOLASTIC EXCELLENCE|500 ENERGY PLAZA, 409 SOUTH 17TH STREET|Omaha|NE|68102-2663|R|12/30/2005|12/30/2005|I||||12/28/2005||||||||||11/04/2008|G||
06IRC00457|CITIZEN COMMITTEE FOR PONCA SCHOOLS (NOT REGISTER)|87656 HWY 12|PONCA|NE|68770|R|01/23/2006|01/20/2006|I||||01/01/1978||||||||||12/31/2005|||
06IRC00458|CITIZEN\'S FOR CONSOLIDATION (NOT REGISTERED)|PO BOX 21|RUSHVILLE|NE|69360|R|01/23/2006|01/20/2006|I||||01/01/1978||||||||||12/31/2005|||
10BQC00274|CITIZENS ACCEPTING RESPONSIBILITY FOR EDUC (NR)|NOT A REGISTERED COMMITTEE|WISNER|NE|68791|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
09BQC00243|CITIZENS ACTIVELY RESPONDING TO EDUCATIONAL NEEDS|615 WEST AVENUE|HOLDREGE|NE|68949|B|08/25/2009|08/24/2009|I|Holdrege Public School Bond Issue|0|I|08/21/2009|||||||||12/01/2009|09/15/2009|P||
99BQC00098|CITIZENS AGAINST A TOTAL BAN|3030 NORTH 4OTH STREET|LINCOLN|NE|68504|B|09/01/2004|09/01/2004|I|LINCOLN SMOKING BAN                               |1|I|08/26/2004||99IRC00416||||||R|01/11/2005|11/02/2004|G|0|0
08BQC00199|CITIZENS ASSOCIATION FOR RESPONSIBLE EDUCATION #5|81161-466TH AVENUE|ORD|NE|68862|B|06/19/2008|06/18/2008|I|Oppose proposed school bond|1||06/10/2008|||||||||12/08/2009|11/04/2008|G||
08BQC00194|CITIZENS ASSOCIATION FOR RESPONSIBLE EDUCATION 25|79135 SUMNER ROAD|BROKEN BOW|NE|68822|B|04/16/2008|04/16/2008|I|9.4 million school bond issue .15 levy override|0||04/12/2008|||||||||09/19/2008|05/13/2008|||
06BQC00129|CITIZENS COMMITTEE 4R SCHOOLS (NOT REGISTERED)|NOT A REGISTRERED COMMITTEE|AURORA|NE|68818|B|04/10/2006||||||12/31/9999|||||||||||||
99BQC00035|CITIZENS FOR \'MORE\' NEW JOBS|3625 SKYLINE DRIVE|SCOTTSBLUFF|NE|69361|B|09/09/1999|09/07/1999|I|PASS ECONOMIC DEVELOPMENT PLAN                    |0|I|09/03/1999||99IRC00026||||||R|01/01/1900|07/02/1999|P|0|0
06CAC00834|CITIZENS FOR A BETTER NEBRASKA|5001 SOUTH 65TH STREET|LINCOLN|NE|68516|I|04/06/2006|04/06/2006|I||||04/06/2006||||||||||11/02/2010|P||
