Candidate First Name|Candidate Last Name|Candidate ID|Date Received|Income Source Name|Income Source Address|Income Reason|Type of Inocome
CAMP|JON|99FIS00013|05/01/2000|ALLIANT TECHOLOGIES           |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|AMERICAN INTERNATIONAL GR     |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|AT&T                          |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|AVATAR HOLDINGS               |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|BAUSCH & LOMB                 |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|BOEING CORPORATION            |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|BURLINGTON NO. SANTA FE       |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|BURLINGTON RESOURCES          |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|CHASE MANHATTAN               |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|CONAGRA                       |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|WALT DISNEY CORPORATION       |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|EXXON CORPORATION             |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|GTE CORP                      |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|GENERAL MOTORS                |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|GILLETTE CORPORATION          |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|HEWLETT PACKARD               |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|HUGOTON GAS TRUST             |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|IBM                           |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|INACOM                        |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|INTEL                         |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|INTERNATIONAL PAPER           |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|LENNAR                        |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|SCOTT PAPER                   |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|TRANSAMERICA                  |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|TANDY CORPORATION             |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|TRANSCRIPT INTERNATIONAL      |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|WASTE MANAGEMENT              |                                        ||S
CAMP|JON|99FIS00013|05/01/2000|WEYERHAEUSER                  |                                        ||S
BORGESON|MARY ANN|99FIS00034|07/06/1999|ALEGENT HEALTH                |1010 N. 96TH ST.  OMAHA, NE             ||I
BORGESON|MARY ANN|99FIS00034|07/06/1999|DOUGLAS CO. COMMISSIONER      |1819 FARNAM  OMAHA, NE                  ||I
BORGESON|MARY ANN|99FIS00034|07/06/1999|NORWEST BANK                  |MILLARD BRANCH  OMAHA, NE               ||F
BORGESON|MARY ANN|99FIS00034|07/06/1999|1ST NATIONAL BANK             |OMAHA, NE                               ||F
BOURNE|PATRICK|99FIS00035|04/03/2000|STATE OF NEBRASKA             |                                        ||I
BOURNE|PATRICK|99FIS00035|04/03/2000|MUTUAL PROTECTIVE/MEDICO      |                                        ||I
BOURNE|PATRICK|99FIS00035|04/03/2000|MID CITY BANK                 |                                        ||F
BOURNE|PATRICK|99FIS00035|04/03/2000|METRO HEALTH SVC. CREDIT      |                                        ||F
BOURNE|PATRICK|99FIS00035|04/03/2000|NEBRASKA CLUB                 |                                        ||G
BRASHEAR|KERMIT|99FIS00037|03/29/2000|AG EDWARDS & SONS             |11404 W DODGE OMAHA NE                  ||I
BRASHEAR|KERMIT|99FIS00037|03/29/2000|BRASHEAR & GINN               |711 N 108TH CT OMAHA NE                 ||I
BRASHEAR|KERMIT|99FIS00037|03/29/2000|STATE OF NE                   |PO BOX 94664 LINCOLN NE                 ||I
BRASHEAR|KERMIT|99FIS00037|03/29/2000|TRANSWOOD CARRIERS INC        |PO BOX 189 OMAHA NE                     ||I
BRASHEAR|KERMIT|99FIS00037|03/29/2000|AKSARBEN FUTURE TRUST         |6800 MERCY RD #100 OMAHA NE             ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|DONORSTRUST                   |711 N 108 CT OMAHA NE                   ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|FIELDCREST PROPERTY CORP      |1302 S 101 ST #210 OMAHA NE             ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|HERMAN CORP                   |1302 S 101 # 210 OMAHA NE               ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|LUTHERAN MINISTRY FOUNDAT     |711 N 108TH COURT OMAHA NE              ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|HIGH DETAIL MAMMOGRAPHY       |4242 FARNAM #270 OMAHA NE               ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|QUESTREK TECHNOLOGIES         |5905 S 176TH ST OMAHA NE                ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|SIBEX CORP                    |1302 S 101 #210 OMAHA NE                ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|T.L.K. TRANSPORTATION         |526 CROWN POINT AVE OMAHA NE            ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|TRANSWOOD CARRIERS            |PO BOX 189 OMAHA NE                     ||B
BRASHEAR|KERMIT|99FIS00037|03/29/2000|SECURITY NATIONAL BANK        |32500 FARNAM OMAHA NE                   ||F
BRASHEAR|KERMIT|99FIS00037|03/29/2000|US BANK                       |1700 FARNAM ST OMAHA NE                 ||F
BRASHEAR|KERMIT|99FIS00037|03/29/2000|AG EDWARDS & SONS             |11404 W DODGE # 600 OMAHA NE            ||F
BRASHEAR|KERMIT|99FIS00037|03/29/2000|KERMIT A BRASHEAR TRUSTEE     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|MARY C HERMAN BATES TRUST     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|SARA BATES TRUST              |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|MARGUERITE BRASHEAR TRUST     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|BRASHEAR 711 TRUST            |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|GUILD LIQUIDATING TRUST       |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|GUILD MEMBER TRUST            |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|AMY HILL TRUST                |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|MICHAEL HERMAN TRUST          |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|R.L. HERMAN BUSINESS TRUS     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|R.L. HERMAN PENSION TRUST     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|R.L. HERMAN IRREOCABLE TR     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|R.M. HERMAN INSURANCE TRU     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|R.M. HERMAN TRUST             |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|ADAM JENSEN TRUST             |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|ANNE HERMAN JENSEN TRUST      |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|CHRISTOPHER A JENSEN TRUS     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|DAVID BENJAMIN JENSEN TRU     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|ELEASE JESSIE TRUST           |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|ELIZABETH MACVITTIE TRUST     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|MARY K MACVITTIE TRUST        |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|THOMAS J MCVITTIE TRUST       |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|WILLIS & DOROTHY MUNDT TR     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|ELIZABETN E SCHILTZ TRUST     |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|WILLIAM P SCHILTZ TRUST       |                                        ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|KENNETH & ALVINA SEIBERT      |TRUST                                   ||S
BRASHEAR|KERMIT|99FIS00037|03/29/2000|EARL D WOOD TRUST             |                                        ||S
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|BRUMBAUGH & QUANDAHL, P.C     |                                        ||I
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|U.S. ARMY RESERVES            |                                        ||I
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|OPPD - DIRECTOR               |                                        ||I
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|BRUMBAUGH & QUANDAHL, P.C     |                                        ||B
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|UNION PACIFIC CREDIT UNIO     |                                        ||B
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|U.S. BANK                     |72ND & DODGE  OMAHA, NE                 ||F
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|SAME AS REPORTED FOR 1998     |                                        ||F
BRUMBAUGH|KIRK|99FIS00040|06/29/1999|SAME AS REPORTED FOR 1998     |                                        ||S
LYNAM|THOMAS|99FIS00058|05/11/1999|SARPY CO. SURVEYOR            |1210 GOLDEN GATE DR.  PAPILLIO          ||I
LYNAM|THOMAS|99FIS00058|05/11/1999|AMERICAN NAT\'L. BANK OF S     |1401 SO. WASHINGTON ST.  PAPIL          ||F
LYNAM|THOMAS|99FIS00058|05/11/1999|TWENTIETH CENTURY             |                                        ||S
LYNAM|THOMAS|99FIS00058|05/11/1999|ULTRA INVESTMENT-IRA          |                                        ||S
LYNAM|THOMAS|99FIS00058|05/11/1999|PEBSCO                        |                                        ||S
LYNAM|THOMAS|99FIS00058|05/11/1999|SARPY CO. DEFERRED COMP.      |                                        ||S
LYNAM|THOMAS|99FIS00058|05/11/1999|SARPY CO. RETIREMENT FUND     |                                        ||S
HOEGER|MARK|99FIS00182|03/14/2000|NE ALLIANT FOR ANTS EDUCA     |5201 DAVENPORT OMAHA NE                 ||B
HOEGER|MARK|99FIS00182|03/14/2000|COMMERCIAL FEDERAL BANK       |OMAHA NE                                ||F
HOEGER|MARK|99FIS00182|03/14/2000|FIRST NATIONAL BANK           |OMAHA NE                                ||F
HOEGER|MARK|99FIS00182|03/14/2000|US BANK                       |OMAHA NE                                ||F
HOEGER|MARK|99FIS00182|03/14/2000|A.G. EDWARDS                  |OMAHA NE                                ||F
HOEGER|MARK|99FIS00182|03/14/2000|COMMERCIAL FEDERAL BANK       |OMAHA NE                                ||C
HOEGER|MARK|99FIS00182|03/14/2000|JOHN & KATHY HOEGER           |SIOUX FALLS SD                          ||G
HUTCHINGS|KYLE|99FIS00187|05/12/1999|ASSOC. ELECTRICAL SALES,      |2580 SO. 90TH ST.  OMAHA, NE            ||I
HUTCHINGS|KYLE|99FIS00187|05/12/1999|DOUGLAS CO. COMMISSIONER      |19TH & FARNAM ST.  OMAHA, NE            ||I
HUTCHINGS|KYLE|99FIS00187|05/12/1999|DIVINE SHEPHERD LUTH. CHU     |OMAHA, NE                               ||B
HUTCHINGS|KYLE|99FIS00187|05/12/1999|U.S. BANK                     |OMAHA, NE                               ||F
HUTCHINGS|KYLE|99FIS00187|05/12/1999|COMPARATOR SYSTEMS, INC.      |                                        ||S
EDQUIST|KEITH|99FIS00203|03/02/2000|HUSKER-HAWKEYE DISTRICT       |OMAHA NE                                ||I
EDQUIST|KEITH|99FIS00203|03/02/2000|CITY BANK & TRUST             |CRETE NE                                ||I
EDQUIST|KEITH|99FIS00203|03/02/2000|TEAM BANC                     |PAOLA KS                                ||I
EDQUIST|KEITH|99FIS00203|03/02/2000|EDQUIST PROPERTYS             |OMAHA NE                                ||I
EDQUIST|KEITH|99FIS00203|03/02/2000|CITY BANK & TRUST             |CRETE NE                                ||F
EDQUIST|KEITH|99FIS00203|03/02/2000|TEAM BANK                     |BELLEVUE NE                             ||F
FROST|JACK|99FIS00214|01/24/2000|MEGA CORP                     |12044 PACIFIC OMAHA NE                  ||I
FROST|JACK|99FIS00214|01/24/2000|METROPOLITAN UTILITIES DI     |1723 HARNEY ST OMAHA NE                 ||I
FROST|JACK|99FIS00214|01/24/2000|US WEST NEW VECTOR GROUP      |3350 161ST AVE SE BELLEBUE WA           ||I
FROST|JACK|99FIS00214|01/24/2000|UTILITIES EMPLOYEES C. U.     |3100 S 61 AVE OMAHA NE                  ||F
FROST|JACK|99FIS00214|01/24/2000|1ST UNION SEC                 |1125 S 103 ST STE 660 OMAHA NE          ||S
KRAFT|MARC|99FIS00224|02/01/2001|NATIONAL FURNITURE CO.        |801 S. 16TH                             ||I
KRAFT|MARC|99FIS00224|02/01/2001|LDME PARTNERHSIP              |601 N. 51                               ||I
KRAFT|MARC|99FIS00224|02/01/2001|CITY OF OMAHA                 |1819 FARNAM                             ||I
KRAFT|MARC|99FIS00224|02/01/2001|FIRST NATIONAL BANK OF        |16TH & DODGE                            ||F
KRAFT|MARC|99FIS00224|02/01/2001|PUTNAM MUTUAL FUNDS           |                                        ||S
KRAFT|MARC|99FIS00224|02/01/2001|MENTOR MUTUAL FUNDS           |                                        ||S
KRAFT|MARC|99FIS00224|02/01/2001|HOME DEPOT                    |                                        ||S
KRAFT|MARC|99FIS00224|02/01/2001|LEVEL 3 COMMUNICATIONS        |                                        ||S
LACEY|GARY|99FIS00228|04/02/2000|CORNHUSKER BANK               |                                        ||F
LACEY|GARY|99FIS00228|04/02/2000|ENTERPRISE BANK               |                                        ||F
LACEY|GARY|99FIS00228|04/02/2000|FIRST CHOICE CREDIT UNION     |                                        ||F
LACEY|GARY|99FIS00228|04/02/2000|FIRST FEDERAL LINCOLN         |                                        ||C
LACEY|GARY|99FIS00228|04/02/2000|LANCASTER COUNTY              |                                        ||I
LACEY|GARY|99FIS00228|04/02/2000|LINCOLN CHILD ADVOCACY        |                                        ||B
LACEY|GARY|99FIS00228|04/02/2000|NE CHILDREN & FAMILIES        |                                        ||B
LACEY|GARY|99FIS00228|04/02/2000|WINDSOR SQUARE CONDO          |                                        ||B
LACEY|GARY|99FIS00228|04/04/2000|LANCASTER COUNTY              |                                        ||I
LACEY|GARY|99FIS00228|04/04/2000|LINCOLN CHILD ADVOCACY        |                                        ||B
LACEY|GARY|99FIS00228|04/04/2000|NE CHILDREN & FAMILIES        |                                        ||B
LACEY|GARY|99FIS00228|04/04/2000|WINDSOR SQUARE CONDO          |                                        ||B
