Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description|unknownNumeric
MAXWELL FOR LEGISLATURE (NOW DOUGLAS COUNTY BOARD)|99CAC00438|01/24/2002|01/24/2001|50|O|NE BROADCASTERS ASSOC (MAN'S WATCH)     |2432
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|01/31/2011|05/26/2010|-328|A|E & A Consulting Check reissued|9501
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|01/31/2011|02/28/2010|328|A|E&A Consulting Check sent to campaign|9501
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|01/12/2005|11/22/2004|107|O|RETURN CHECK                            |2449
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|02/02/2004|12/17/2003|84.87|O|TRANSFER PREVIOUS COMMITTEE             |2443
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|01/19/2001|12/30/2000|-.2|C|ADJUSTMENT TO CHECK                     |2440
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|01/19/2001|12/30/2000|150|C|VOID CHECK FOR AMOUNT                   |2440
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|01/19/2001|12/29/2000|200|O|OFFICE SPACE DEPOSIT REFUND PAID BY DIAN|2440
DIANE BATTIATO FOR REGISTER OF DEEDS|99CAC00439|10/11/2000|10/02/2000|50|C|CHECK WAS VOIDED                        |2438
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|05/02/2005|04/18/2005|150.25|A|REFUND FOR ADJUSTMENT TO RENT|3614
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/07/2009|12/31/2008|82.63|O|Interest from checking account|5505
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2008|12/31/2007|177.46|O|interest from checking account|4637
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/23/2007|03/10/2006|4854.88|O|refund from media strategies|5575
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/23/2007|10/24/2005|53.87|O|refund from cox|5575
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/23/2007|07/06/2005|395.7|O|refund from cox communication|5575
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/23/2007|06/23/2005|667.16|O|deposit refund from qwest|5575
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|06/20/2005|04/29/2005|125.3|A|REFUND FOR AD|3753
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/15/2010|12/31/2009|6.26|O|interest from checking account|5684
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|06/20/2005|05/31/2005|293.8|A|REFUND-OVERPAID LAST BILL|3753
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|06/20/2005|05/31/2005|271.59|A|REFUND-BULK MAILING ACCOUNT|3753
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|06/20/2005|05/22/2005|20|A|REFUND|3753
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|08/01/2001|155.41|C|REFUND S. OMAHA QWEST                   |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|08/01/2001|261.49|C|REFUND DEPOSIT MAIN QWEST               |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|07/23/2001|222.6|C|REFUND DEPOSIT MAIN QWEST               |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|06/29/2001|643.06|C|REFUND DEPOSIT S. OMAHA QWEST           |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|06/29/2001|1980.39|C|REFUND FROM QWEST                       |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|10/29/2001|600|C|2 PC PURCHASED BY MISSOURI RIVER TITLE  |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|06/29/2001|740|C|2 PC & 1 PRINTER PURCHASED BY MISSOURI R|2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|10/02/2001|11.71|C|CREDIT FROM MUD                         |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|01/29/2002|10/11/2001|28.9|C|CREDIT FROM ALLTEL                      |2470
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|06/25/2001|06/18/2001|1292.03|C|RFUNDS FROM QWEST FOR DEPOSTS PHONE LINE|2469
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|06/25/2001|06/08/2001|4.01|C|REFUND FROM POSTMASTER FOR BALANCE IN AC|2469
MICHAEL G. FAHEY FOR MAYOR|99CAC00442|03/28/2001|03/01/2001|25|C|CK RTD BY BANK FOR INSUFF FUNDS         |2467
DOUG CUNNINGHAM FOR LEGISLATURE|99CAC00448|01/24/2005|12/31/2004|142.73|C|REIMBURSEMENT TO CAMPAIGN FOR GIFTS     |2496
DOUG CUNNINGHAM FOR LEGISLATURE|99CAC00448|01/27/2004|12/31/2003|28.8|O|MILEAGE CHECK UNCASHED FOR 2000 ELECTION|2495
DOUG CUNNINGHAM FOR LEGISLATURE|99CAC00448|01/29/2002|01/20/2001|100|O|REIMBURSEMENT OF CONVENTION REGIS FEE   |2488
DOUG CUNNINGHAM FOR LEGISLATURE|99CAC00448|01/17/2001|12/31/2000|100|C|PARTIAL REFUND FROM NE STATE REPUBLICAN |2487
JIM MONAHAN FOR CITY COUNCIL|99CAC00467|05/15/2001|05/30/2001|191|C|VOIDED CHECK                            |2518
JIM MONAHAN FOR CITY COUNCIL|99CAC00467|05/15/2001|04/19/2001|-20|C|STOP PAYMENT FEE                        |2518
JIM MONAHAN FOR CITY COUNCIL|99CAC00467|05/15/2001|04/01/2001|462|C|LOST CHECK TO VENDOR                    |2518
JIM MONAHAN FOR CITY COUNCIL|99CAC00467|05/15/2001|04/10/2001|150.01|C|REFUND FROM OMAHA WORLD HERALD          |2518
BRESLOW FOR REGENT COMMITTEE|99CAC00468|01/11/2002|02/15/2001|166|O|REFUND OF OVERPYMT - NE PRESS AD SVCS   |2527
BRESLOW FOR REGENT COMMITTEE|99CAC00468|01/11/2002|02/15/2001|62.5|O|REFUND OF OVERPYMT ADVERTISING COX CABLE|2527
BRESLOW FOR REGENT COMMITTEE|99CAC00468|06/19/2000|06/02/2000|79.59|C|REFUND FROM NE PRESS ADVERTISING        |2523
FOLEY FOR THE PEOPLE - STATE AUDITOR|99CAC00470|01/10/2011|12/15/2010|4727.47|A|Trans from Investments to Cash on Hand|8804
FOLEY FOR THE PEOPLE - STATE AUDITOR|99CAC00470|06/22/2004|05/26/2004|72.82|C|REIMBURSED FOR THE COST OF CAMPAIGN ENVE|2541
PHIL ODOM FOR LEGISLATURE|99CAC00474|06/20/2000|04/18/2000|50|C|CHECK #1013 TO BEN NELSON ,RETURNED     |2222
DAVIS FOR EDUCATION|99CAC00476|03/01/2001|11/23/2000|14.02|C|DONATION TO CHURCH REMAINING CAMPAIGN FU|2588
DAVIS FOR EDUCATION|99CAC00476|10/11/2000|10/03/2000|9.07|C|DEBIT CHARGE FOR OTOE CITY BANK         |2586
NEWELL FOR REGISTER OF DEEDS|99CAC00479|02/02/2004|12/31/2003|178.92|C|BANK FEES FOR INACTIVE ACCT             |2605
COMMITTEE TO ELECT MARGARET HORNADY|99CAC00488|01/10/2006|12/29/2005|50|A|UNEXPENDED FUNDS TRANSFERRED TO MARGARET|3875
JOHNSON FOR REGENT|99CAC00490|01/10/2001|12/31/2000|167.36|C|BAL OF FUNDS:AMERICAN DIABETES ASSOC.   |2571
COMMITTEE FOR BETTER JOBS & SAFER NEIGHBORHOODS|99BQC00043|06/08/2000|04/21/2000|700|O|DONATIONS NOT OVER $250 PER DONATION    |31
TIM POTTER ELECTION COMMITTEE|99CAC00497|01/17/2007|11/29/2006|28|A|refund of service charges|5114
FAMILIES FOR BURCAW|99CAC00675|10/04/2004|03/12/2004|.74|C|PAYPAL TEST DEPOSIT TO ACTIVATE ACCT    |3447
COMMITTEE TO ELECT JOHN T. GREEN|99CAC00679|01/10/2005|01/24/2005|120|C|SOLD COMPUTER AND PRINTER               |3465
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|99CAC00686|01/27/2012|03/08/2011|700|O|REIMBURSEMENT OF DUPLICATE PAYMENT TO LAVON HEIDEMANN FOR 2010 UNL FOOTBALL TICKETS|12025
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|99CAC00686|01/27/2012|03/08/2011|200|O|REIMBURSEMNT FOR CAMPAIGN CONTRIBUTION MADE TO COUNTY COMMISSIONERS IN 2010|12025
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|99CAC00686|01/25/2011|02/12/2010|46|A|REIMBURSEMENT FROM INDIVIDUALS FOR 2009 UNL FOOTBALL TICKETS |9281
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|99CAC00686|10/03/2008|07/05/2008|-1000|A|Contributions returned, see Schedule B|5697
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|01/03/2006|12/31/2005|105.79|A|Transfer remaining funds to PSC campaign|3716
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|06/21/2005|05/10/2005|87.51|O|REFUND POSTAGE - UNIONIST PRINT|3538
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|06/21/2005|05/17/2005|1600|O|REFUND OVERCHARGE- RMA, INC.|3538
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|06/21/2005|06/05/2005|7.43|O|INTEREST EARNED ON CHECKING ACCOUNT|3538
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|05/03/2005|04/05/2005|35.18|O|INTEREST ON CHECKING ACCOUNT |3617
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|03/30/2005|03/21/2005|50.6|O|INTEREST ON CHECKING ACCOUNT|3276
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|06/21/2005|05/05/2005|25.46|O|INTEREST EARNED ON CHECKING ACCOUNT|3538
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|03/10/2005|02/04/2005|73.91|O|INTEREST PAID BY SECURITY NATIONAL BANK|3610
ANNE BOYLE FOR CITY COUNCIL|99CAC00691|01/27/2005|12/03/2004|56.16|O|INTEREST PAID BY SECURITY NATIOAL BANK  |3470
SCHWOPE FOR NRD|99CAC00694|01/12/2005|12/31/2004|-.52|C|ORIGINAL START BALANCE                  |3478
YES ON STREETS AND TRAILS|99BQC00096|09/07/2004|08/18/2004|14|C|BANK CHARGE                             |376
YES ON AMENDMENT 3|99BQC00097|01/27/2006|01/04/2005|136|O|RESTONE MEDIA  - REFUND KDUH|3889
YES ON AMENDMENT 3|99BQC00097|01/27/2006|02/18/2005|1946.5|O|REDSTONE MEDIA - REFUND KXVO|3889
YES ON AMENDMENT 3|99BQC00097|01/27/2006|02/08/2005|765|O|RESTONE MEDIA - REFUND KHGI|3889
YES ON AMENDMENT 3|99BQC00097|01/27/2006|02/18/2005|284.75|O|REDSTONE MEDIA - REFUND KPTM|3889
YES ON AMENDMENT 3|99BQC00097|01/27/2006|02/08/2005|12379.42|O|CHARTER MEDIA - REFUND OVERPAYMENT|3889
YES ON AMENDMENT 3|99BQC00097|01/27/2006|01/04/2005|170.81|O|ALLTEL REFUND|3889
YES ON AMENDMENT 3|99BQC00097|01/11/2005|12/27/2004|146.74|O|REDSTONE MEDIA - REFUND KMTV|380
YES ON AMENDMENT 3|99BQC00097|01/11/2005|12/27/2004|299.2|O|REDSTONE MEDIA - REFUND KSTF|380
YES ON AMENDMENT 3|99BQC00097|01/11/2005|12/27/2004|170.85|O|REDSTONE MEDIA - REFUND COX COMMUNICATIO|380
YES ON AMENDMENT 3|99BQC00097|01/11/2005|12/27/2004|85.75|O|TIMEWARNER CABLE - REFUND OVER PYMT     |380
YES ON AMENDMENT 3|99BQC00097|01/11/2005|12/09/2004|14.5|O|CHASE CTY CLERK-REFUND ABSENTEE NAME COL|380
YES ON AMENDMENT 3|99BQC00097|01/11/2005|12/09/2004|609.82|O|US POSTMASTER-REFUND OF POSTAGE OVERPYMT|380
YES ON AMENDMENT 3|99BQC00097|01/11/2005|11/08/2004|1191.01|O|GOODKIND-REFUND OF POSTAGE OVERPYMT     |380
YES ON AMENDMENT 3|99BQC00097|10/25/2004|09/30/2004|.3|C|REIMBURSEMENT TO CHRIS LONGLY - ADJ 1ST |379
CITIZENS AGAINST A TOTAL BAN|99BQC00098|01/11/2005|12/31/2004|.5|C|ACCOUNTING ERROR                        |252
CITIZENS FOR PUBLIC SAFETY|99BQC00100|12/28/2005|12/16/2005|-2.5|O|WELLS FARGO BANK ACCOUNT FEES|3681
CITIZENS FOR PUBLIC SAFETY|99BQC00100|12/28/2005|11/17/2005|-5|O|WELLS FARGO BANK ACCOUNT FEES|3681
CITIZENS FOR PUBLIC SAFETY|99BQC00100|12/28/2005|11/08/2005|30|O|CONTRIBUTION RECEIVED FROM INDIVIDUAL|3681
GNADT'S NPPD CAMPAIGN COMMITTEE|99CAC00703|10/21/2004|05/13/2004|34.42|C|REFUND OF OVERPAYMENT TO KEARNEY HUB    |3499
BRUCE LEAR FOR CITY COUNCIL|99CAC00706|01/25/2007|12/31/2006|1177.48|O|Transfer to Investment Account|5169
THE COMMITTEE TO ELECT MARY SUE OFFERJOST|99CAC00707|01/12/2005|12/29/2004|-287.93|O|BALANCE OF CAMPAIGN CHECKING ACCOUNT RET|3505
SLOBOTSKI FOR METRO BOARD COMMITTEE|99CAC00708|01/12/2005|01/10/2005|73.47|C|RETURN CONTRIBUTON  TO JEFF SLOBOTSKI   |3507
FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)|99CAC00709|12/11/2008|10/24/2008|200|A|Refund of overpayment to Lois Headrick|5385
FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)|99CAC00709|12/11/2008|05/13/2008|50|A|Phone purchase rebate from Verizon Wirel|5385
FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)|99CAC00709|01/30/2007|01/01/2006|6893.31|A|Prior period error correction See attach|5769
ROBIN ESCHLIMAN FOR CITY COUNCIL|99CAC00712|01/05/2010|05/09/2009|100|A|event held-depst back in accnt. May 09 |6273
ROBIN ESCHLIMAN FOR CITY COUNCIL|99CAC00712|01/05/2011|03/11/2010|100|A|check returned to Duane Acklie|8643
LINCOLN LIAISON COMMITTEE( DISSOLVED 2005) |05BQC00104|05/06/2005|05/05/2005|86.91|A|CASHIERS CHECK TO AMERICAN HEART ASSOCIA|3627
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/15/2008|12/31/2007|106.99|A|Add back voided ck 1025 dtd 9-11-05|4569
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/15/2008|12/31/2007|588.71|A|Add back voided ck 1468 dtd 10-25-06|4569
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/15/2008|12/31/2007|1561.23|A|Add back voided ck 1555 dtd 12-22-06|4569
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/15/2008|01/02/2007|.06|A|Clearing error on ck # 1544 dtd 12-22-06|4569
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/15/2008|12/19/2007|.01|A|Clearing error on ck # 1919 dtd 12-13-07|4569
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|10/10/2006|10/03/2006|12601.57|O|CORRECTION OF PRIOR PERIOD CASH BALANCE |4740
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/31/2006|11/15/2005|30|A|REBATE FOR COPIER|3731
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/29/2010|12/30/2009|170|A|unidentifed variance|6922
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/29/2010|12/31/2009|281471.4|A|redeem mature us bank cds|6922
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/29/2010|12/29/2009|300|A|void/reissue check 2059|6922
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/31/2006|10/17/2005|200|A|STATE FAIR DEPOSIT REFUND|3731
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/31/2006|09/13/2005|50|A|REBATE FOR PRINTER|3731
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|01/16/2007|11/29/2006|-399.95|O|CONTESTED BANK CHARGE|4997
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/31/2006|12/14/2005|64|A|POSTMASTER CLOSED BOX IN GRAND ISLAND|3709
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/31/2006|11/21/2005|176.41|A|QWEST REFUND GRAND ISLAND OFFICE|3709
TOM OSBORNE FOR GOVERNOR |05CAC00727|03/07/2007|02/06/2007|60|A|refund from po box|4411
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|362|A|REPLACE CHECK TO AURORA NEWS|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|330|A|CHECK TO AURORA NEWS VOIDED & REPAID 362|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|500|A|SALE OF COMPUTER|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|600|A|SALE OF COMPUTER, FAX, FURNITURE|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|1200|A|SALE OF COMPUTER|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|500|A|SALE OF COMPUTER|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|1647.3|A|REFUND TV MEDIA BUYS - DAVID & ASSOCIATE|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/13/2006|66229.48|A|REFUND MEDIA BUYS - DAVID & ASSOCIATES|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/07/2006|17.36|A|REFUND NEWSPAPER SUBSCRIPTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/07/2006|5.36|A|REFUND NEWSPAPER SUBSCRIPTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/07/2006|100|A|SALE OF OFFICE DESK|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|06/07/2006|65|A|SALE OF PRINTER|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|1000|A|RETURN CONTRIBUTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|1000|A|RETURN CONTRIBUTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|1000|A|RETURN CONTRIBUTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|1000|A|RETURN CONTRIBUTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|1000|A|RETURN CONTRIBUTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|150|A|RETURN CONTRIBUTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|1000|A|RETURN CONTRIBUTION|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/31/2006|22.5|A|RETURN CONTRIBUTION DESIGNATED GENERAL |6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|06/19/2006|05/22/2006|740|A|SALE OF CAMPAIGN COMPUTER|6315
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/31/2006|12/27/2005|89.78|A|ALLTEL REFUND (877) NUMBER|3709
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/31/2006|12/16/2005|50|A|OFFICE MAX REBATE FOR PRINTER|3709
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/31/2006|11/21/2005|56.49|A|ALLTEL REFUND GRAND ISLAND OFFICE|3709
TOM OSBORNE FOR GOVERNOR |05CAC00727|05/01/2006|04/14/2006|20|A|REBATE FOR USB MEMORY CARD|4077
TOM OSBORNE FOR GOVERNOR |05CAC00727|04/10/2006|01/26/2006|4.46|A|REFUND FROM ALLTEL|4183
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|12/31/2006|1245|A|Outstanding checks-Credited back to acct|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|12/30/2006|122|A|Bank error-Credited to acct-Home Federal|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|12/12/2006|135|A|Sale of office furn-Lory Cappel, McCook |5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|12/12/2006|20|A|Purchase of furn-Lory Cappel, McCook NE|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|12/08/2006|200|A|Sale GI office furn-Barb Cooksley |5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|11/15/2006|908.84|A|Sale of computer-Scott McFall, Lincoln|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|10/02/2006|200|A|Sale of computer-Matt Hastings, Lincoln|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|10/02/2006|300|A|Sale of computers-Matt Hastings, Lincoln|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|09/12/2006|100|A|Sale of books-Pat Loontjer, Omaha, NE|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|09/07/2006|1880.29|A|Refund-media buys David & Asso, Hastings|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|08/28/2006|146.02|A|Refund-cell phones-Sprint, Kansas City, |5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|08/16/2006|348.35|A|Refund-Alltel phone close account|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|08/16/2006|76.55|A|Refund-Time Warner Cable|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|08/01/2006|193.7|A|Refund-phone service-QWest, Seattle WA|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|08/01/2006|328.27|A|Refund-media buys David & Asso, Hastings|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|07/17/2006|415|A|Sale of computers-Scott McFall, Lincoln |5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|07/11/2006|120|A|Sale of books-Pat Loontjer, Omaha, NE|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|07/11/2006|24814.16|A|Refund-media buys David & Asso, Hastings|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|06/25/2006|181.4|A|Refund-close BMR account-US Postmaster|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|06/25/2006|505.75|A|Refund-media buys David & Asso, Hastings|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|06/25/2006|4917.25|A|Refund-media buys David & Asso, Hastings|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|06/25/2006|5978.07|A|Refund-media buys David & Asso, Hastings|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|06/25/2006|995.38|A|Refund-media buys David & Asso, Hastings|5174
TOM OSBORNE FOR GOVERNOR |05CAC00727|01/29/2007|06/25/2006|2314.43|A|Refund media buys David & Asso, Hastings|5174
CITIZENS FOR BEUTLER |05CAC00724|01/31/2011|10/01/2010|1000|A|DONATION RETURNED|9522
CITIZENS FOR BEUTLER |05CAC00724|01/31/2011|09/01/2010|1000|A|DONATION|9522
CITIZENS FOR BEUTLER |05CAC00724|01/30/2008|08/03/2007|18.43|A|Refund from Time Warner Cable|5603
GREG ADAMS FOR LEGISLATURE|05CAC00729|10/10/2006|10/03/2006|-46.6|A|ADJ. FOR ERROR IN CASH EXPENDITURES|6026
GREG ADAMS FOR LEGISLATURE|05CAC00729|10/30/2006|10/23/2006|-250|A|RETURNED CONTRIBUTION|5465
CITIZENS FOR PUBLIC SAFETY (2005)|05BQC00115|12/28/2005|12/16/2005|32.45|A|WELLS FARGO BANK FEES|2722
SHANE OSBORN FOR STATE TREASURER|05CAC00738|01/31/2008|10/09/2007|4601|O|reverse deposit to correct error|5738
SHANE OSBORN FOR STATE TREASURER|05CAC00738|01/31/2008|09/14/2007|4601|O|bank error deposit wrong account|5738
SHANE OSBORN FOR STATE TREASURER|05CAC00738|01/31/2008|04/02/2007|4601|O|reverse deposit to correct error|5738
SHANE OSBORN FOR STATE TREASURER|05CAC00738|01/31/2008|08/31/2007|257.1|O|candidate reimburse account|5738
SHANE OSBORN FOR STATE TREASURER|05CAC00738|01/31/2008|08/17/2007|257.1|O|debit campaign account|5738
SHANE OSBORN FOR STATE TREASURER|05CAC00738|06/19/2006|05/16/2006|166.74|A|CANDIDATE REIMBURSEMENT|5855
SHANE OSBORN FOR STATE TREASURER|05CAC00738|01/31/2008|03/08/2007|4601|O|bank error wrong account|5738
SHANE OSBORN FOR STATE TREASURER|05CAC00738|10/10/2006|06/14/2006|166.74|A|CANDIDATE OVERREIMBURSED|6035
SHANE OSBORN FOR STATE TREASURER|05CAC00738|04/10/2006|01/05/2006|550|A|RETURNED DOUBLE PAYMENT JEFF NICOLA|3960
CONRAD FOR LEGISLATURE|05CAC00744|02/02/2012|01/10/2011|583.33|A|usps reimbursement|12309
CONRAD FOR LEGISLATURE|05CAC00744|01/31/2008|09/12/2007|500|A|returned contribution to ameritas|4752
CONRAD FOR LEGISLATURE|05CAC00744|01/31/2008|09/11/2007|500|A|returned lincoln firefighters pac|4752
CONRAD FOR LEGISLATURE|05CAC00744|01/31/2008|02/07/2007|802|A|returned ne state afl-cio |4752
CONRAD FOR LEGISLATURE|05CAC00744|02/01/2010|09/15/2009|125|A|rebate on telephone purchased|7129
CONRAD FOR LEGISLATURE|05CAC00744|02/01/2010|12/31/2009|250|A|rec from medco health on 12-31-08|7129
KASCHKE FOR LEGISLATURE (NOW KASCHKE FOR MAYOR)|05CAC00745|02/05/2008|03/07/2007|2572.19|O|returned to contributors|4767
COMMITTEE TO ELECT KERRY WINTERER|05CAC00746|12/26/2007|12/20/2007|3560.63|A|Transfer- Winterer-State Board of Educ. |5437
RONALD A. RUFF FOR LEGISLATURE|05CAC00748|07/20/2007|09/27/2006|16.22|O|refund from NE Publishing, advertising|5551
RONALD A. RUFF FOR LEGISLATURE|05CAC00748|07/20/2007|06/30/2006|100|O|The check was returned, City of No Platt|5551
RONALD A. RUFF FOR LEGISLATURE|05CAC00748|06/21/2006|05/26/2006|1500|O|GOLDENROD PRINTING OF LINCOLN NE|6475
SORRENTINO FOR LEGISLATURE|05CAC00758|01/19/2006|10/05/2005|13.95|A|BANK CHARGE|3724
SORRENTINO FOR LEGISLATURE|05CAC00758|10/27/2006|10/06/2006|493|A|refund liturgical publications|5464
KENT ROGERT FOR LEGISLATURE|05CAC00760|01/11/2011|10/27/2010|-1905.94|A|adj. line 18 1st & 2nd General reports|8948
KENT ROGERT FOR LEGISLATURE|05CAC00760|01/11/2011|10/26/2010|-100|A|return contribution dealer pac|8948
KENT ROGERT FOR LEGISLATURE|05CAC00760|01/11/2011|10/26/2010|-1000|A|return contribution Financial Advisors|8948
KENT ROGERT FOR LEGISLATURE|05CAC00760|10/25/2010|10/18/2010|-100|A|return to contribution toNe Dealer PAC|8087
KENT ROGERT FOR LEGISLATURE|05CAC00760|10/25/2010|10/18/2010|-1000|A|ne association of Independent financial |8087
DAVID HAHN FOR GOVERNOR|05CAC00761|01/28/2008|12/31/2007|23.51|O|math error|4982
DAVID HAHN FOR GOVERNOR|05CAC00761|01/28/2008|02/23/2007|155.25|O|refund from time warner cable|4982
