Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Microfilm Number|Contributor Name
JAMES T. GLEASON, PC|99CON06297|10/09/2002|99CAC00207|09/30/2002|250|6450027|MIKE JOHANNS FOR GOVERNOR
ISLE OF CAPRI CASINOS, INC.|99CON06372|10/28/2002|99CAC00581|08/28/2002|2000|6460227|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
MSI SYSTEM INTEGRATORS|99CON06373|10/15/2002|99CAC00581|09/16/2002|250|6450099|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
D.K. AND B. CONSTRUCTION SPECIALTIES, INC|99CON06376|10/15/2002|99CAC00581|09/30/2002|1000|6450085|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
HORIZONTAL BORING & TUNNELING|99CON06385|11/01/2002|99CAC00594|09/18/2002|350|6460224|DAVE BIBA FOR LEGISLATURE DISTRICT 32
HORIZONTAL BORING & TUNNELING|99CON06385|04/08/2004|99PPC00002|03/19/2004|500|6770209|NE REPUBLICAN PARTY
COMMERCIAL CONSTRUCTION, INC.|99CON06386|10/29/2002|99CAC00594|09/27/2002|400|6460218|DAVE BIBA FOR LEGISLATURE DISTRICT 32
KEYSTONE DESIGN CENTER, INC.|99CON06429|01/06/2003|99CAC00201|08/30/2002|320|6480224|DUNNING FOR SHERIFF
UBS GLOBAL ASSET MANAGEMENT, INC.|99CON06477|11/01/2002|99CAC00207|10/29/2002|5000|6460247|MIKE JOHANNS FOR GOVERNOR
COLUMBUS SALES PAVILION|99CON06489|02/03/2003|99CAC00619|10/21/2002|500|6510035|ARNOLD STUTHMAN CAMPAIGN FUND
SOUTH SARPY 46 EDUCATION ASSN|99CON06500|02/05/2003|99BQC00079|02/07/2002|300|6510052|VOTE 4 DISTRICT 46
SOUTH SARPY 46 EDUCATION ASSN|99CON06500|02/05/2003|99BQC00079|02/15/2002|320|6510052|VOTE 4 DISTRICT 46
SOUTH SARPY 46 EDUCATION ASSN|99CON06500|02/05/2003|99BQC00079|09/06/2002|300|6510052|VOTE 4 DISTRICT 46
SOUTH SARPY 46 EDUCATION ASSN|99CON06500|02/05/2003|99BQC00079|09/09/2002|70|6510052|VOTE 4 DISTRICT 46
GREENBURG'S FRUIT CO|99CON06553|11/18/2002|99BQC00077|10/18/2002|500|6470173|YES FOR OPS KIDS COMMITTEE
DAEDALUS CONSTRUCTION CO.|99CON06555|11/05/2002|99BQC00078|10/09/2002|1500|6470071|NEIGHBORS VOTING NO ON CITY CHARTER AMENDMENT
DAEDALUS CONSTRUCTION CO.|99CON06555|02/03/2005|99CAC00548|01/14/2005|250|6920096|DAN WELCH FOR CITY COUNCIL
DAEDALUS CONSTRUCTION CO.|99CON06555|03/08/2005|99CAC00224|01/01/2005|500|0      |MARC KRAFT ELECTION COMMITTEE
MCCARTHY CAPITAL CORPORATION|99CON06556|11/05/2002|99BQC00078|10/10/2002|750|6470083|NEIGHBORS VOTING NO ON CITY CHARTER AMENDMENT
MCCARTHY CAPITAL CORPORATION|99CON06556|07/31/2003|99PAC00092|10/01/2002|1750|6630144|NEBRASKA-PAC
ALFORD OIL COMPANY|99CON06570|10/30/2002|99CAC00060|10/18/2002|300|6460213|MCCALLISTER FOR DOUGLAS COUNTY BOARD
REAL ESTATE SERVICES|99CON06584|12/27/2002|99CAC00072|11/01/2002|250|6480026|ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR
ADVANTAGE FOOD EQUIPMENT SYSTEM|99CON06601|12/30/2002|99CAC00568|10/02/2002|500|6480080|TAXPAYERS FOR MILLS
LAIDLAW|99CON06603|11/12/2002|99BQC00077|10/30/2002|2500|6470140|YES FOR OPS KIDS COMMITTEE
NEBRASKA INDEPENDENT COMMUNITY BANKERS|99CON06606|11/05/2002|99BQC00080|10/28/2002|1000|0      |COMMITTEE FOR AMENDMENT 2
SHAKOPEE MDEWAKANTON SIOUX COMMUNITY|99CON06609|11/12/2002|99CAC00581|10/23/2000|1000|6470145|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
HO-CHUNK, INC.|99CON06652|02/12/2003|99CAC00581|10/31/2002|500|6510082|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
HO-CHUNK, INC.|99CON06652|04/02/2004|99PPC00003|03/29/2004|1000|6770024|NE DEMOCRATIC PARTY
AMBASSADOR REAL ESTATE|99CON06664|06/23/2004|99CAC00553|12/08/2003|250|6820121|GALE FOR SECRETARY OF STATE
GALLUP ORGANIZATION, THE|99CON06748|03/04/2005|99PAC00092|02/17/2005|2000|6940001|NEBRASKA-PAC
BAER ADMINISTRATIVE SERVICES|99CON06749|02/28/2003|99BQC00069|09/01/2002|39605.53|6520027|NEBRASKANS FOR LOCAL CONTROL(DISSOLVED)
PEPSI BOTTLING GROUP, INC|99CON06758|02/02/2003|99BQC00077|11/08/2002|5000|6510154|YES FOR OPS KIDS COMMITTEE
HOULTON ENTERPRISES, INC.|99CON06790|01/11/2005|99CAC00548|12/21/2004|500|6900172|DAN WELCH FOR CITY COUNCIL
CARPENTER MOTORS|99CON06818|05/19/2003|99CAC00542|01/29/2003|500|6620024|FRIENDT FOR OUR FUTURE
CARPENTER MOTORS|99CON06818|05/19/2003|99CAC00542|05/12/2003|500|6620024|FRIENDT FOR OUR FUTURE
SILVER CREEK INVESTMENTS|99CON06819|03/10/2003|99CAC00542|02/28/2003|500|6540164|FRIENDT FOR OUR FUTURE
PELLA PRODUCTS OF OMAHA & LINC|99CON06822|03/11/2003|99CAC00542|02/19/2003|1000|6540161|FRIENDT FOR OUR FUTURE
PELLA PRODUCTS OF OMAHA & LINC|99CON06822|01/26/2005|99BQC00101|01/01/2005|1000|6910184|CITIZENS FOR MILLARD PUBLIC SCHOOLS (2005)
JACOBS FACILITIES, INC.|99CON06851|04/04/2003|99BQC00077|02/01/2003|5000|6600133|YES FOR OPS KIDS COMMITTEE
DORY, INC.|99CON06863|04/10/2003|99CAC00542|03/11/2003|500|6600201|FRIENDT FOR OUR FUTURE
DORY, INC.|99CON06863|06/30/2003|99CAC00385|04/21/2003|500|6630036|ANNETTE MCROY FOR CITY COUNCIL
KABREDLO'S PROPERTY, INC.|99CON06864|04/11/2003|99CAC00542|03/19/2003|2500|6600211|FRIENDT FOR OUR FUTURE
KABREDLO'S PROPERTY, INC.|99CON06864|05/13/2003|99CAC00641|04/24/2003|250|6610230|BECK FOR CITY COUNCIL
NE RETAIL VENTURES, LLC|99CON06865|04/11/2003|99CAC00542|03/19/2003|2500|6600218|FRIENDT FOR OUR FUTURE
JEO CONSULTING GROUP INC|99CON06872|04/18/2003|99BQC00064|03/25/2003|400|6610006|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)
JOHN DAUBERT INSURANCE|99CON06907|05/09/2003|99CAC00542|04/05/2003|500|6610183|FRIENDT FOR OUR FUTURE
MCCOMBS REALTY INC|99CON06908|05/12/2003|99CAC00542|05/12/2003|1000|6610234|FRIENDT FOR OUR FUTURE
WEST 'O' STREET AREA ASSOCIATION|99CON06913|05/13/2003|99CAC00641|04/30/2003|1000|6610245|BECK FOR CITY COUNCIL
REINECKE MOTOR COMPANY|99CON06915|05/12/2003|99BQC00084|04/30/2003|300|6610240|COMMUNITY UNITED FOR EDUCATION
FIRST NATIONAL BANK (SCHUYLER)|99CON06916|05/12/2003|99BQC00084|04/30/2003|500|6610221|COMMUNITY UNITED FOR EDUCATION
EXCEL CORPORATION|99CON06917|06/09/2003|99BQC00084|05/07/2003|1000|6620197|COMMUNITY UNITED FOR EDUCATION
QC SUPPLY|99CON06918|06/10/2003|99BQC00084|05/09/2003|500|6620204|COMMUNITY UNITED FOR EDUCATION
SCHUYLER PTA|99CON06919|06/09/2003|99BQC00084|05/14/2003|250|6620206|COMMUNITY UNITED FOR EDUCATION
RAUNER & ASSOCIATES INC.|99CON06923|01/15/2004|99PPC00003|05/15/2003|500|6650211|NE DEMOCRATIC PARTY
RENT-A-CENTER|99CON07010|03/29/2004|99CAC00562|05/08/2003|500|6770030|BRUNING FOR ATTORNEY GENERAL
RENT-A-CENTER|99CON07010|03/29/2004|99CAC00562|12/18/2003|1000|6770030|BRUNING FOR ATTORNEY GENERAL
THE SERVICEMASTER COMPANY|99CON07012|05/05/2004|99CAC00562|01/16/2003|2500|6800039|BRUNING FOR ATTORNEY GENERAL
DON PETERSON & ASSOCIATES|99CON07014|01/28/2004|99BQC00085|05/22/2003|1000|6670054|AQUATIC PARK
DON PETERSON & ASSOCIATES|99CON07014|08/16/2004|99BQC00085|08/13/2004|500|6830233|AQUATIC PARK
MIDWEST LABORATORIES|99CON07035|12/21/2004|99CAC00651|09/28/2004|1000|6890024|NEBRASKANS FOR NABITY
OMAHA INSURANCE SERVICES|99CON07063|03/08/2004|99PPC00024|06/13/2003|300|6720006|DOUGLAS COUNTY REPUBLICAN PARTY
PROFESSIONAL CHOICE RECOVERY|99CON07068|09/01/2004|99CAC00647|08/04/2004|250|6840066|MIKE FLOOD FOR LEGISLATURE
HESSE'S INC.|99CON07081|03/04/2005|99CAC00448|01/31/2005|500|6940005|DOUG CUNNINGHAM FOR LEGISLATURE
BUILDER'S WAREHOUSE|99CON07109|03/04/2004|99BQC00089|02/02/2004|250|6700180|QUALITY SCHOOLS FOR KIDS
ADVANCED GAMING TECHNOLOGIES,|99CON07172|02/11/2004|99BQC00090|01/09/2004|20000|6680114|KEEP THE MONEY IN NEBRASKA COMMITTEE, INC
ADVANCED GAMING TECHNOLOGIES,|99CON07172|05/03/2004|99BQC00090|04/12/2004|20000|6800017|KEEP THE MONEY IN NEBRASKA COMMITTEE, INC
ADVANCED GAMING TECHNOLOGIES,|99CON07172|07/08/2004|99BQC00090|06/01/2004|10000|6820204|KEEP THE MONEY IN NEBRASKA COMMITTEE, INC
ADVANCED GAMING TECHNOLOGIES,|99CON07172|09/21/2004|99BQC00090|07/22/2004|20000|6840196|KEEP THE MONEY IN NEBRASKA COMMITTEE, INC
ADVANCED GAMING TECHNOLOGIES,|99CON07172|09/21/2004|99BQC00090|09/01/2004|30000|6840196|KEEP THE MONEY IN NEBRASKA COMMITTEE, INC
JAMES E. BACHMAN, PC|99CON07266|06/16/2004|99CAC00646|11/03/2003|500|6810243|COMMITTEE TO ELECT STU DORNAN
W-M FARMS, INC|99CON07272|02/08/2005|99CAC00442|06/09/2004|500|6930014|MICHAEL G. FAHEY FOR MAYOR
FALCONE BUILDERS & DEVELOPERS|99CON07277|02/04/2005|99CAC00548|12/13/2004|1000|6920099|DAN WELCH FOR CITY COUNCIL
AGROW, INC.|99CON07304|03/17/2004|99PPC00002|10/01/2003|1000|6730083|NE REPUBLICAN PARTY
AGROW, INC.|99CON07304|11/10/2004|99PPC00002|10/08/2004|500|6880030|NE REPUBLICAN PARTY
SIBBERNSEN & STRIGENZ, PC|99CON07318|01/27/2005|99CAC00439|10/13/2004|500|6910182|DIANE BATTIATO FOR REGISTER OF DEEDS
COCA-COLA BOTTLING - GI|99CON07377|07/15/2004|99BQC00089|01/28/2004|500|6830007|QUALITY SCHOOLS FOR KIDS
BOYER YOUNG REAL ESTATE SALES|99CON07400|02/04/2005|99CAC00439|07/02/2004|250|6920091|DIANE BATTIATO FOR REGISTER OF DEEDS
BOYER YOUNG REAL ESTATE SALES|99CON07400|02/04/2005|99CAC00439|11/16/2004|500|6920091|DIANE BATTIATO FOR REGISTER OF DEEDS
CREDIT MANAGEMENT SERVICES, INC.|99CON07461|01/21/2005|99CAC00658|03/22/2004|250|6910038|BRUMBAUGH FOR LEGISLATURE
CREDIT MANAGEMENT SERVICES, INC.|99CON07461|01/21/2005|99CAC00411|03/22/2004|500|6910038|RAY AGUILAR FOR LEGISLATURE
HILL BROTHERS, INC.|99CON07497|05/17/2004|99PPC00002|12/30/2003|500|6800152|NE REPUBLICAN PARTY
DRI TITLE & ESCROW|99CON07511|05/05/2004|99CAC00439|03/04/2004|400|6800021|DIANE BATTIATO FOR REGISTER OF DEEDS
DRI TITLE & ESCROW|99CON07511|05/05/2004|99CAC00439|04/23/2004|250|6800021|DIANE BATTIATO FOR REGISTER OF DEEDS
DRI TITLE & ESCROW|99CON07511|12/17/2004|99CAC00664|08/26/2004|250|6880217|COMMITTEE TO ELECT RICK GALUSHA
DRI TITLE & ESCROW|99CON07511|12/17/2004|99CAC00664|09/28/2004|250|6880217|COMMITTEE TO ELECT RICK GALUSHA
DRI TITLE & ESCROW|99CON07511|12/17/2004|99CAC00439|11/12/2004|500|6880217|DIANE BATTIATO FOR REGISTER OF DEEDS
WATERMEIER CONSTRUCTION|99CON07516|05/06/2005|99CAC00652|03/31/2004|500|6800047|ZEIGER FOR LEGISLATURE
LANGVARDT & VALLE, PC|99CON07575|11/03/2004|99CAC00104|04/09/2004|500|6870218|STEVE SCHERR FOR LEGISLATURE
VIETNAM VETERANS OF AMERICA NE|99CON07594|06/08/2004|99BQC00091|04/13/2004|500|6810115|COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN
CASE NEW HOLLAND|99CON07605|05/13/2004|99PPC00002|04/12/2004|1000|6800097|NE REPUBLICAN PARTY
GRIEB, DAN P.C.|99CON07641|06/14/2004|99CAC00690|05/25/2004|1000|6810245|FRIEND FOR MAYOR
BANK OF PAXTON|99CON07645|06/23/2004|99CAC00672|05/18/2004|500|6820122|CLARK ANDERSON FOR REGENT
AMERICAN BANC CORPORATION|99CON07675|10/14/2004|99BQC00085|08/13/2004|500|6860008|AQUATIC PARK
BARRETT GROUP, LLC|99CON07710|07/12/2004|99PPC00002|06/01/2004|1000|6830006|NE REPUBLICAN PARTY
NE LAND TITLE & ABSTRACT|99CON07722|10/27/2004|99CAC00439|05/19/2004|500|6870116|DIANE BATTIATO FOR REGISTER OF DEEDS
NE LAND TITLE & ABSTRACT|99CON07722|10/27/2004|99CAC00439|07/26/2004|250|6870116|DIANE BATTIATO FOR REGISTER OF DEEDS
OLSEN DODGE|99CON07726|07/16/2004|99CAC00335|04/29/2004|350|6830017|TAKECHI FOR REGISTER OF DEEDS
OLSEN DODGE|99CON07726|08/24/2004|99CAC00526|08/23/2004|500|6840018|FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE
BUILDING LINCOLN'S FUTURE|99CON07739|09/10/2004|99BQC00096|08/03/2004|68428.41|6840105|YES ON STREETS AND TRAILS
TILT UP CONCRETE, INC.|99CON07743|09/13/2004|99BQC00096|09/01/2004|1000|6840178|YES ON STREETS AND TRAILS
K2 REAL ESTATE DEVELOPMENT, LLC|99CON07744|08/30/2004|99BQC00096|08/19/2004|1000|6840058|YES ON STREETS AND TRAILS
KIRKHAM, MICHAEL & ASSOCIATES, INC|99CON07747|09/14/2004|99BQC00096|09/09/2004|1000|6840172|YES ON STREETS AND TRAILS
CHRISTENSEN HOMES OF FREMONT|99CON07788|11/04/2004|99BQC00085|08/01/2004|250|6870201|AQUATIC PARK
CHRISTENSEN HOMES OF FREMONT|99CON07788|01/25/2005|99BQC00085|05/03/2004|250|6910158|AQUATIC PARK
REMAX ADVANTAGE|99CON07819|11/05/2004|99CAC00439|05/06/2004|250|6870227|DIANE BATTIATO FOR REGISTER OF DEEDS
REMAX ADVANTAGE|99CON07819|11/05/2004|99CAC00439|08/31/2004|250|6870227|DIANE BATTIATO FOR REGISTER OF DEEDS
RICHARD J COENEN, P.C. LAW OFF|99CON07850|12/16/2004|99PPC00003|07/05/2004|1000|6880231|NE DEMOCRATIC PARTY
DYNAMIC PUBLICATIONS, INC.|99CON07866|10/12/2004|99BQC00074|09/08/2004|500|6860016|GAMBLING WITH THE GOOD LIFE 
DYNAMIC PUBLICATIONS, INC.|99CON07866|11/08/2004|99BQC00074|10/05/2004|250|6880043|GAMBLING WITH THE GOOD LIFE 
DYNAMIC PUBLICATIONS, INC.|99CON07866|11/08/2004|99BQC00074|10/07/2004|250|6880043|GAMBLING WITH THE GOOD LIFE 
WA ENTERPRISES|99CON07873|12/02/2004|99CAC00673|09/01/2004|300|6880143|BLAZEK FOR OPPD BOARD
HABERLAN ENTERPRISES, INC|99CON07880|01/11/2005|99CAC00410|06/17/2004|1000|6900169|HEIER FOR COUNTY COMMISSIONER
LIBRARY LOUNGE|99CON07911|10/12/2004|99BQC00098|09/09/2004|100|6860025|CITIZENS AGAINST A TOTAL BAN
LIBRARY LOUNGE|99CON07911|10/12/2004|99BQC00098|09/10/2004|250|6860025|CITIZENS AGAINST A TOTAL BAN
SHOEMAKERS TRUCK STATION, INC|99CON07912|10/12/2004|99BQC00098|09/11/2004|500|6860038|CITIZENS AGAINST A TOTAL BAN
HEIDELBERG'S SOUTH, INC|99CON07913|10/12/2004|99BQC00098|09/13/2004|500|6860029|CITIZENS AGAINST A TOTAL BAN
DANE CORPORATION|99CON07914|10/12/2004|99BQC00098|09/23/2004|300|6860013|CITIZENS AGAINST A TOTAL BAN
KIMCO SELF STORAGE|99CON07974|10/07/2004|99PPC00002|09/07/2004|500|6850200|NE REPUBLICAN PARTY
KOHLER TRAILER SALES INC|99CON07986|10/06/2004|99CAC00681|09/21/2004|500|6850202|MARTIN FOR MAYOR
AMERICAN LUNG ASSOCIATION|99CON08038|10/25/2004|99BQC00099|10/04/2004|3000|6870090|YES FOR SMOKE FREE AIR COMMITTEE
AMERICAN BIKERS AIMED TOWARD EDUCATION|99CON08039|10/25/2004|99BQC00099|10/01/2004|5404.45|6870086|YES FOR SMOKE FREE AIR COMMITTEE
AMERICAN HEART ASSOCIATION|99CON08040|10/25/2004|99BQC00099|10/13/2004|1000|6870089|YES FOR SMOKE FREE AIR COMMITTEE
AMERICAN HEART ASSOCIATION|99CON08040|12/03/2004|99BQC00099|11/01/2004|500|6880131|YES FOR SMOKE FREE AIR COMMITTEE
AMERICAN CANCER SOCIETY (DC)|99CON08042|10/25/2004|99BQC00099|10/08/2004|15000|6870087|YES FOR SMOKE FREE AIR COMMITTEE
CLARKE LANZEN SKALLA INVESTMENT FIRM LLC|99CON08050|10/26/2004|99BQC00074|10/19/2004|2000|6870092|GAMBLING WITH THE GOOD LIFE 
RHINO DYNAMICS, INC / DUFFY'S TAVERN|99CON08057|11/10/2004|99BQC00098|10/06/2004|500|6880065|CITIZENS AGAINST A TOTAL BAN
NE ASSN OF TOBACCO & CANDY|99CON08060|11/10/2004|99BQC00098|10/02/2004|2000|6880053|CITIZENS AGAINST A TOTAL BAN
ROBERT RENSING AGENCY, INC.|99CON08068|02/09/2005|99BQC00074|10/12/2004|1000|6930008|GAMBLING WITH THE GOOD LIFE 
GREAT WESTERN BANCORPORATION|99CON08071|02/09/2005|99BQC00074|10/13/2004|1000|6920238|GAMBLING WITH THE GOOD LIFE 
ARBY'S/DAIRY QUEEN|99CON08086|11/10/2004|99PPC00002|10/15/2004|500|6880032|NE REPUBLICAN PARTY
BROWN CONSTRUCTION|99CON08087|12/15/2004|99PPC00002|09/23/2004|500|6880215|NE REPUBLICAN PARTY
CHILDREN & FAMILY COALITON OF|99CON08098|11/10/2004|99CAC00434|10/05/2004|1000|6880039|BURLING FOR LEGISLATURE COMMITTEE
CHILDREN & FAMILY COALITON OF|99CON08098|11/10/2004|99CAC00648|10/13/2004|500|6880039|FISCHER FOR LEGISLATURE
CHILDREN & FAMILY COALITON OF|99CON08098|11/10/2004|99CAC00687|10/18/2004|500|6880039|KOPPLIN FOR LEGISLATURE
CHILDREN & FAMILY COALITON OF|99CON08098|11/10/2004|99CAC00430|10/15/2004|100|6880039|KRUSE FOR LEGISLATURE
ABSOLUTELY FRESH SEAFOOD|99CON08111|12/17/2004|99CAC00664|10/09/2004|500|6880212|COMMITTEE TO ELECT RICK GALUSHA
MIDLANDS LAND TITLE & ABSTRACT|99CON08112|12/17/2004|99CAC00664|10/09/2004|500|6880226|COMMITTEE TO ELECT RICK GALUSHA
MIDLANDS LAND TITLE & ABSTRACT|99CON08112|12/17/2004|99CAC00439|05/12/2004|250|6880226|DIANE BATTIATO FOR REGISTER OF DEEDS
MIDLANDS LAND TITLE & ABSTRACT|99CON08112|12/17/2004|99CAC00439|11/12/2004|250|6880226|DIANE BATTIATO FOR REGISTER OF DEEDS
MPE INVESTMENTS INC|99CON08113|12/15/2004|99CAC00651|10/01/2004|250|6880227|NEBRASKANS FOR NABITY
ORD MEMORIAL CHAPEL|99CON08173|01/13/2005|99PAC00136|10/29/2004|300|6900176|CITIZENS PROTECTING WHAT IS RIGHT
R.E. CZERWINSKI CONSTRUCTION,|99CON08213|02/09/2005|99BQC00074|10/20/2004|500|6930017|GAMBLING WITH THE GOOD LIFE 
ANDERSON PROPERTIES|99CON08220|02/01/2005|99PPC00024|12/21/2004|400|6920088|DOUGLAS COUNTY REPUBLICAN PARTY
MIDWEST RIGHT OF WAY|99CON08247|02/09/2005|99CAC00439|11/19/2004|250|6920246|DIANE BATTIATO FOR REGISTER OF DEEDS
REPUBLICAN STATE LEADERSHIP CO|99CON08267|01/11/2005|99CAC00562|12/20/2004|25000|6900184|BRUNING FOR ATTORNEY GENERAL
PEONY PARK|99CON08283|03/07/2005|99CAC00695|01/22/2005|500|0      |MIKE CAVANAUGH FOR CITY COUNCIL
CARSON WEALTH MANAGEMENT GRP|99CON08304|02/08/2005|99CAC00442|07/28/2004|1000|6920227|MICHAEL G. FAHEY FOR MAYOR
TERRACON|99CON08309|02/10/2005|99CAC00709|12/12/2004|300|6930010|FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)
TERRACON|99CON08309|02/10/2005|99CAC00442|08/21/2004|2000|6930010|MICHAEL G. FAHEY FOR MAYOR
GRANDMOTHERS|99CON08367|02/02/2005|99BQC00099|11/01/2004|500|6920107|YES FOR SMOKE FREE AIR COMMITTEE
D.A. DAVIDSON & COMPANY|99CON08453|02/11/2005|99BQC00101|01/25/2005|1000|6920231|CITIZENS FOR MILLARD PUBLIC SCHOOLS (2005)
NOLAN, OLSON, HANSEN & LAUTENB|99CON08508|03/08/2005|99PPC00024|02/14/2005|500|0      |DOUGLAS COUNTY REPUBLICAN PARTY
ANDERSON MOTORS, INC.|99CUA00005|06/04/1992|99CAC00290|12/31/1990|1000|3740028|BEN NELSON FOR GOVERNOR
ANDERSON MOTORS, INC.|99CUA00005|08/13/1999|99PAC00025|01/16/1998|1000|5750050|GOVERNOR'S COUNCIL
GRAND ISLAND EXPRESS, INC.|99CUA00019|10/16/1990|99CAC00103|10/09/1990|100|3260214|SCHELLPEPER FOR LEGISLATURE
GRAND ISLAND EXPRESS, INC.|99CUA00019|03/16/2004|99CAC00411|09/29/2003|400|6730088|RAY AGUILAR FOR LEGISLATURE
GRAND ISLAND EXPRESS, INC.|99CUA00019|04/09/2004|99PPC00002|03/23/2004|1000|6770203|NE REPUBLICAN PARTY
BEDLAN'S SPORTING GOODS, INC.|99CUA00045|09/15/1989|99PPC00002|08/21/1989|100|2920115|NE REPUBLICAN PARTY
HDR, INC.|99CUA00046|01/08/1999|99PPC00024|12/10/1998|1000|5550236|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|04/09/1999|99CAC00251|03/18/1999|5000|5690216|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
HDR, INC.|99CUA00046|09/10/1999|99PPC00003|08/12/1999|700|5750179|NE DEMOCRATIC PARTY
HDR, INC.|99CUA00046|10/13/1999|99CAC00006|09/16/1999|500|5760057|CITIZENS FOR WESELY
HDR, INC.|99CUA00046|01/11/2000|99PPC00024|12/16/1999|1500|5780138|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|03/13/2000|99BQC00038|02/01/2000|10000|5870041|BUILD IT OMAHA COMMITTEE
HDR, INC.|99CUA00046|09/12/2000|99CAC00286|08/15/2000|200|5970198|FRIENDS OF DREW MILLER
HDR, INC.|99CUA00046|10/12/2000|99CAC00175|09/28/2000|100|5990031|CAROL MCBRIDE PIRSCH FOR DOUGLAS COUNTY BOARD
HDR, INC.|99CUA00046|10/12/2000|99CAC00530|09/28/2000|200|5990031|PATRICK LEAHY FOR METRO COLLEGE (DISSOLVED)
HDR, INC.|99CUA00046|02/12/2001|99PPC00024|01/12/2001|750|6050128|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|04/10/2001|99PPC00023|03/08/2001|1000|6160057|DOUGLAS COUNTY DEMOCRATIC PARTY
HDR, INC.|99CUA00046|04/10/2001|99CAC00251|03/07/2001|5000|6160057|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
HDR, INC.|99CUA00046|05/08/2001|99CAC00224|04/19/2001|150|6180060|MARC KRAFT ELECTION COMMITTEE
HDR, INC.|99CUA00046|05/08/2001|99PPC00003|04/18/2001|1000|6180060|NE DEMOCRATIC PARTY
HDR, INC.|99CUA00046|06/06/2001|99CAC00442|05/24/2001|1000|6190134|MICHAEL G. FAHEY FOR MAYOR
HDR, INC.|99CUA00046|07/06/2001|99PPC00024|06/06/2001|250|6200153|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|09/06/2001|99PPC00003|08/09/2001|700|6210125|NE DEMOCRATIC PARTY
HDR, INC.|99CUA00046|10/04/2001|99PPC00002|09/06/2001|1000|6210215|NE REPUBLICAN PARTY
HDR, INC.|99CUA00046|12/07/2001|99CAC00207|11/13/2001|15000|6220153|MIKE JOHANNS FOR GOVERNOR
HDR, INC.|99CUA00046|02/06/2002|99PPC00024|01/10/2002|750|6270213|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|03/07/2002|99PPC00023|02/07/2002|700|6320143|DOUGLAS COUNTY DEMOCRATIC PARTY
HDR, INC.|99CUA00046|03/07/2002|99CAC00442|02/07/2002|5000|6320143|MICHAEL G. FAHEY FOR MAYOR
HDR, INC.|99CUA00046|04/05/2002|99CAC00096|03/12/2002|500|6370023|COMMITTEE TO ELECT DEB SUTTLE TO STATE LEGISLATURE
HDR, INC.|99CUA00046|07/10/2002|99PPC00003|03/11/2002|1050|6420207|NE DEMOCRATIC PARTY
HDR, INC.|99CUA00046|09/06/2002|99PPC00002|08/22/2002|5000|6430195|NE REPUBLICAN PARTY
HDR, INC.|99CUA00046|10/04/2002|99CAC00201|09/12/2002|320|6440106|DUNNING FOR SHERIFF
HDR, INC.|99CUA00046|11/05/2002|99BQC00078|10/10/2002|2500|6470081|NEIGHBORS VOTING NO ON CITY CHARTER AMENDMENT
HDR, INC.|99CUA00046|02/06/2003|99PPC00024|01/06/2003|1500|6510039|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|04/07/2003|99PPC00023|03/26/2003|600|6600208|DOUGLAS COUNTY DEMOCRATIC PARTY
HDR, INC.|99CUA00046|07/11/2003|99CAC00642|06/05/2003|500|0      |SENG FOR MAYOR
HDR, INC.|99CUA00046|08/13/2003|99PAC00092|07/31/2003|5000|6630192|NEBRASKA-PAC
HDR, INC.|99CUA00046|02/05/2004|99PPC00023|01/21/2004|600|6670235|DOUGLAS COUNTY DEMOCRATIC PARTY
HDR, INC.|99CUA00046|04/05/2004|99PPC00003|03/25/2004|1000|6770206|NE DEMOCRATIC PARTY
HDR, INC.|99CUA00046|07/02/2004|99PPC00002|06/01/2004|1000|6820161|NE REPUBLICAN PARTY
HDR, INC.|99CUA00046|02/03/2005|99CAC00548|01/07/2005|500|6920110|DAN WELCH FOR CITY COUNCIL
HDR, INC.|99CUA00046|02/03/2005|99PPC00024|01/21/2005|1000|6920110|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|02/03/2005|99CAC00547|01/07/2005|250|6920110|THE COMMITTEE TO ELECT CHUCK SIGERSON
FIRST COMMERCE BANCSHARES, INC|99CON00035|08/10/1990|99PPC00002|07/19/1990|1000|5466544|NE REPUBLICAN PARTY
