Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
10CAC01498|10/25/2010|05FIS10012|POLLARD|KEVIN|T|0|DIRECTOR|DIRECTOR|NEBRASKA PUBLIC POWER DISTRICT
08CAC01086|02/05/2008|05FIS10059|KASCHKE|MARC||0|MAYOR|MAYOR|NORTH PLATTE
05CAC00745|10/31/2005|05FIS10059|KASCHKE|MARC||0|42|42|LEGISLATURE
06CAC00871|04/25/2006|06FIS10104|GUSTAFSON|MILLARD GUS|W|0|COUNTY SHERIFF|COUNTY SHERIFF|GAGE
06CAC00783|01/30/2006|05FIS10071|CASEY|CAROL|J|0|20|20|LEGISLATURE
06CAC00767|01/06/2006|05FIS10072|HARMS|JOHN|N|0|48|48|LEGISLATURE
06CAC00832|04/05/2006|05FIS10091|WALLMAN|NORMAN|T|0|30|30|LEGISLATURE
06CAC00817|03/28/2006|06FIS10205|FRIEND|JOHN|M|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
06CAC00918|11/03/2006|06FIS10286|JACOBSEN|E|A|0|05|05|STATE BOARD OF EDUCATION
06CAC00935|07/05/2006|07FIS10899|BABBITT|ED||0|MAYOR|MAYOR|BELLEVUE
07CAC01057|01/09/2008|07FIS10919|MCCOY|BEAU|R|0|39|39|LEGISLATURE
07CAC01045|10/24/2007|07FIS10921|COASH|COLBY|J|0|27|27|LEGISLATURE
07CAC01044|11/02/2007|07FIS10924|RICHARDS|TOM |J|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|SARPY
08CAC01135|05/05/2008|07FIS10938|HIKE  JR.|LEO  'RUSTY'|W|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|SARPY
07CAC01053|12/11/2007|07FIS10947|FUCHTMAN|SUE||0|MAYOR|MAYOR|NORFOLK
08CAC01181|10/29/2008|08FIS11110|VALDEZ|REBECCA |A|0|04|04|STATE BOARD OF EDUCATION
08CAC01095|03/04/2008|08FIS11111|BROCK|STEVE||0|04|04|METRO TECH COMMUNITY COLLEGE
08CAC01103|03/20/2008|08FIS11179|MCGOWAN|MIKE||0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
08CAC01163|07/01/2008|08FIS11268|CLARK|AARON|A|0|OMAHA SCHOOL BOARD - DIST 10|OMAHA SCHOOL BOARD - DIST 10|OMAHA
08CAC01182|08/04/2008|08FIS11291|KINDIG|DOUGLAS|D|0|MAYOR|MAYOR|LA VISTA
08CAC01195|01/01/1900|08FIS11315|HUMPHRIES|ROGER||0|OMAHA SCHOOL BOARD|OMAHA SCHOOL BOARD|OMAHA
08CAC01260|11/19/2008|08FIS11337|ODOM|JERRY||0|MAYOR|MAYOR|OMAHA
08CAC01317|12/17/2008|08FIS11340|RHOADES|CRYSTAL|A|0|04|04|METRO TECH COMMUNITY COLLEGE
09CAC01361|02/05/2009|09FIS11364|GRAY|BENJAMIN|G|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|OMAHA
09CAC01363|02/11/2009|09FIS11377|HORNUNG|RICHARD|A|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
09CAC01364|02/18/2009|09FIS11378|FARHO|JAMES||0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
09CAC01380|09/11/2009|09FIS11519|KRIST|ROBERT|J|0|10|10|LEGISLATURE
09CAC01365|03/09/2009|09FIS11520|KELLER|KEVIN||0|SCHOOL BOARD - DIST 05|SCHOOL BOARD - DIST 05|LINCOLN
06CAC00941|09/07/2006|06FIS10696|SHELTON|JERRY|L|0|COUNTY ATTORNEY|COUNTY ATTORNEY|GAGE
06CAC00951|10/02/2006|06FIS10738|FADEN|PATRICK|J|0|COUNTY ASSESSOR|COUNTY ASSESSOR|LANCASTER
06CAC00943|09/08/2006|06FIS10739|KIEL|GARY||0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
06CAC01005|11/07/2006|06FIS10758|SHELDON|CARROLL||0|AT LARGE|AT LARGE|NATURAL RESOURCE DISTRICT
11CAC01581|04/21/2011|07FIS10875|HOVE|CHRIS||0|AIRPORT AUTHORITY|AIRPORT AUTHORITY|LINCOLN
07CAC01050|11/20/2007|07FIS10930|MOATS|REX |J|0|39|39|LEGISLATURE
08CAC01139|05/12/2008|07FIS10927|BOWMAN|JASON|V|0|17|17|LEGISLATURE
08CAC01189|09/10/2008|08FIS11237|DEJONG|BARRY|J|0|PAPILLION SCHOOL BOARD|PAPILLION SCHOOL BOARD|PAPILLION
08CAC01136|04/29/2008|08FIS11256|POWERS|VERN||0|HASTINGS MAYOR|HASTINGS MAYOR|HASTINGS
08CAC01209|10/08/2008|08FIS11320|WAYNE|JUSTIN|T|0|OMAHA SCHOOL BOARD - DIST 01|OMAHA SCHOOL BOARD - DIST 01|OMAHA
08CAC01226|10/21/2008|08FIS11322|HINSLEY|RYAN||0|OMAHA SCHOOL BOARD - DIST 12|OMAHA SCHOOL BOARD - DIST 12|OMAHA
08CAC01202|10/21/2008|08FIS11323|MAHLOCH|GREG||0|OMAHA SCHOOL BOARD - DIST 04|OMAHA SCHOOL BOARD - DIST 04|OMAHA
08CAC01229|10/24/2008|08FIS11326|BEGLEY|JIM ||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
08CAC01231|10/24/2008|08FIS11327|BRADLEY|LARRY||0|SUBDISTRICT #03|SUBDISTRICT #03|NATURAL RESOURCE DISTRICT
08CAC01251|11/03/2008|08FIS11329|MELOTZ|SHAWN  MOHR||0|SUBDISTRICT #05|SUBDISTRICT #05|NATURAL RESOURCE DISTRICT
06CAC00991|10/30/2006|06FIS10755|FRIPP|GREGORY||0|BELLEVUE SCHOOL BOARD|BELLEVUE SCHOOL BOARD|BELLEVUE
06CAC01007|12/06/2006|06FIS10764|CRONK|LYNN||0|SCHOOL BOARD DISTRICT #02|SCHOOL BOARD DISTRICT #02|GRAND ISLAND
11CAC01586|06/30/2011|06FIS10767|FULTON|ANTHONY|W|0|29|29|LEGISLATURE
09CAC01383|09/16/2009|06FIS10767|FULTON|ANTHONY|W|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
06CAC01009|12/15/2006|06FIS10768|SPATZ|JOHN |C|0|CITY COUNCIL DISTRICT #04|CITY COUNCIL DISTRICT #04|LINCOLN
07CAC01018|02/20/2007|07FIS10792|ERICKSON|JOHN|O|0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|LINCOLN
07CAC01047|12/21/2007|07FIS10915|GESCHWENDER|KURT|L|0|13|13|LEGISLATURE
08CAC01078|01/01/1900|07FIS10916|GARWOOD|DOUGLAS |R|0|17|17|LEGISLATURE
08CAC01096|03/04/2008|07FIS10931|LAUTENBAUGH|SCOTT|A|0|18|18|LEGISLATURE
07CAC01052|12/07/2007|07FIS10943|GLOOR|MICHAEL|R|0|35|35|LEGISLATURE
07CAC01058|12/12/2007|07FIS10951|EUREK|PAUL||0|41|41|LEGISLATURE
07CAC01063|12/19/2007|07FIS10952|MELLO|HEATH||0|05|05|LEGISLATURE
07CAC01060|12/14/2007|07FIS10953|SOPER|TAMI|C|0|21|21|LEGISLATURE
07CAC01061|12/17/2007|07FIS10954|COOK|TANYA|D|0|13|13|LEGISLATURE
08CAC01088|02/19/2008|08FIS10983|CASEY|JACQUELINE|M|0|13|13|LEGISLATURE
08CAC01134|04/28/2008|08FIS10987|HUGHES|MARVIN|E|0|33|33|LEGISLATURE
08CAC01089|02/19/2008|08FIS11036|HAAR|KENNETH|W|0|21|21|LEGISLATURE
08CAC01193|09/17/2008|08FIS11035|WALTER|KENNETH|A|0|COUNTY SUPERVISOR DISTRICT #01|COUNTY SUPERVISOR DISTRICT #01|DODGE
08CAC01092|02/22/2008|08FIS11044|ROSSEN|MATT||0|HASTINGS MAYOR|HASTINGS MAYOR|HASTINGS
08CAC01253|11/05/2008|08FIS11330|VOLCEK|CHARLES (CHIP)||0|MAYOR|MAYOR|NORTH PLATTE
06CAC00770|01/10/2006|06FIS10619|GRAHAM|PAUL|L|0|COUNTY SHERIFF|COUNTY SHERIFF|HAMILTON
06CAC00963|10/10/2006|06FIS10748|UHE|FRED|J|0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
06CAC00891|10/24/2006|06FIS10753|BEGLEY|MARY|K|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
08CAC01091|02/20/2008|07FIS10917|NEUHAUS|GREGORY|M|0|35|35|LEGISLATURE
08CAC01069|01/08/2008|07FIS10940|SULLIVAN|KATHLEEN|A|0|41|41|LEGISLATURE
08CAC01081|01/30/2008|08FIS10973|LORENZEN|CARL|A|0|18|18|LEGISLATURE
10CAC01411|03/30/2010|08FIS10973|LORENZEN|CARL|A|0|18|18|LEGISLATURE
08CAC01131|04/16/2008|08FIS11253|CHANG|LORRAINE||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
08CAC01117|06/18/2008|08FIS11266|ANDERSON|JEFF||0|03|03|METRO TECH COMMUNITY COLLEGE
09CAC01358|01/14/2009|08FIS11338|CHLOPEK|JERRY|L|0|DIRECTOR|DIRECTOR|NEBRASKA PUBLIC POWER DISTRICT
08CAC01319|12/18/2008|08FIS11341|BUESCHER|BRIAN||0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
08CAC01321|12/24/2008|08FIS11344|SNYDER|JAYNE||0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
08CAC01318|12/29/2008|08FIS11346|JERRAM|CHRIS  DONT USE| |0|CITY COUNCIL DISTRICT #01|CITY COUNCIL DISTRICT #01|OMAHA
06CAC00853|04/11/2006|06FIS10429|NELSON|JOHN|E|0|06|06|LEGISLATURE
06CAC00896|05/12/2006|06FIS10430|OWEN|PATRICIA|A|0|COUNTY CLERK|COUNTY CLERK|LANCASTER
06CAC00807|03/17/2006|06FIS10441|MCGILL|AMANDA|M|0|26|26|LEGISLATURE
10CAC01503|10/26/2010|06FIS10442|BARNARD|GARY|A|0|COUNTY SUPERVISOR DISTRICT #03|COUNTY SUPERVISOR DISTRICT #03|GAGE
06CAC00948|09/22/2006|06FIS10442|BARNARD|GARY|A|0|COUNTY SUPERVISOR DISTRICT #03|COUNTY SUPERVISOR DISTRICT #03|GAGE
06CAC00825|04/03/2006|06FIS10457|MCGOVERN|DANIEL|E|0|COUNTY SHERIFF|COUNTY SHERIFF|DOUGLAS
06CAC00812|03/23/2006|06FIS10460|SWANSON|ROBERT|A|0|28|28|LEGISLATURE
06CAC00894|05/04/2006|06FIS10474|WIMBERLY|ROBERT|W|0|10|10|LEGISLATURE
06CAC00876|05/01/2006|06FIS10479|HAFER|JANA|N|0|30|30|LEGISLATURE
06CAC00805|03/17/2006|06FIS10485|COMSTOCK|JOHN|C|0|08|08|LEGISLATURE
10CAC01415|03/19/2010|07FIS10800|MOSER|MICHAEL|L|0|22|22|LEGISLATURE
07CAC01042|11/16/2007|07FIS10908|UTTER|DENNIS|R|0|33|33|LEGISLATURE
08CAC01140|05/12/2008|08FIS11260|CORRIGAN|JOHN||0|03|03|METRO TECH COMMUNITY COLLEGE
07CAC01030|03/28/2007|07FIS10847|MEGINNIS|RICHARD||0|SCHOOL BOARD - DIST 02|SCHOOL BOARD - DIST 02|LINCOLN
08CAC01068|01/07/2008|07FIS10884|GEARY|CHRISTOPHER|N|0|03|03|LEGISLATURE
09CAC01373|04/07/2009|07FIS10884|GEARY|CHRISTOPHER|N|0|GOVERNOR|GOVERNOR|GOVERNOR
08CAC01118|04/16/2008|07FIS10886|PRICE|SCOTT|A|0|03|03|LEGISLATURE
07CAC01041|10/05/2007|07FIS10914|SCHOMMER|TOM ||0|MAYOR|MAYOR|NORFOLK
11CAC01587|07/08/2011|07FIS10923|BARRETT|LEVERNE|A|0|23|23|LEGISLATURE
07CAC01049|11/20/2007|07FIS10923|BARRETT|LEVERNE|A|0|21|21|LEGISLATURE
07CAC01066|01/01/1999|07FIS10963|ROGERS|ROG||0|01|01|LEGISLATURE
08CAC01108|04/04/2008|07FIS10964|BARRIENTOS-PATLAN|REBECCA||0|05|05|LEGISLATURE
07CAC01067|12/31/2007|07FIS10965|SCOTT|SUSAN|M|0|29|29|LEGISLATURE
12CAC01606|01/05/2012|07FIS10965|SCOTT|SUSAN|M|0|29|29|LEGISLATURE
08CAC01101|03/11/2008|08FIS11065|SHOEMAKER|DON   (CHUCK)|C|0|33|33|LEGISLATURE
08CAC01102|03/19/2008|08FIS11176|EDWARDS|DONALD  'SKIP'||0|MAYOR|MAYOR|FREMONT
08CAC01148|07/14/2008|08FIS11251|JOY|JERRY|D|0|01|01|LEGISLATURE
08CAC01146|05/06/2008|08FIS11258|JENSEN KOSTOS|SANDRA||0|OMAHA SCHOOL BOARD - DIST 12|OMAHA SCHOOL BOARD - DIST 12|OMAHA
10CAC01469|06/22/2010|08FIS11259|SMOYER|BRENT|T|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|LANCASTER
06CAC00976|10/12/2006|06FIS10750|WALLIN|JEFF||0|UPPER REPUBLICAN - AT LARGE|UPPER REPUBLICAN - AT LARGE|NATURAL RESOURCE DISTRICT
06CAC00864|10/17/2006|06FIS10752|RHOADES|CRYSTAL ||0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
06CAC00797|02/14/2006|06FIS10771|EWING|JOHN|W|0|COUNTY TREASURER|COUNTY TREASURER|DOUGLAS
07CAC01033|08/15/2007|07FIS10894|CLARE|TIMOTHY |F|0|01|01|BOARD OF REGENTS
07CAC01037|09/04/2007|07FIS10903|NOWAK|NATALIE||0|31|31|LEGISLATURE
08CAC01080|01/28/2008|07FIS10945|SCHILZ|KENNETH|E|0|47|47|LEGISLATURE
08CAC01079|01/25/2008|08FIS10990|INTERMILL|NANCY||0|COUNTY COMMISSIONER AT LARGE|COUNTY COMMISSIONER AT LARGE|LANCASTER
08CAC01082|01/31/2008|08FIS10998|WAGNER|TRAVIS|A|0|25|25|LEGISLATURE
08CAC01122|04/15/2008|08FIS11250|TRINKLE|KEN||0|BELLEVUE CITY COUNCIL|BELLEVUE CITY COUNCIL|BELLEVUE
09CAC01372|04/15/2009|09FIS11487|BOSWELL|LANNY||0|SCHOOL BOARD - DIST 05|SCHOOL BOARD - DIST 05|LINCOLN
09CAC01374|05/05/2009|09FIS11493|ZINK|WALTER|E|0|AIRPORT AUTHORITY|AIRPORT AUTHORITY|LINCOLN
99CAC00259|03/18/1994|09FIS11501|EUREK|ALLAN|J|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
09CAC01377|07/02/2009|09FIS11513|KELLY|JOE|P|0|COUNTY ATTORNEY|COUNTY ATTORNEY|LANCASTER
06CAC00938|09/05/2006|06FIS10732|SCHWAB|RONALD|L|0|32|32|LEGISLATURE
10CAC01426|04/05/2010|06FIS10733|PHARES|ROBERT|A|0|07|07|BOARD OF REGENTS
07CAC01031|06/06/2007|07FIS10883|JANSSEN|CHARLIE||0|15|15|LEGISLATURE
07CAC01035|08/23/2007|07FIS10897|NORDQUIST|JEREMIAH||0|07|07|LEGISLATURE
10CAC01427|04/07/2010|10FIS11613|SCHWARZ|PAUL|M|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
10CAC01425|04/02/2010|10FIS11652|RAYBOULD|JANE|M|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|LANCASTER
10CAC01412|03/31/2010|10FIS11667|THOMPSON|JAMES|W|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|SARPY
10CAC01442|04/21/2010|10FIS12021|FEY|MARIAN||0|BOARD OF EDUCATION DIST. #01|BOARD OF EDUCATION DIST. #01|OMAHA
09CAC01388|11/04/2009|09FIS11559|NESBITT|TOM |E|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
10CAC01395|01/11/2010|09FIS11561|WOODLE|MARC|V|0|COUNTY ASSESSOR|COUNTY ASSESSOR|SARPY
09CAC01389|11/16/2009|09FIS11562|PIERCE|KRIS|J|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
09CAC01390|11/16/2009|09FIS11563|STEBBING|ANDY||0|COUNTY TREASURER|COUNTY TREASURER|LANCASTER
10CAC01433|04/12/2010|10FIS12012|SLOSBURG|MARTHA||0|DIST. 66 SCHOOL BOARD AT LARGE|DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
10CAC01436|04/29/2010|10FIS12023|RAYMAN|REBECCA|J|0|22|22|LEGISLATURE
10CAC01474|06/28/2010|10FIS12032|HAZARD|PAUL||0|CITY COUNCIL|CITY COUNCIL|KEARNEY
11CAC01580|06/07/2011|10FIS12025|MULLIGAN|THOMAS|M|0|CITY COUNCIL DISTRICT #07|CITY COUNCIL DISTRICT #07|OMAHA
10CAC01466|05/21/2010|10FIS11595|KNABE|JOHN|W|0|30|30|LEGISLATURE
10CAC01405|02/19/2010|10FIS11714|LILLIS|JOHN||0|12|12|LEGISLATURE
10CAC01409|02/26/2010|10FIS11721|LAKERS|MARK|A|0|GOVERNOR|GOVERNOR|GOVERNOR
10CAC01478|07/26/2010|10FIS11724|DORCEY|PATRICK|J|0|COUNTY SHERIFF|COUNTY SHERIFF|SEWARD
10CAC01481|08/11/2010|10FIS11738|LOUDERBACK|NATHANIEL|J|0|02|02|LEGISLATURE
10CAC01406|02/23/2010|10FIS11740|LARSON|TYSON|R|0|40|40|LEGISLATURE
10CAC01455|05/04/2010|10FIS11741|BOSSHART|DEBRA|A|0|16|16|LEGISLATURE
10CAC01408|02/24/2010|10FIS11752|OVERMAN|MARK||0|COUNTY SHERIFF|COUNTY SHERIFF|SCOTTS BLUFF
10CAC01440|04/19/2010|10FIS11753|BRASCH|LYDIA|N|0|16|16|LEGISLATURE
10CAC01486|10/01/2010|10FIS11781|BUTCHER|GREGORY |A|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|LANCASTER
10CAC01479|08/04/2010|10FIS11684|MCINTYRE|DENNIS|J|0|08|08|STATE BOARD OF EDUCATION
10CAC01424|04/02/2010|10FIS11685|O'HOLLERAN|MOLLY  |S|0|07|07|STATE BOARD OF EDUCATION
10CAC01417|03/23/2010|09FIS11545|MCCARTNEY|JANET|M|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|CASS
09CAC01386|10/27/2009|09FIS11551|SANDERS|RITA||0|MAYOR|MAYOR|BELLEVUE
10CAC01512|11/01/2010|10FIS11586|JENSON|JOHN|D|0|COUNTY SHERIFF|COUNTY SHERIFF|CHEYENNE
10CAC01392|01/08/2010|10FIS11588|HARR|BURKE|J|0|08|08|LEGISLATURE
10CAC01437|12/31/9999|10FIS11610|MCCORMICK|DENNIS|L|0|COUNTY SUPERVISOR DISTRICT #04|COUNTY SUPERVISOR DISTRICT #04|WASHINGTON
10CAC01410|03/02/2010|10FIS11697|SMITH|JIM   (#14)||0|14|14|LEGISLATURE
11CAC01571|03/10/2011|10FIS11703|WRIGHT|CHAD|W|0|CITY COUNCIL DISTRICT #04|CITY COUNCIL DISTRICT #04|LINCOLN
10CAC01403|02/18/2010|10FIS11710|REAM|RICHARD|J|0|08|08|LEGISLATURE
10CAC01488|10/04/2010|10FIS12062|COOK|JUSTIN|J|0|COUNTY ATTORNEY|COUNTY ATTORNEY|SAUNDERS
10CAC01509|10/29/2010|10FIS12069|THALLAS|NICHOLAS|L|0|COUNTY SHERIFF|COUNTY SHERIFF|WASHINGTON
10CAC01490|10/04/2010|10FIS12082|FRIESEN|JOSH||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
11CAC01555|04/14/2011|10FIS12098|BLOOMFIELD|DAVID|F|0|17|17|LEGISLATURE
12CAC01622|02/10/2012|10FIS12098|BLOOMFIELD|DAVID|F|0|17|17|LEGISLATURE
11CAC01566|02/18/2011|11FIS12123|BUFFINGTON|TAMMY|S|0|MAYOR|MAYOR|LINCOLN
11CAC01575|03/25/2011|11FIS12137|KOSMICKI|BOBBI|J|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|LINCOLN
11CAC01584|04/05/2011|11FIS12171|WISHART|ANNA||0|AIRPORT AUTHORITY|AIRPORT AUTHORITY|LINCOLN
11CAC01588|07/19/2011|11FIS12183|MURANTE|JOHN||0|49|49|LEGISLATURE
11CAC01591|09/15/2011|11FIS12194|CARTER|RICHARD||0|45|45|LEGISLATURE
11CAC01596|10/24/2011|11FIS12202|BOLZ|KATE||0|29|29|LEGISLATURE
11CAC01598|12/09/2011|11FIS12205|LAMBERT|ROBERT|P|0|02|02|LEGISLATURE
11CAC01600|12/07/2011|11FIS12210|HARTNETT|JAMES RONALD||0|17|17|LEGISLATURE
12CAC01620|02/02/2012|12FIS12245|AMUNDSON|ROMA|B|0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|LANCASTER
12CAC01621|02/06/2012|12FIS12248|SEILER|LES||0|33|33|LEGISLATURE
12CAC01614|01/25/2012|12FIS12249|NAUMANN|DARL||0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|LANCASTER
12CAC01640|04/02/2012|12FIS12278|CARLISLE|BRENDA|L|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|SARPY
10CAC01490|10/04/2010|10FIS12081|NELSON|DAN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01506|10/27/2010|10FIS12091|ALLEN|CINDI||0|07|07|STATE BOARD OF EDUCATION
10CAC01513|11/02/2010|10FIS12093|KLEEB|JANE|F|0|SCHOOL BOARD|SCHOOL BOARD|HASTINGS
10CAC01514|11/02/2010|10FIS12094|SCHUSTER|DENNIS||0|MAYOR|MAYOR|BEATRICE
10CAC01421|03/31/2010|11FIS12153|WRIGHT|CHAD||0|46|46|LEGISLATURE
12CAC01615|01/27/2012|11FIS12199|ASHFORD|ANN|F|0|08|08|BOARD OF REGENTS
12CAC01609|01/18/2012|12FIS12221|CRAWFORD|SUE||0|45|45|LEGISLATURE
10CAC01491|10/04/2010|10FIS12074|STINSON|BLAINE||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01491|10/04/2010|10FIS12075|HOYT|BILL||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01491|10/04/2010|10FIS12077|PALIC|JOHN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01490|10/04/2010|10FIS12080|FORNOFF|KEVIN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01490|10/04/2010|10FIS12083|LOOMIS|BENJI||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
11CAC01568|02/25/2011|11FIS12127|NELSON|TRAVIS||0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|LINCOLN
11CAC01585|07/11/2011|11FIS12179|TURCO|ACELA|R|0|31|31|LEGISLATURE
10CAC01452|05/10/2010|10FIS11799|HUNNICUTT|BRANDON|E|0|34|34|LEGISLATURE
10CAC01434|04/13/2010|10FIS11808|KIMMONS|PAUL|R|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
10CAC01428|04/07/2010|10FIS11836|WARREN|JAMES|E|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|SARPY
10CAC01422|04/01/2010|10FIS11837|WHITEHEAD|TERESA|L|0|14|14|LEGISLATURE
10CAC01491|10/04/2010|10FIS12076|CAPPEL|STEVEN||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01490|10/04/2010|10FIS12079|SCHURR|MARTY ||0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
10CAC01430|10/13/2010|10FIS12085|HUG|RON||0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
11CAC01572|03/21/2011|11FIS12146|MCLEESE STEPHENSON|KAITE||0|01|01|STATE BOARD OF EDUCATION
11CAC01592|09/23/2011|11FIS12198|HOWARD|SARA||0|09|09|LEGISLATURE
11CAC01594|10/14/2011|11FIS12201|HILGERS|MIKE||0|21|21|LEGISLATURE
12CAC01605|01/04/2012|11FIS12206|JOHNSON|GERALD|D|0|23|23|LEGISLATURE
11CAC01603|12/15/2011|11FIS12209|KOLOWSKI|RICHARD|L|0|31|31|LEGISLATURE
06CAC00868|04/25/2006|06FIS10690|LAMMERS|ROBERT|A|0|CITY COUNCIL|CITY COUNCIL|KEARNEY
10CAC01504|10/26/2010|06FIS10690|LAMMERS|ROBERT|A|0|CITY COUNCIL|CITY COUNCIL|KEARNEY
06CAC00893|05/03/2006|06FIS10692|LINDSAY|AMY||0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
06CAC00995|10/31/2006|06FIS10756|BROWN|JAMES||0|DISTRICT #02|DISTRICT #02|METROPOLITAN COMMUNITY COLLEGE
07CAC01021|03/13/2007|07FIS10817|EMERY|DOUGLAS|O|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
07CAC01048|11/07/2007|07FIS10926|GIESE|ROBERT|J|0|17|17|LEGISLATURE
10CAC01435|04/12/2010|07FIS10926|GIESE|ROBERT|J|0|COUNTY TREASURER|COUNTY TREASURER|DAKOTA
08CAC01183|08/20/2008|08FIS11296|FESTERSEN|PETE||0|CITY COUNCIL DISTRICT #01|CITY COUNCIL DISTRICT #01|OMAHA
08CAC01073|01/10/2008|07FIS10936|MOLES|CHRISTOPHER|D|0|07|07|LEGISLATURE
07CAC01051|11/29/2007|07FIS10937|ELMSHAEUSER|KARL|L|0|47|47|LEGISLATURE
08CAC01085|02/04/2008|07FIS10960|JEFFERS|JAMES|A|0|21|21|LEGISLATURE
08CAC01320|12/23/2008|08FIS11013|STEINER|WILLIAM|A|0|COUNTY COMMISSIONER DIST. #07|COUNTY COMMISSIONER DIST. #07|DOUGLAS
08CAC01110|05/07/2008|08FIS11024|GEORGE|JAMES|F|0|37|37|LEGISLATURE
08CAC01093|02/22/2008|08FIS11045|REGISTER|RICHARD|B|0|15|15|LEGISLATURE
08CAC01186|09/08/2008|08FIS11301|BLUMENTHAL|JON||0|CITY COUNCIL DISTRICT #05|CITY COUNCIL DISTRICT #05|OMAHA
08CAC01187|09/09/2008|08FIS11303|HEIDEL|JACK||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
10CAC01414|03/10/2010|08FIS11303|HEIDEL|JACK||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
08CAC01188|09/09/2008|08FIS11304|OSBORN|GREG||0|SUBDISTRICT #05|SUBDISTRICT #05|NATURAL RESOURCE DISTRICT
10CAC01398|01/27/2010|09FIS11535|DIERKS|THOMAS|L|0|26|26|LEGISLATURE
